Tissue	Dataset	OR	P-value	FDR	Direction	Method
Caudate	BS_Caudate_SZ	1.6061074092052425	1.5500811479019625e-05	0.000744038950992942	All	DEG
Caudate	BS_DLPFC_SZ	1.8562469850458274	0.045939211059772146	0.13437489553033	All	DEG
Caudate	BS_Hippocampus_SZ	2.1271777003484322	0.18032251622309745	0.2984648544382303	All	DEG
Caudate	BS_sACC_BD	0.9800810597073942	1.0	1.0	All	DEG
Caudate	BS_Amyg_BD	0.34437321937321935	0.5344034161644468	0.6932801074565795	All	DEG
Caudate	CMC_DLPFC_SZ	0.91285588883184	0.8826724537802308	0.9853087856151413	All	DEG
Caudate	PSY_SZ	1.3916699445824765	0.00037462270285799557	0.003596377947436757	All	DEG
Caudate	PSY_ASD	1.4937051269086865	0.0038206629973080186	0.014107063374675762	All	DEG
Caudate	PSY_BD	1.3896603812897177	0.04759110883365854	0.13437489553033	All	DEG
Caudate	Parkinsons	1.133987732808023	0.6323181188686875	0.7987176238341316	All	DEG
Caudate	MAYO_AD	1.636258937161614	3.9930351158449235e-05	0.0008303404166508802	All	DEG
Caudate	ROSMAP_AD	2.4817166005111195	0.014799041722689936	0.05073957162065121	All	DEG
Caudate	MSBB_MD36_AD	1.267243220849166	0.08641467562709083	0.21831075947896633	All	DEG
Caudate	MSBB_MD44_AD	1.5852004110996916	0.1797193746941306	0.2984648544382303	All	DEG
Caudate	MSBB_MD22_AD	1.4980979827089338	0.21516695138492758	0.3442671222158841	All	DEG
Caudate	MSBB_MD10_AD	2.521588146776247	0.0024929764138824305	0.01212945650690325	All	DEG
DLPFC	BS_Caudate_SZ	1.6355930943211052	6.752114344301383e-05	0.0008303404166508802	All	DEG
DLPFC	BS_DLPFC_SZ	1.365164986778063	0.36941023463046163	0.49355732191728624	All	DEG
DLPFC	BS_Hippocampus_SZ	2.768607686076861	0.10454437314857411	0.22738499680684443	All	DEG
DLPFC	BS_sACC_BD	0.9992166144409628	1.0	1.0	All	DEG
DLPFC	BS_Amyg_BD	0.44785101540616246	0.7281289244664159	0.873877868630948	All	DEG
DLPFC	CMC_DLPFC_SZ	0.8547909260199763	0.8661412292063309	0.9853087856151413	All	DEG
DLPFC	PSY_SZ	1.4279198599932867	0.0006472980758170988	0.004525758583536308	All	DEG
DLPFC	PSY_ASD	1.3748372276986736	0.04260495183388431	0.13437489553033	All	DEG
DLPFC	PSY_BD	1.2062097079807497	0.3357052185439632	0.4748946719077716	All	DEG
DLPFC	Parkinsons	0.869386886176554	1.0	1.0	All	DEG
DLPFC	MAYO_AD	1.5190516451017955	0.0025331339310145353	0.01212945650690325	All	DEG
DLPFC	ROSMAP_AD	3.238295550549141	0.002995824772640334	0.01212945650690325	All	DEG
DLPFC	MSBB_MD36_AD	1.2926026443211214	0.09211557476102636	0.22107737942646324	All	DEG
DLPFC	MSBB_MD44_AD	1.5240751578239593	0.3005471301402611	0.4517697044309324	All	DEG
DLPFC	MSBB_MD22_AD	1.7244794311833418	0.1522177410117136	0.2714382148134652	All	DEG
DLPFC	MSBB_MD10_AD	1.7965246327945081	0.14380170945427176	0.2714382148134652	All	DEG
Hippocampus	BS_Caudate_SZ	1.6319172423616553	6.919503472090668e-05	0.0008303404166508802	All	DEG
Hippocampus	BS_DLPFC_SZ	1.3625652697817647	0.3701679914379647	0.49355732191728624	All	DEG
Hippocampus	BS_Hippocampus_SZ	2.763374208327719	0.10497474295061807	0.22738499680684443	All	DEG
Hippocampus	BS_sACC_BD	0.9972849414066399	1.0	1.0	All	DEG
Hippocampus	BS_Amyg_BD	0.44700742682394057	0.7282315571924567	0.873877868630948	All	DEG
Hippocampus	CMC_DLPFC_SZ	0.8531598513011153	0.8662225647992554	0.9853087856151413	All	DEG
Hippocampus	PSY_SZ	1.42437743512666	0.000660006460099045	0.004525758583536308	All	DEG
Hippocampus	PSY_ASD	1.3720106880427523	0.05187365028604605	0.1383297340961228	All	DEG
Hippocampus	PSY_BD	1.2038199014416455	0.3363837259346716	0.4748946719077716	All	DEG
Hippocampus	Parkinsons	0.8677433064173395	1.0	1.0	All	DEG
Hippocampus	MAYO_AD	1.515793021119858	0.0025641366865317163	0.01212945650690325	All	DEG
Hippocampus	ROSMAP_AD	3.232107093917993	0.0030323641267258126	0.01212945650690325	All	DEG
Hippocampus	MSBB_MD36_AD	1.28993425942909	0.10895531096994629	0.22738499680684443	All	DEG
Hippocampus	MSBB_MD44_AD	1.5211782252050707	0.3011798029539549	0.4517697044309324	All	DEG
Hippocampus	MSBB_MD22_AD	1.721189591078067	0.15268399583257417	0.2714382148134652	All	DEG
Hippocampus	MSBB_MD10_AD	1.7930973801720156	0.14412674437452344	0.2714382148134652	All	DEG
Caudate	BS_Caudate_SZ	1.63797539106065	0.0005463657407316024	0.01659681058237302	Up	DEG
