Power	SFT.R.sq	slope	truncated.R.sq	mean.k.	median.k.	max.k.
1	0.121068635260244	-1.80458528842177	0.95708616352985	4181.79934306707	4123.79489054267	6720.46423478689
2	0.500547360783221	-2.28540015596376	0.979297623747591	1029.7905785572	971.818802160671	2502.20868625006
3	0.722634958603733	-2.3265248343129	0.991898879943563	324.668601631171	285.166170985265	1128.34461916959
4	0.811555972242296	-2.38917003128715	0.992767842419102	120.979109437778	96.7283907531509	594.123148356551
5	0.837454332692625	-2.5197908675409	0.987370782673303	51.0717617032126	36.255739438331	358.547915025705
6	0.85047846573318	-2.57695645384861	0.985258350191567	23.7902160135131	14.7695574325481	233.980176671463
7	0.880311168153806	-2.50709876386739	0.991059626659534	12.00942273664	6.415211196393	162.042646365451
8	0.894552167588587	-2.4372702082322	0.989947644379769	6.48411366830413	2.93513271362768	117.509036179331
9	0.915485825780435	-2.31644736347371	0.990095666376173	3.70729028717197	1.4064601737629	88.3479725159697
10	0.924207096554943	-2.21874398323933	0.98913238408326	2.22712315409136	0.702051338761316	68.3530542312741
11	0.937123021192344	-2.11056411161977	0.989331413669619	1.3969271291908	0.360783656073211	54.1103196465004
12	0.947104283912499	-2.02152507707389	0.990323606999207	0.910085389579348	0.192053159905387	43.6378250453036
13	0.954858908934008	-1.93215725137706	0.990622478507485	0.613145182266688	0.105053697362056	35.7305957113668
14	0.956793359160661	-1.86580131680202	0.989653606975529	0.425585328137183	0.0586311571073477	29.6260077130038
15	0.961762882105078	-1.7981996240111	0.990688288231058	0.303347755637306	0.0333957143996544	24.8240405928995
16	0.96294744867093	-1.74778757462394	0.990766311998672	0.221408514341475	0.0193138441736107	20.9864314416945
17	0.965997920476012	-1.69701102024154	0.991415030870433	0.165069704579516	0.0113123706365732	17.8778939022436
18	0.969926808183411	-1.64622104743286	0.990792460343709	0.125432596241562	0.0067432442344626	15.3306710117979
19	0.961365140823967	-1.61948481667509	0.983283150088716	0.096958879631455	0.00406342903918544	13.2224942509269
20	0.96147051173487	-1.58412298994505	0.982377305118704	0.0761137504709596	0.00248623920895885	11.4624913413011
21	0.960945489855194	-1.55047871773759	0.978060679279524	0.060588421283607	0.00153819854928727	9.98194343505486
22	0.967240773759137	-1.51721436992311	0.987536373926807	0.0488425045224694	0.000958250215341128	8.72807914448095
23	0.970499874236654	-1.4906778962651	0.991862170539701	0.0398279365478624	0.000604871338182766	7.65981671673555
24	0.968607163237933	-1.46345965686786	0.986405741172486	0.0328185880898423	0.000384154571728468	6.7447841876508
25	0.968390097139363	-1.43979083469416	0.985764166007915	0.0273028626396414	0.000243398867230571	5.95719549225635
26	0.978081448928118	-1.40421154479078	0.992130829245782	0.0229146598191277	0.000156308506896075	5.27631107673132
27	0.978137550728134	-1.38498357786429	0.98962865911169	0.019388183022796	0.000100297302628949	4.68530490271734
28	0.981391917651168	-1.36436865359252	0.990814793351256	0.0165278481443084	6.4551282494163e-05	4.20464808265133
29	0.983927036788019	-1.34207407960642	0.992297398783655	0.0141879258580337	4.16419077229335e-05	3.7930852186409
30	0.944438233740103	-1.35196554210769	0.949390343091889	0.0122585619878592	2.70978287653101e-05	3.42934723188332
