DEGs,PValue,Rsq
2,1.9045427274920375e-218,0.9217680326137334
3,2.1408929561909504e-193,0.8949275838731017
4,3.4084500994795485e-181,0.8786939028830336
5,1.4346888506738932e-200,0.9034384222739766
6,1.595630224580313e-215,0.9190283303326042
7,9.505492645935209e-219,0.9220455757525484
8,1.9599609713119182e-213,0.9170115406460159
9,7.615241076309062e-212,0.9154437097869522
10,7.560428435134879e-201,0.9037542273461638
11,1.3833889833389295e-182,0.8806652626362212
12,6.352978156307666e-162,0.8478005667788449
13,1.50242458895294e-163,0.8506866267395566
14,2.078059916740341e-165,0.8539191609539283
15,2.427872630888674e-164,0.8520715971793872
16,4.191937147751219e-166,0.8551099502442671
17,9.072122617605372e-170,0.8612282276040573
18,3.5275093372571463e-165,0.8535234028738753
19,1.897799750186419e-154,0.8337998766952018
20,4.2743610609240034e-158,0.8407850367879436
21,1.2030411803518766e-158,0.8418136847098169
22,2.3019251101672165e-160,0.8449812022952581
23,1.310789360334828e-160,0.8454268672491236
24,6.152104289511965e-152,0.8288142731675232
25,1.5364124434248746e-152,0.830024143277969
26,4.830804026391541e-153,0.8310266173717069
27,3.514356663794884e-150,0.8252371659089724
28,1.1207312413154725e-150,0.8262552885166348
29,1.3769382935458753e-151,0.8281077357433171
30,1.4442135977825266e-143,0.8110877616194122
31,2.0636617288075292e-144,0.8129574473045036
32,3.839307564038534e-140,0.8033170498957926
33,4.6895379624064e-141,0.8054196887180306
34,1.5088104787503128e-141,0.8065444132168937
35,2.2156255586053043e-141,0.8061640763842812
36,1.341467995429568e-142,0.8089230548664087
37,1.1188048848370546e-142,0.8091002633614802
38,9.89731870461491e-143,0.8092198519877496
39,4.993005732897813e-142,0.807634967548717
40,4.33720277763495e-142,0.8077733844508274
41,1.915686354975866e-142,0.8085746967455805
42,5.296459848356954e-143,0.8098286446852135
43,4.1631450965441744e-142,0.8078136288959199
44,3.833592600813785e-143,0.8101426238280879
45,1.2027889703912124e-143,0.8112643325680958
46,3.544501008095098e-139,0.8010695666418156
47,1.0104860298608221e-139,0.8023416665007791
48,7.416233852790704e-136,0.7931404568704442
49,4.1084353240967574e-136,0.7937640495647639
50,7.165055586562202e-136,0.7931768871019178
51,8.605167315527676e-136,0.7929831701145729
52,4.0750897712367904e-137,0.7961857518305001
53,5.311807780918083e-137,0.7959094333966688
54,2.2451810829230547e-138,0.7991835084437496
55,2.0716746587840823e-137,0.7968893841786158
56,6.735511712624513e-138,0.798052575011412
57,1.1750403138478438e-138,0.7998470777331023
58,1.6788855164380124e-139,0.8018280181504333
59,2.7420215927394352e-139,0.8013304371132247
60,2.6034348316771964e-139,0.801383101591268
61,8.974512938656115e-139,0.8001226256753146
62,1.6843363386541267e-138,0.7994783341793597
63,2.4449920794056784e-139,0.8014468420652544
64,6.406643442109899e-140,0.8028015546077711
65,1.521461966072786e-139,0.8019277345984905
66,1.150544852776989e-138,0.799868631100804
67,2.1537355260366377e-136,0.794443783233933
68,6.917453637436058e-136,0.7932140641065798
69,1.4317935219927387e-134,0.7899863036935715
70,1.9823811665281547e-134,0.789636723253857
71,7.43622351827038e-134,0.7882102984110275
72,1.3196670381232754e-132,0.7850736034555725
73,2.143793210074649e-133,0.7870609549925806
74,3.4500926754938385e-133,0.7865424123363634
75,7.294697564937857e-133,0.7857238892348875
76,7.761856031551153e-131,0.7805505290071197
77,5.342031388018203e-131,0.7809692148463643
78,8.252132839811309e-130,0.7778829409095267
79,2.7453790081781135e-128,0.7738682437460834
80,1.2554785469215028e-127,0.7721043395204001
81,3.231022609815543e-127,0.7710005821453951
82,1.429028689404382e-125,0.7665220572502042
83,2.2042822454774783e-125,0.7660042839393159
84,3.9971091109374515e-125,0.7652913900438142
85,2.1232045941213645e-123,0.7604772078862216
86,7.612287576602408e-122,0.7560549909639317
87,1.9639559877217233e-121,0.7548704529004947
88,1.3025614540247845e-119,0.7495587519495044
89,9.968016587495315e-116,0.7378471850929461
90,1.0855935265354843e-114,0.7346284568679627
91,3.776814048513029e-112,0.7265726367485639
92,1.2479088436780944e-109,0.7183468454195382
93,3.4979753497347745e-107,0.7101176460598508
94,2.649383595386016e-106,0.7071029958581527
95,7.054668703047474e-107,0.7090766873852685
96,7.285030956385209e-106,0.7055852594828013
97,4.1195957053971456e-103,0.695895257890987
98,8.959929215940842e-102,0.6910724070415487
99,3.783892006027652e-102,0.6924300162504332
100,1.6586035555185565e-102,0.6937234107711169
101,2.966867510273242e-101,0.6891767582329306
102,6.553902789610276e-99,0.6804857030205215
103,1.3404815527163034e-96,0.671681248388403
104,5.645105087365447e-97,0.6731286247398796
105,1.7088051628737202e-97,0.6751180994223462
106,1.0481400672775859e-97,0.6759283481062618
107,7.74958897304972e-95,0.6648052375208429
108,3.834957172696173e-94,0.6620558034575221
109,1.1057755022100513e-92,0.6562024663386784
110,4.804646262688766e-93,0.6576632550727913
111,3.8954133494092527e-90,0.6457477564123101
112,2.4142678145892965e-90,0.6466123795861395
113,1.553630549237005e-88,0.6390149094803836
114,6.71878753136646e-86,0.6276489565556865
115,3.517395277861417e-85,0.6244874948357285
116,1.6858195847881473e-84,0.6214699638823136
117,2.153530860893847e-84,0.6209963042882234
118,6.646469820054327e-84,0.6188086070445843
119,3.444036844482452e-84,0.6200863641773874
120,1.872264963001798e-83,0.6167870938576947
121,4.264540753040752e-82,0.610620737752374
122,5.666138999155482e-82,0.6100552515568204
123,6.574392586334898e-80,0.600473040718872
124,4.9621283692350934e-80,0.6010466273576721
125,2.2981559192955646e-80,0.6026116880350414
126,3.0424390889736375e-77,0.5877543328899704
127,1.7638763415805245e-77,0.5889002355924684
128,1.3624448006349827e-76,0.5845865360922663
129,9.340436822636624e-75,0.5755222669902691
130,7.61682499290466e-74,0.5709498494479064
131,2.5037148198787445e-72,0.5632311089989703
132,1.8246190503375694e-71,0.5587800145400443
133,1.6802414078155675e-71,0.5589656470941659
