Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENST00000421320.1,chr10,RP11-124O11.1,ENSG00000234944,-1.11432741464594,6.986165024686e-16,transcript
ENST00000358464.9,chr20,FRG1CP,ENSG00000282826,0.543532111873382,3.80503012882976e-13,transcript
ENST00000380888.4,chr20,LINC01597,ENSG00000205611,0.744357003709407,3.5762962337600005e-12,transcript
ENST00000636528.1,chr20,RP11-462H3.2,ENSG00000283443,1.28683523669156,7.74074356044439e-12,transcript
ENST00000612308.1,chr9,FAM27D1,ENSG00000275493,1.04576974527636,8.059659515159959e-11,transcript
ENST00000278882.8,chr20,FRG1BP,ENSG00000149531,0.522356997692433,2.14176529327186e-10,transcript
ENST00000614994.4,chr19,ZNF285,ENSG00000267508,0.262943835331954,4.51352492340116e-10,transcript
ENST00000310673.3,chr15,SPESP1,ENSG00000258484,0.829078193673518,8.36590774147684e-10,transcript
ENST00000608279.1,chr2,RP11-725P16.2,ENSG00000272769,0.556668969351215,7.226775421477071e-09,transcript
ENST00000581556.1,chr18,RP11-78F17.1,ENSG00000263551,0.398794969380861,7.859569459778611e-09,transcript
ENST00000514855.1,chr4,RP11-769N22.1,ENSG00000249228,0.176777525658835,2.32041778072879e-08,transcript
ENST00000527067.1,chr8,ZNF252P-AS1,ENSG00000255559,0.323540618363518,3.1275982267909e-08,transcript
ENST00000260364.9,chr15,NOX5,ENSG00000255346,0.828913325148863,7.37280836016566e-08,transcript
ENST00000527315.5,chr15,NOX5,ENSG00000255346,0.382779412144651,1.17745824608816e-07,transcript
ENST00000512425.5,chr5,MCTP1,ENSG00000175471,-1.71881331761059,1.51660984794079e-07,transcript
ENST00000611559.1,chr15,RP11-809H16.3,ENSG00000273851,0.798284811278212,6.32107460735214e-06,transcript
ENST00000400237.2,chr22,RFPL2,ENSG00000128253,-0.764287411197722,1.27762139869991e-05,transcript
ENST00000422212.1,chr7,RP13-492C18.2,ENSG00000237268,-0.752916341895399,9.50705436964657e-05,transcript
ENST00000523252.1,chr8,PHYHIP,ENSG00000168490,-1.71794337671616,0.0001148532113557,transcript
ENST00000544747.5,chr12,KLRD1,ENSG00000134539,0.376690318046432,0.0001919081881684,transcript
ENST00000606459.1,chr5,MIR4458HG,ENSG00000247516,0.256381065371275,0.0003028718573196,transcript
ENST00000432910.5,chr20,MIR646HG,ENSG00000228340,-0.420894647224072,0.0004014969627133,transcript
