Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
chr10:112426360-112426787(+),chr10,ACSL5,ENSG00000197142,-0.386362056915933,0.0321550321977004,junction
chr10:20889950-20896957(-),chr10,NEBL,ENSG00000078114,-0.188722459208729,0.0023217997173558,junction
chr10:46946676-46999911(+),chr10,PTPN20,ENSG00000204179,0.548855434065849,0.0470153565592202,junction
chr10:95238686-95247214(-),chr10,PDLIM1,ENSG00000107438,-0.556318367610581,0.0221400513824823,junction
chr11:12473984-12477846(+),chr11,PARVA,ENSG00000197702,-0.152226670769405,0.0232865834230528,junction
chr11:124753962-124754213(-),chr11,ESAM,ENSG00000149564,-0.259256131770547,0.0424358278620188,junction
chr11:13404656-13405658(-),chr?,,,-0.266458501648259,0.0467042737451875,junction
chr11:3705357-3706444(-),chr11,NUP98,ENSG00000110713,-0.186974189135672,0.0242786941993278,junction
chr11:46382462-46382586(+),chr11,MDK,ENSG00000110492,-0.434599439092122,0.0207356502081556,junction
chr11:61964892-61964986(-),chr11,FTH1,ENSG00000167996,-0.117918182951005,0.0045431288987482,junction
chr11:65553904-65554050(-),chr11,LTBP3,ENSG00000168056,0.313061526250771,0.0053937195267727,junction
chr11:66510707-66511012(+),chr11,BBS1,ENSG00000174483,0.204666002910814,0.0376161963058549,junction
chr11:67301148-67301281(+),chr11,ANKRD13D,ENSG00000172932,0.163701686699655,0.0198001283548356,junction
chr11:87314548-87318136(+),chr11,TMEM135,ENSG00000166575,-0.154168386953578,0.0283893865365056,junction
chr12:104805338-104844471(-),chr12,SLC41A2,ENSG00000136052,-0.183741924135946,0.0470153565592202,junction
chr12:124326371-124327408(-),chr12,NCOR2,ENSG00000196498,-0.162571586735528,0.0470153565592202,junction
chr12:124343227-124344596(-),chr12,NCOR2,ENSG00000196498,-0.226939563628949,0.0059663658674017,junction
chr12:49642676-49642929(+),chr12,PRPF40B,ENSG00000110844,0.235147985316296,0.0236537303190627,junction
chr12:53307714-53307844(-),chr12,AAAS,ENSG00000094914,0.196696409839801,0.0443964064861694,junction
chr12:6656799-6663064(-),chr12,ING4,ENSG00000111653,0.136507066466066,0.0242786941993278,junction
chr12:7487674-7487772(-),chr12,CD163,ENSG00000177575,-0.732979390062623,0.0007301026296234,junction
chr12:933077-949601(-),chr12,RAD52,ENSG00000002016,0.402980761354768,0.0394255149452476,junction
chr12:9854485-9857473(-),chr12,CLEC2B,ENSG00000110852,-0.429427045351937,0.0171572997170322,junction
chr14:49862684-49862717(-),chr?,,,-1.73934481242049,0.0086329971672798,junction
chr14:55138369-55140274(+),chr14,LGALS3,ENSG00000131981,-0.235952430001229,0.0344848003331615,junction
chr15:24823824-24829797(+),chr?,,,0.639778760083059,0.0045660483496163,junction
chr15:24829906-24886515(+),chr15,SNRPN,ENSG00000128739,0.820571302385508,0.0118452196586529,junction
chr15:64424156-64425539(+),chr15,TRIP4,ENSG00000103671,-0.20761076285796,0.0305663731560017,junction
chr15:68780474-68782955(+),chr?,,,0.705041045959776,0.0103699738321604,junction
chr15:75400157-75400729(-),chr15,SIN3A,ENSG00000169375,-0.160144082163735,0.0398525846101477,junction
chr15:99799810-99799900(-),chr?,,,0.404208780725865,0.0095963778951205,junction
chr16:18870712-18870800(-),chr16,SMG1,ENSG00000157106,-0.152499629009201,0.0413645937652029,junction
chr16:2150052-2151568(+),chr16,RAB26,ENSG00000167964,0.20031076591215,0.0394255149452476,junction
chr16:67658642-67658719(-),chr16,ACD,ENSG00000102977,0.281956281411561,0.0002465542978883,junction
chr16:67948160-67949799(-),chr16,SLC12A4,ENSG00000124067,0.211256312695833,0.0285348272815197,junction
chr16:67961707-67963464(-),chr16,SLC12A4,ENSG00000124067,0.253226448275197,0.0212781708139246,junction
chr17:42120120-42120224(-),chr17,KAT2A,ENSG00000108773,0.141581936025878,0.0192502817988454,junction
chr17:42120371-42120705(-),chr17,KAT2A,ENSG00000108773,0.166128848764137,0.010039037291674,junction
chr17:44772932-44773013(+),chr17,ADAM11,ENSG00000073670,0.181534985719543,0.0309113223679357,junction
chr17:67109687-67114323(-),chr17,HELZ,ENSG00000198265,0.159415124079669,0.0276608022056391,junction
chr17:76685166-76688112(-),chr17,MXRA7,ENSG00000182534,0.173968954834008,0.0470153565592202,junction
chr19:1218501-1219323(+),chr19,STK11,ENSG00000118046,0.136336227801992,0.0231665652596058,junction
chr19:12689438-12689540(-),chr19,FBXW9,ENSG00000132004,0.296609814422181,0.0026831266110964,junction
chr19:16903624-16903701(-),chr19,CPAMD8,ENSG00000160111,0.965444824631873,2.43747452472317e-05,junction
chr19:16925373-16928008(-),chr19,CPAMD8,ENSG00000160111,0.831945136964102,0.0002005846394615,junction
chr19:16929241-16938394(-),chr19,CPAMD8,ENSG00000160111,0.670082885251351,0.0066698980163047,junction
chr19:16938447-16945548(-),chr19,CPAMD8,ENSG00000160111,0.829088260880899,0.0001312130283832,junction
chr19:16945680-16947073(-),chr19,CPAMD8,ENSG00000160111,0.737039892287964,0.0014001281100435,junction
chr19:16993587-16997110(-),chr19,CPAMD8,ENSG00000160111,0.695254028500087,0.0194692850895158,junction
chr19:17004387-17008504(-),chr19,CPAMD8,ENSG00000160111,0.912113760997505,3.62544477874624e-05,junction
chr19:17775514-17775982(+),chr19,FCHO1,ENSG00000130475,0.23081813097961,0.0045660483496163,junction
chr19:21974808-21987215(-),chr19,ZNF208,ENSG00000160321,-0.466313697211755,0.0007778625398527,junction
chr19:21987312-21988782(-),chr19,ZNF208,ENSG00000160321,-0.468020940412821,0.0001227729721118,junction
chr19:39890072-39891642(-),chr19,FCGBP,ENSG00000275395,-0.566140838274492,0.0363908765088544,junction
chr19:39894496-39895805(-),chr19,FCGBP,ENSG00000275395,-0.605180066332005,0.0375382294056398,junction
chr19:39928307-39934563(-),chr19,FCGBP,ENSG00000275395,-0.575324613025248,0.0118280997371468,junction
chr19:49136912-49138204(+),chr19,PPFIA3,ENSG00000177380,0.127613824780081,0.0318009884293419,junction
chr19:54970296-54974499(+),chr19,NLRP2,ENSG00000022556,-0.778291314170524,0.000227734739196,junction
chr19:54974545-54977751(+),chr19,NLRP2,ENSG00000022556,-0.712682763394044,0.0005769944626092,junction
chr19:54985218-54986150(+),chr19,NLRP2,ENSG00000022556,-0.80085698445689,2.91375353504608e-05,junction
chr19:54990673-54994268(+),chr19,NLRP2,ENSG00000022556,-0.618358867004277,0.0300447704830486,junction
chr19:54997488-55000759(+),chr19,NLRP2,ENSG00000022556,-0.740500647466972,0.0022001561031373,junction
chr19:6380691-6380903(-),chr19,GTF2F1,ENSG00000125651,-0.140934090970259,0.0359167011037086,junction
chr1:108659963-108660962(-),chr1,HENMT1,ENSG00000162639,0.28476929170105,0.0287913108295805,junction
chr1:155926840-155927103(-),chr1,KIAA0907,ENSG00000132680,0.127240385541183,0.0124201085014647,junction
chr1:16930032-16930123(+),chr1,CROCC,ENSG00000058453,0.444491709666695,0.0393535150994162,junction
chr1:16953482-16954222(+),chr1,CROCC,ENSG00000058453,0.310692820898244,0.0491807697322717,junction
chr1:179350432-179351316(+),chr1,SOAT1,ENSG00000057252,-0.323874095510402,0.0089682990388627,junction
chr1:186386084-186388441(+),chr1,C1orf27,ENSG00000157181,-0.186406583676745,0.003741538470723,junction
chr1:202431620-202434655(+),chr1,PPP1R12B,ENSG00000077157,0.12206015633359,0.0089722249708031,junction
chr1:20950109-20969473(-),chr1,EIF4G3,ENSG00000075151,0.132045252607946,0.0418393176782503,junction
chr1:209705031-209705810(+),chr1,HSD11B1,ENSG00000117594,-0.272710928082824,0.0197799748781144,junction
chr1:241098763-241355698(-),chr1,RGS7,ENSG00000182901,0.180988010398212,0.0125535789941422,junction
chr1:40305769-40306142(-),chr1,COL9A2,ENSG00000049089,0.241892104640979,0.0051758874289494,junction
chr1:40306188-40307445(-),chr1,COL9A2,ENSG00000049089,0.203279845885245,0.0499301363672835,junction
chr1:40307757-40308191(-),chr1,COL9A2,ENSG00000049089,0.205367209068513,0.0233465489867081,junction
chr1:40308246-40309937(-),chr1,COL9A2,ENSG00000049089,0.212960107354088,0.0264246187707445,junction
chr1:70221840-70228421(+),chr1,SRSF11,ENSG00000116754,0.140270192013163,0.0056125144268896,junction
chr1:805892-808573(-),chr1,RP11-206L10.8,ENSG00000230092,-0.221494367063098,0.0266948828315164,junction
chr1:808624-808730(-),chr?,,,-0.384044980825431,0.0394255149452476,junction
chr1:89055216-89056015(-),chr1,GBP1,ENSG00000117228,-0.52857351347356,0.0104166698227603,junction
chr1:89058235-89058840(-),chr1,GBP1,ENSG00000117228,-0.53387379214841,0.0213551707694504,junction
chr1:89108292-89109676(-),chr1,GBP2,ENSG00000162645,-0.485569585705508,0.0070666427702148,junction
chr1:89109871-89110163(-),chr1,GBP2,ENSG00000162645,-0.443375338968163,0.0247241018585415,junction
chr1:89110267-89112471(-),chr1,GBP2,ENSG00000162645,-0.477265785304244,0.0190363333313356,junction
chr1:89117235-89117576(-),chr1,GBP2,ENSG00000162645,-0.543912149403624,0.0301934143330459,junction
chr1:89117774-89120178(-),chr1,GBP2,ENSG00000162645,-0.476333985770078,0.0097908092767521,junction
chr1:89120289-89121142(-),chr1,GBP2,ENSG00000162645,-0.484868512862322,0.0217648282968899,junction
chr1:89121984-89125862(-),chr1,GBP2,ENSG00000162645,-0.490917833808418,0.009193392281974,junction
chr1:91387484-91387512(+),chr?,,,2.26244326395666,0.0009322177152551,junction
chr20:1375604-1392833(-),chr20,FKBP1A,ENSG00000088832,-0.140165220219389,0.0183791363588523,junction
chr20:28565401-28581918(-),chr?,,,0.494216858209423,0.0266118227774701,junction
chr20:28565401-28586298(-),chr?,,,0.624379163326077,1.01539612288967e-07,junction
chr20:28582030-28583018(-),chr20,FRG1CP,ENSG00000282826,0.548912076015672,3.81910778590358e-06,junction
chr20:28583111-28583869(-),chr?,,,0.446860217978255,0.0004576383732544,junction
chr20:28583111-28586298(-),chr20,FRG1CP,ENSG00000282826,0.513594845872961,2.84692760894574e-05,junction
chr20:28583947-28586298(-),chr?,,,0.564457746569142,4.20744645473288e-06,junction
chr20:28586404-28588642(-),chr20,FRG1CP,ENSG00000282826,0.534908276589157,5.25204451008633e-12,junction
chr20:28588758-28590556(-),chr20,FRG1CP,ENSG00000282826,0.517582401713526,8.826950955979891e-10,junction
chr20:28590615-28591393(-),chr20,FRG1CP,ENSG00000282826,0.550314074451663,1.0392293600933e-11,junction
chr20:28591520-28600391(-),chr20,FRG1CP,ENSG00000282826,0.580552126105089,2.3773431168209e-14,junction
chr20:28600462-28600590(-),chr?,,,0.600701399013977,1.9398582742545e-05,junction
chr20:28600462-28601602(-),chr?,,,0.733784520532418,1.76311944370784e-06,junction
chr20:28600462-28601656(-),chr?,,,0.558633979503495,1.68063287260493e-09,junction
chr20:28600462-28602608(-),chr20,FRG1CP,ENSG00000282826,0.501753697498319,2.3222761080103e-06,junction
chr20:28601757-28602608(-),chr?,,,0.636747133092469,5.51342341621819e-10,junction
chr20:30377426-30379584(+),chr?,,,0.793491890510929,1.99466193289822e-08,junction
chr20:30377722-30379584(+),chr?,,,0.706036102287357,1.17941382125111e-05,junction
chr20:30379652-30388452(+),chr20,FRG1BP,ENSG00000149531,0.771526878262193,3.51963393185534e-11,junction
chr20:30388579-30391196(+),chr?,,,0.861254437658847,3.4277030229651197e-12,junction
chr20:30391309-30393550(+),chr20,FRG1BP,ENSG00000149531,0.788242918336432,1.22306506773805e-10,junction
chr20:30393656-30396861(+),chr20,FRG1BP,ENSG00000149531,0.781579741667422,5.3056546611101395e-12,junction
chr20:30396954-30397934(+),chr20,FRG1BP,ENSG00000149531,0.790805425853645,3.93909458992365e-11,junction
chr20:58895685-58903527(+),chr20,GNAS,ENSG00000087460,0.143018489672364,0.0107082647585966,junction
chr20:60138645-60154406(+),chr20,MIR646HG,ENSG00000228340,-0.848110205185281,4.17311138672164e-06,junction
chr20:62819294-62819928(+),chr20,COL9A3,ENSG00000092758,0.284441817293551,0.0304773515752744,junction
chr20:62819983-62821180(+),chr20,COL9A3,ENSG00000092758,0.340716329464223,0.0062116819658386,junction
chr20:62821217-62821506(+),chr20,COL9A3,ENSG00000092758,0.307481627426753,0.0197566475785668,junction
chr20:62821531-62821756(+),chr20,COL9A3,ENSG00000092758,0.299770041803575,0.0282625264669151,junction
chr20:62822165-62822590(+),chr20,COL9A3,ENSG00000092758,0.291968296769805,0.0036208239598498,junction
chr20:62822633-62824444(+),chr20,COL9A3,ENSG00000092758,0.28974129752755,0.0177744962280684,junction
chr20:62830589-62832153(+),chr20,COL9A3,ENSG00000092758,0.392593808098199,0.0052279837524536,junction
chr20:62832190-62833019(+),chr20,COL9A3,ENSG00000092758,0.377194737068199,0.0003628340092854,junction
chr20:62833065-62835920(+),chr20,COL9A3,ENSG00000092758,0.326118742993196,0.0037285161241135,junction
chr20:62835954-62836186(+),chr20,COL9A3,ENSG00000092758,0.325444031302154,0.0067208327892032,junction
chr20:62836334-62836477(+),chr20,COL9A3,ENSG00000092758,0.271469402737641,0.0124178449013551,junction
chr20:62836533-62837082(+),chr20,COL9A3,ENSG00000092758,0.298313527975683,0.0047249866511912,junction
chr21:29006652-29007760(-),chr21,RWDD2B,ENSG00000156253,0.202296721469083,0.0396051356663557,junction
chr21:8219268-8402301(-),chr?,,,1.78145333518066,0.0012065120975876,junction
chr21:8219273-8402302(-),chr?,,,1.04407154827263,0.0272413070125322,junction
chr22:19139293-19139611(-),chr22,DGCR14,ENSG00000100056,-0.229061930508587,0.0287244214633194,junction
chr22:32268580-32269356(+),chr22,RP1-90G24.10,ENSG00000242082,-0.342925945285082,0.0301197830625714,junction
chr22:50527718-50528511(-),chr22,TYMP,ENSG00000025708,-0.512314151171189,0.018498114735651,junction
chr2:186754050-186761112(-),chr?,,,0.856244440487784,0.0133412202856046,junction
chr2:218534707-218546220(-),chr2,USP37,ENSG00000135913,-0.152982027639517,0.0341304026909412,junction
chr2:25131504-25131749(+),chr2,EFR3B,ENSG00000084710,-0.165672640604631,0.0454767906710082,junction
chr3:108690904-108693359(+),chr3,DZIP3,ENSG00000198919,0.136856767276321,0.0435629543991905,junction
chr3:126146927-126150405(-),chr3,ALDH1L1,ENSG00000144908,-0.219744074143092,0.0226604560852471,junction
chr3:126157509-126158404(-),chr3,ALDH1L1,ENSG00000144908,-0.239404705131072,0.0189411333859735,junction
chr3:131001345-131016151(+),chr3,ATP2C1,ENSG00000017260,0.193860746673467,0.0038556121301565,junction
chr3:14148002-14148561(-),chr3,XPC,ENSG00000154767,-0.250959706680411,0.0181691609815137,junction
chr3:160439187-160449716(-),chr?,,,0.470045843452615,0.0433425343040439,junction
chr3:183772564-183773632(+),chr3,YEATS2,ENSG00000163872,0.155311740377535,0.0492345602362333,junction
chr3:184338981-184341723(+),chr3,FAM131A,ENSG00000175182,0.311397420104539,0.0204959119922662,junction
chr3:196069569-196071395(-),chr3,TFRC,ENSG00000072274,-0.196517254960415,0.0102584400623966,junction
chr3:197705176-197736654(-),chr3,RUBCN,ENSG00000145016,-0.37549057836548,0.0122399686405743,junction
chr3:28514123-28515553(+),chr3,ZCWPW2,ENSG00000206559,-0.358309119449814,0.012803664181917,junction
chr3:33402905-33409235(-),chr3,UBP1,ENSG00000153560,0.254735827958536,0.0228844971145396,junction
chr3:49663667-49663786(+),chr3,BSN,ENSG00000164061,-0.16398619718583,0.0365654781428946,junction
chr3:9977447-9986506(-),chr3,EMC3,ENSG00000125037,-0.131096765265425,0.0229198533040394,junction
chr4:102263194-102267489(-),chr4,SLC39A8,ENSG00000138821,-0.280205734531133,0.0467027488887025,junction
chr4:109749603-109752467(-),chr4,CFI,ENSG00000205403,-0.407848788492684,0.0456149544829733,junction
chr4:109760637-109761516(-),chr4,CFI,ENSG00000205403,-0.450101246223444,0.0232956859188115,junction
chr4:122209925-122210886(+),chr4,KIAA1109,ENSG00000138688,0.122973286432732,0.0028966305805456,junction
chr4:152324395-152326005(-),chr4,FBXW7,ENSG00000109670,0.206470540446806,0.0085717607089145,junction
chr4:168302417-168306378(-),chr4,DDX60,ENSG00000137628,-0.32192847293002,0.0456149544829733,junction
chr4:46312717-46332614(-),chr4,GABRA2,ENSG00000151834,-0.156365530044173,0.0284387943698322,junction
chr4:46332683-46386073(-),chr4,GABRA2,ENSG00000151834,-0.166714408436504,0.0418681526035117,junction
chr4:70789593-70793784(+),chr4,RUFY3,ENSG00000018189,-0.330906798617793,0.038899581480357,junction
chr4:76101020-76103936(+),chr4,ART3,ENSG00000156219,0.417081196360159,0.0304773515752744,junction
chr4:88408618-88413076(+),chr4,HERC6,ENSG00000138642,-0.332131482067739,0.007559960493272,junction
chr4:951259-951681(+),chr4,TMEM175,ENSG00000127419,0.139229568194697,0.0321550321977004,junction
chr5:154792797-154793594(-),chr?,,,0.671369226984326,0.0332347850385445,junction
chr5:8457767-8459932(+),chr5,MIR4458HG,ENSG00000247516,0.310447907507128,0.0015988417300267,junction
chr6:117676086-117693041(+),chr6,NUS1,ENSG00000153989,-0.947514376537975,0.0272838831850682,junction
chr6:150795903-150800718(+),chr6,PLEKHG1,ENSG00000120278,-0.228513791013886,0.0065041184358257,junction
chr6:150809288-150809380(+),chr6,PLEKHG1,ENSG00000120278,-0.284018157133017,0.0148547711010979,junction
chr6:150809477-150809647(+),chr6,PLEKHG1,ENSG00000120278,-0.238463305577826,0.0266948828315164,junction
chr6:154774073-154778000(+),chr6,SCAF8,ENSG00000213079,-0.127104999723264,0.0226827800179946,junction
chr6:154778046-154787860(+),chr6,SCAF8,ENSG00000213079,-0.118655420378571,0.021392114990355,junction
chr6:2988032-2993930(+),chr?,,,0.342438835187883,0.039733966800022,junction
chr6:43499101-43500743(+),chr6,TJAP1,ENSG00000137221,0.214970705406996,0.0179382675629632,junction
chr6:52995812-52995886(+),chr?,,,-1.34922708022188,0.0003874591843359,junction
chr6:73466607-73473364(+),chr6,MTO1,ENSG00000135297,0.19267942025291,0.0020417756895864,junction
chr6:73768232-73771428(+),chr6,CD109,ENSG00000156535,-0.39567678143844,0.0057121210133894,junction
chr7:130524296-130528521(+),chr?,,,-1.24284982193993,0.0001023195094105,junction
chr7:26725987-26726881(-),chr7,SKAP2,ENSG00000005020,0.188911487944053,0.034277082027878,junction
chr7:26844138-26854136(-),chr7,SKAP2,ENSG00000005020,0.170380200401539,0.0180601360419534,junction
chr7:26854163-26854784(-),chr7,SKAP2,ENSG00000005020,0.185092596307256,0.0076278288147067,junction
chr7:56426264-56426834(-),chr7,RP13-492C18.2,ENSG00000237268,-1.0195294033198,1.11818253419057e-05,junction
