Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
chrY:19703865-19706345-	chrY	19703865	19706345	2481	ENSG00000012817.16	ENSG00000012817	KDM5D	10.2692753863275	-1.1076425895867	119.745920463208	2.11749541418458e-296	7.95278340182375e-291	640.598946213432	0.110654740145161	Exon	Hippocampus
chrY:14622021-14622591+	chrY	14622021	14622591	571	ENSG00000165246.15	ENSG00000165246	NLGN4Y	9.96314285783679	-1.29957518788495	112.098763831805	3.7403964278950896e-286	4.6826646280223303e-281	620.561221430925	0.0777793016928944	Exon	Hippocampus
chrY:14622009-14622591+	chrY	14622009	14622591	583	ENSG00000165246.15	ENSG00000165246	NLGN4Y	9.97680926558721	-1.28955302833989	112.223366809937	2.5160429189672197e-286	4.6826646280223303e-281	620.901436118788	0.125443367621855	Exon	Hippocampus
chrY:14622181-14622591+	chrY	14622181	14622591	411	ENSG00000165246.15	ENSG00000165246	NLGN4Y	9.76200069153027	-1.4400862351438	107.19470054905	3.1446993342148204e-279	2.95267613111933e-274	606.805306111357	0.0972717315103714	Exon	Hippocampus
chrY:14622009-14622497+	chrY	14622009	14622497	489	ENSG00000165246.15	ENSG00000165246	NLGN4Y	9.77770839272685	-1.428320010768	105.405443423581	1.2541796264180299e-276	9.42077026383906e-272	601.599641388899	0.127261720096491	Exon	Hippocampus
chrY:12687464-12692233+	chrY	12687464	12692233	4770	ENSG00000114374.13	ENSG00000114374	USP9Y	10.5716124911719	-0.86185882049472	105.212149200171	2.40876264775535e-276	1.50778505238452e-271	601.051808702982	0.0907536839320703	Exon	Hippocampus
chrY:2854096-2854771+	chrY	2854096	2854771	676	ENSG00000129824.16	ENSG00000129824	RPS4Y1	10.5013759069784	-0.923371277089416	104.192683673915	7.66976348080678e-275	4.11510202757715e-270	598.028832199184	0.0889427249387617	Exon	Hippocampus
chrY:12839864-12840614+	chrY	12839864	12840614	751	ENSG00000114374.13	ENSG00000114374	USP9Y	9.92267435145163	-1.3096194899372	101.533969187714	7.41464282362683e-271	3.4809430981045596e-266	589.971552565289	0.0787120927008434	Exon	Hippocampus
chrY:19705417-19706345-	chrY	19705417	19706345	929	ENSG00000012817.16	ENSG00000012817	KDM5D	9.75953030928108	-1.46878750281559	100.931770015804	6.113159657853709e-270	2.55105548722045e-265	588.110221125797	0.0658895810881601	Exon	Hippocampus
chrY:19705420-19706345-	chrY	19705420	19706345	926	ENSG00000012817.16	ENSG00000012817	KDM5D	9.7580852147197	-1.46977125011186	100.816149590934	9.1780561079762e-270	3.44704842275316e-265	587.752312679788	0.0999172878382617	Exon	Hippocampus
