Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
e1028339,chr19,DCAF15,ENSG00000132017,-0.238367006800955,0.0070599058271381,exon
e1038350,chr19,ZNF208,ENSG00000160321,-0.436529179699707,0.0020936274995268,exon
e1038351,chr19,ZNF208,ENSG00000160321,-0.445934016540132,0.0030644069307468,exon
e1038352,chr19,ZNF208,ENSG00000160321,-0.434853811745176,0.0115385059575212,exon
e1038361,chr19,ZNF208,ENSG00000160321,-0.343576041460601,0.040657315869796,exon
e1038369,chr19,ZNF208,ENSG00000160321,-0.436697053508096,0.0020738982603197,exon
e1038370,chr19,ZNF208,ENSG00000160321,-0.41658416571964,0.0063575242375663,exon
e1038378,chr19,ZNF208,ENSG00000160321,-0.41070753938497,0.0050596551327158,exon
e1038431,chr19,ZNF676,ENSG00000196109,-0.469165077292305,0.000376607514442,exon
e1038578,chr19,ZNF728,ENSG00000269067,-0.326101043502121,0.0058713851815257,exon
e1038581,chr19,ZNF728,ENSG00000269067,-0.344804837084006,0.0233731674796388,exon
e1051822,chr19,EGLN2,ENSG00000269858,0.124022966725114,0.0442047892637397,exon
e1072744,chr19,NLRP2,ENSG00000022556,-0.743713638939511,0.0002516077563031,exon
e1072762,chr19,NLRP2,ENSG00000022556,-0.802677093517763,3.67258411795283e-05,exon
e1072763,chr19,NLRP2,ENSG00000022556,-0.661474954042086,0.0016199034466999,exon
e1072764,chr19,NLRP2,ENSG00000022556,-0.705900017070196,0.002405875296679,exon
e1072766,chr19,NLRP2,ENSG00000022556,-0.630887961335992,0.009936142440545,exon
e1072767,chr19,NLRP2,ENSG00000022556,-0.629313688841048,0.0077631905484231,exon
e1072768,chr19,NLRP2,ENSG00000022556,-0.673119924566571,0.004713096065525,exon
e1072769,chr19,NLRP2,ENSG00000022556,-0.680472550380691,0.0045182469181717,exon
e1072778,chr19,NLRP2,ENSG00000022556,-0.612696461681679,0.0235940313235196,exon
e1072794,chr19,NLRP2,ENSG00000022556,-0.680851970476256,0.0044587650607574,exon
e1072806,chr19,NLRP2,ENSG00000022556,-0.680671468273941,0.0044914157383517,exon
e1072825,chr19,NLRP2,ENSG00000022556,-0.680472550380691,0.0045182469181717,exon
e1072839,chr19,NLRP2,ENSG00000022556,-0.786750030105061,6.01244705249802e-05,exon
e1072843,chr19,NLRP2,ENSG00000022556,-0.627103778959448,0.0114128787016642,exon
