Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENSG00000205611.4,chr20,LINC01597,ENSG00000205611,1.17785427660761,1.66835824558174e-14,gene
ENSG00000283443.1,chr20,,ENSG00000283443,1.23072364867659,4.32023488544194e-14,gene
ENSG00000282826.1,chr20,FRG1CP,ENSG00000282826,0.555011290099202,8.23383009126229e-14,gene
ENSG00000149531.15,chr20,FRG1BP,ENSG00000149531,0.649256701814492,2.02904617339131e-13,gene
ENSG00000258484.3,chr15,SPESP1,ENSG00000258484,0.759900516945784,2.38204027119428e-10,gene
ENSG00000255346.9,chr15,NOX5,ENSG00000255346,0.810011508947359,6.92553564427055e-10,gene
ENSG00000172460.14,chr16,PRSS30P,ENSG00000172460,-0.760078972510579,1.25461263728273e-08,gene
ENSG00000273851.1,chr15,,ENSG00000273851,0.818535137357776,8.32638051499585e-08,gene
ENSG00000180574.3,chr12,,ENSG00000180574,-0.264218378920491,1.10443759780646e-07,gene
ENSG00000267265.5,chr19,,ENSG00000267265,-0.970455135421387,2.35961633161561e-07,gene
ENSG00000247516.5,chr5,MIR4458HG,ENSG00000247516,0.277608273529181,4.26343129417312e-07,gene
ENSG00000182912.6,chr21,TSPEAR-AS2,ENSG00000182912,-0.783672359159475,5.77984701027592e-07,gene
ENSG00000237268.2,chr7,,ENSG00000237268,-0.905201847494714,1.5318560918107e-05,gene
ENSG00000236698.1,chr1,EIF1AXP1,ENSG00000236698,-0.20928639305401,1.74818683888979e-05,gene
ENSG00000277112.3,chr20,,ENSG00000277112,0.835152462089775,3.24834284814057e-05,gene
ENSG00000080007.7,chr6,DDX43,ENSG00000080007,0.709953528378503,3.27378474229803e-05,gene
ENSG00000022556.15,chr19,NLRP2,ENSG00000022556,-0.779799087378292,8.56827286614156e-05,gene
ENSG00000273203.1,chr22,,ENSG00000273203,0.211357150650582,0.0004946059786831,gene
ENSG00000232554.8,chr10,RSU1P2,ENSG00000232554,0.812496531822026,0.0006540951224203,gene
ENSG00000136231.13,chr7,IGF2BP3,ENSG00000136231,-0.32756864345208,0.0012040059633338,gene
ENSG00000214652.5,chr7,ZNF727,ENSG00000214652,-0.239128484549997,0.0029708406954086,gene
ENSG00000228340.5,chr20,MIR646HG,ENSG00000228340,-0.340540620142589,0.0031455988042511,gene
ENSG00000269067.1,chr19,ZNF728,ENSG00000269067,-0.323919122925412,0.0034504585413563,gene
ENSG00000204179.10,chr10,PTPN20,ENSG00000204179,0.320857778056019,0.0067282100649105,gene
ENSG00000241532.1,chr3,AGGF1P3,ENSG00000241532,-0.421953967571812,0.0121956427969237,gene
ENSG00000173809.16,chr19,TDRD12,ENSG00000173809,-0.450627449417999,0.0127568224168319,gene
ENSG00000186281.12,chr2,GPAT2,ENSG00000186281,0.369905018078472,0.0148147387215777,gene
ENSG00000189134.3,chr6,NKAPL,ENSG00000189134,0.184538441064998,0.0153750381806408,gene
ENSG00000226581.1,chr7,,ENSG00000226581,-0.301930160358129,0.0173968410166973,gene
ENSG00000223553.6,chr22,SMPD4P1,ENSG00000223553,-0.466599703700024,0.0196136133525668,gene
ENSG00000254221.2,chr5,PCDHGB1,ENSG00000254221,0.15961128924597,0.0219828680943464,gene
ENSG00000223756.6,chr11,TSSC2,ENSG00000223756,-0.390555598975164,0.0241983874675929,gene
ENSG00000256806.4,chr17,C17orf100,ENSG00000256806,0.147362198351184,0.0282640579367568,gene
ENSG00000278463.1,chr6,HIST1H2AB,ENSG00000278463,-0.350351553553108,0.0293328225750623,gene
ENSG00000214076.3,chr22,CPSF1P1,ENSG00000214076,-0.354954814406142,0.0311760620117985,gene
ENSG00000224067.2,chr9,,ENSG00000224067,0.334338171936959,0.0326840040142878,gene
ENSG00000251209.7,chr15,LINC00923,ENSG00000251209,-0.242758894332035,0.0347451053005779,gene
ENSG00000255250.1,chr11,,ENSG00000255250,-0.310560016115221,0.0359221583549757,gene
ENSG00000108433.15,chr17,GOSR2,ENSG00000108433,-0.0661296880952751,0.0360670047582216,gene
ENSG00000164309.14,chr5,CMYA5,ENSG00000164309,-0.12411224176771,0.0379367116407442,gene
ENSG00000160321.14,chr19,ZNF208,ENSG00000160321,-0.320273489256048,0.0380148733481728,gene
ENSG00000280422.1,chr3,,ENSG00000280422,-0.216679576813276,0.0499470080628492,gene
