Feature,seqnames,start,end,width,gencodeID,ensemblID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Type,Region
chr1:11209312-11209458-,chr1,11209312,11209458,147,ENSG00000198793.14,ENSG00000198793,MTOR,0.0992722193245523,0.536257304437968,3.7860877160146,0.0001787010696081,0.0348652749184905,-1.66074522415,0.034820103742344,Exon,Hippocampus
chr1:20645560-20645723+,chr1,20645560,20645723,164,ENSG00000158828.8,ENSG00000158828,PINK1,0.16885736515875,2.23271008522577,6.12116073088607,2.38565785997037e-09,7.03844030446482e-07,9.09032392315209,0.0494064321984729,Exon,Hippocampus
chr1:20645508-20645723+,chr1,20645508,20645723,216,ENSG00000158828.8,ENSG00000158828,PINK1,0.168872767360248,2.23297638771143,6.12267193550861,2.36521203232108e-09,6.98360463080967e-07,9.0987310389368,0.0947944193799258,Exon,Hippocampus
chr1:20776597-20776750-,chr1,20776597,20776750,154,ENSG00000127483.19,ENSG00000127483,HP1BP3,0.117297407479605,2.42863057831008,4.34279519105359,1.82212863691979e-05,0.0041677586042092,0.418615846981462,0.0558015042265648,Exon,Hippocampus
chr1:20776698-20776750-,chr1,20776698,20776750,53,ENSG00000127483.19,ENSG00000127483,HP1BP3,0.171077232746907,1.8246759342043,5.39781405752441,1.2127979414064e-07,3.27931308022828e-05,5.27234674543546,0.0331601592672539,Exon,Hippocampus
chr1:42683403-42683466+,chr1,42683403,42683466,64,ENSG00000065978.19,ENSG00000065978,YBX1,-0.215710737989194,0.469075293740724,-7.1096842489413,6.10624704198007e-12,1.98215534381302e-09,15.0276498609122,0.0734189375532191,Exon,Hippocampus
chr1:42693490-42693523+,chr1,42693490,42693523,34,ENSG00000065978.19,ENSG00000065978,YBX1,-0.134305512550784,1.05177187942464,-4.24790265053646,2.73799620063768e-05,0.0061319196365801,0.0792321970191718,0.0725518633801755,Exon,Hippocampus
chr1:42696199-42696288+,chr1,42696199,42696288,90,ENSG00000065978.19,ENSG00000065978,YBX1,-0.145027323697332,1.73241783575408,-4.93086875656065,1.24218330466052e-06,0.0003114372460933,3.01917589552778,0.0530540073087233,Exon,Hippocampus
chr1:42683156-42683466+,chr1,42683156,42683466,311,ENSG00000065978.19,ENSG00000065978,YBX1,-0.214632144138954,0.492281116102739,-7.12488365772996,5.54249505830841e-12,1.8053968616861902e-09,15.1209031326573,0.124588765110301,Exon,Hippocampus
chr1:46665647-46665855-,chr1,46665647,46665855,209,ENSG00000123472.13,ENSG00000123472,ATPAF1,-0.353354336020673,-3.74008943899346,-4.09397368039997,5.21790369564845e-05,0.0112047694710873,0.455312344722158,0.0674979376471699,Exon,Hippocampus
chr1:63623093-63623760+,chr1,63623093,63623760,668,ENSG00000079739.17,ENSG00000079739,PGM1,0.398007038967625,-3.23683280186731,5.02918371534723,7.71879039288985e-07,0.0001958773447168,4.41022817190519,0.0506897486160688,Exon,Hippocampus
chr1:65364635-65364785+,chr1,65364635,65364785,151,ENSG00000116675.16,ENSG00000116675,DNAJC6,-0.124812852315071,2.89540435347818,-4.22195440237359,3.05658399807946e-05,0.0068008088571012,-0.0860980232600124,0.0465267055932724,Exon,Hippocampus
