Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
USP9Y|ENSG00000114374.13	chrY	12537650	12860839	323190	ENSG00000114374.13	ENSG00000114374	USP9Y	13.6630951278414	2.33062723340612	185.982397958828	0.0	0.0	773.037455318329	0.027720435691021	Gene	Hippocampus
KDM5D|ENSG00000012817.16	chrY	19703865	19744939	41075	ENSG00000012817.16	ENSG00000012817	KDM5D	12.5340808900076	1.51952345147449	155.434544408379	0.0	0.0	722.979026157587	0.100323147564092	Gene	Hippocampus
UTY|ENSG00000183878.16	chrY	13234577	13480673	246097	ENSG00000183878.16	ENSG00000183878	UTY	12.4439175011713	1.48906339885716	136.893298896519	1.11253696932309e-308	1.11289390835036e-308	685.451258642957	0.0248153769817718	Gene	Hippocampus
TTTY14|ENSG00000176728.10	chrY	18772706	19077416	304711	ENSG00000176728.10	ENSG00000176728	TTTY14	11.5267416992018	0.845127587366244	127.340343186153	1.37232959823143e-304	9.16956329298286e-301	663.424566120556	0.0346970939356073	Gene	Hippocampus
ZFY|ENSG00000067646.12	chrY	2935281	2982506	47226	ENSG00000067646.12	ENSG00000067646	ZFY	10.7824392734955	0.395274356723156	124.916911266563	1.30479813039091e-301	6.974667926191549e-298	657.433199044001	0.0821464454004574	Gene	Hippocampus
BCORP1|ENSG00000215580.12	chrY	19455431	19567092	111662	ENSG00000215580.12	ENSG00000215580	BCORP1	8.29566579797705	-1.31504036490394	123.195920291466	1.83695310372842e-299	8.18270760055825e-296	652.342746449501	0.110566314437129	Gene	Hippocampus
ANOS2P|ENSG00000241859.7	chrY	13703902	13915824	211923	ENSG00000241859.7	ENSG00000241859	ANOS2P	9.7423322048529	-0.35249380126007	121.743628800815	1.2576905636368401e-297	4.80204224204598e-294	649.253172820963	0.0606432075977027	Gene	Hippocampus
ENSG00000288049|ENSG00000288049.1	chrY	19744756	19759978	15223	ENSG00000288049.1	ENSG00000288049	ENSG00000288049	8.18441941885849	-1.38344329853911	115.428225289903	2.14453647051603e-289	7.164628280935239e-286	632.128869287397	0.034497046961385	Gene	Hippocampus
NLGN4Y|ENSG00000165246.15	chrY	14522573	14845654	323082	ENSG00000165246.15	ENSG00000165246	NLGN4Y	12.381218719918	1.4758118300353	110.120793399848	3.85525230401878e-282	1.14488142588345e-278	618.194262737013	0.0205035069169496	Gene	Hippocampus
TTTY10|ENSG00000229236.3	chrY	20464916	20575519	110604	ENSG00000229236.3	ENSG00000229236	TTTY10	10.0573878086874	-0.16217775322713	105.900292106005	3.92753413681936e-276	1.0497120487477099e-272	605.625369671967	0.0465282614735874	Gene	Hippocampus
RPS4Y1|ENSG00000129824.16	chrY	2841602	2932000	90399	ENSG00000129824.16	ENSG00000129824	RPS4Y1	10.6718517579574	0.3086887389712	105.310718047504	2.8263902243610497e-275	6.86735741149979e-272	603.948299881985	0.0414569018854568	Gene	Hippocampus
