Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
USP9Y-204|ENST00000440408.5	chrY	12662334	12692233	29900	ENSG00000114374.13	ENSG00000114374	USP9Y	4.68835005209135	2.00642965382098	99.5409026690894	6.95353268589972e-266	6.65376589181058e-261	591.762653394238	0.0608866416232071	Transcript	Hippocampus
XIST-208|ENST00000602495.1	chrX	73829138	73833761	4624	ENSG00000229807.13	ENSG00000229807	XIST	-7.62994391859728	-3.35633131339335	-87.8113850200922	7.065421610864171e-247	3.38041564260991e-242	522.641658304492	0.0699509965462898	Transcript	Hippocampus
ANOS2P-204|ENST00000652544.1	chrY	13703902	13888980	185079	ENSG00000241859.7	ENSG00000241859	ANOS2P	4.11884226405951	0.831293689866202	69.6259165266205	2.6557229074964304e-212	8.47078230984752e-208	470.152458003453	0.0877226203371189	Transcript	Hippocampus
XIST-213|ENST00000647913.2	chrX	73820672	73841474	20803	ENSG00000229807.13	ENSG00000229807	XIST	-9.65965481637453	-1.20609660056851	-66.627480842744	7.43039876366674e-206	1.77751856824127e-201	448.479161240861	0.0623865853776095	Transcript	Hippocampus
XIST-204|ENST00000429829.6	chrX	73820656	73852723	32068	ENSG00000229807.13	ENSG00000229807	XIST	-10.1158511640762	2.08999155189948	-65.6242666975274	1.2111561852607301e-203	2.31788648422828e-199	455.132362169904	0.0678827571848918	Transcript	Hippocampus
BCORP1-205|ENST00000651484.1	chrY	19553926	19567051	13126	ENSG00000215580.12	ENSG00000215580	BCORP1	2.9877543287005	0.154204861948266	60.0369066587006	8.894321184641509e-191	1.41848116639527e-186	422.617156959077	0.0311723269098747	Transcript	Hippocampus
XIST-219|ENST00000648991.1	chrX	73823351	73844083	20733	ENSG00000229807.13	ENSG00000229807	XIST	-9.91007305334336	-2.81870500662464	-59.8723447924584	2.2019764729990401e-190	3.0100703817829302e-186	410.994764789834	0.0853988594288026	Transcript	Hippocampus
XIST-217|ENST00000648927.2	chrX	73825959	73841639	15681	ENSG00000229807.13	ENSG00000229807	XIST	-8.27688599129791	-3.19505513512271	-58.9640147316788	3.40345122747175e-188	4.0709105563193003e-184	406.093390543056	0.0565998416594693	Transcript	Hippocampus
XIST-221|ENST00000649757.1	chrX	73823337	73829691	6355	ENSG00000229807.13	ENSG00000229807	XIST	-4.86068914513065	0.122383293883632	-58.9352844928247	3.9958247101290206e-188	4.24840522986151e-184	419.169337060819	0.212021703394814	Transcript	Hippocampus
XIST-220|ENST00000649353.1	chrX	73827185	73832226	5042	ENSG00000229807.13	ENSG00000229807	XIST	-5.05227557390345	-2.32785953203868	-58.4561160467727	5.86050389827578e-187	5.607857575221111e-183	408.957181998173	0.0541910516645916	Transcript	Hippocampus
KDM5D-201|ENST00000317961.9	chrY	19703865	19744726	40862	ENSG00000012817.16	ENSG00000012817	KDM5D	8.65762720513527	0.981548071836051	57.6983655402353	4.2482522050613695e-185	3.69555459318289e-181	387.400607160214	0.0545001218905834	Transcript	Hippocampus
TTTY14-216|ENST00000652153.1	chrY	18802664	19077342	274679	ENSG00000176728.10	ENSG00000176728	TTTY14	4.32917415285912	0.971474101735588	57.5209775664746	1.16556223626845e-184	9.294290402190961e-181	408.802680219186	0.262681243383971	Transcript	Hippocampus
XIST-218|ENST00000648970.1	chrX	73821681	73851715	30035	ENSG00000229807.13	ENSG00000229807	XIST	-10.7569674612122	-0.531497872403104	-56.6961866472008	1.31501787690531e-182	9.67944197101477e-179	400.339448544724	0.247424855981728	Transcript	Hippocampus
TTTY14-219|ENST00000656768.1	chrY	18926528	19077365	150838	ENSG00000176728.10	ENSG00000176728	TTTY14	2.12545779592775	1.49980629859238	56.2663204220967	1.57785361005039e-181	1.0784516720865098e-177	404.218815090374	0.0370446265913548	Transcript	Hippocampus
TTTY14-227|ENST00000667450.1	chrY	19040240	19044666	4427	ENSG00000176728.10	ENSG00000176728	TTTY14	2.7745434696525	1.48041595450466	55.8332818989958	1.95798586132143e-180	1.24905139389324e-176	401.553483011315	0.0561914027854525	Transcript	Hippocampus
NLGN4Y-205|ENST00000413217.1	chrY	14622181	14733549	111369	ENSG00000165246.15	ENSG00000165246	NLGN4Y	7.2812358415546	-0.875733591744713	55.4880770989412	1.4741094578340099e-179	8.816003744417389e-176	374.980662817878	0.0548824212944422	Transcript	Hippocampus
USP9Y-206|ENST00000457658.6	chrY	12537650	12708869	171220	ENSG00000114374.13	ENSG00000114374	USP9Y	4.28615586830527	-0.0260858649835261	53.5005139070522	2.0018574769305399e-174	1.12679847123533e-170	381.6142733507	0.0377478424298338	Transcript	Hippocampus
TXLNGY-219|ENST00000700762.1	chrY	19567376	19594166	26791	ENSG00000131002.14	ENSG00000131002	TXLNGY	7.5588313830382	-0.444814690527945	50.4034829909451	3.9914916939749e-166	2.12189915947091e-162	348.679028268069	0.0888522473764008	Transcript	Hippocampus
EIF1AY-201|ENST00000361365.7	chrY	20575776	20593154	17379	ENSG00000198692.10	ENSG00000198692	EIF1AY	8.08491828045148	0.136733285386865	50.1181424377342	2.4271144577162703e-165	1.22235871233901e-161	347.245945119374	0.073302197190896	Transcript	Hippocampus
DDX3Y-203|ENST00000440554.1	chrY	12905738	12914649	8912	ENSG00000067048.17	ENSG00000067048	DDX3Y	7.383594866979	-0.524504098664102	49.6420202796464	5.01954749551474e-164	2.4015774014915498e-160	344.548349326058	0.16029018903515	Transcript	Hippocampus
USP9Y-209|ENST00000651177.1	chrY	12662368	12860802	198435	ENSG00000114374.13	ENSG00000114374	USP9Y	10.3496033465007	2.26068070764244	49.3081480663082	4.25401100439362e-163	1.9383907571400997e-159	345.06878226051	0.042470317217364	Transcript	Hippocampus
TTTY14-212|ENST00000651355.1	chrY	18930471	19077383	146913	ENSG00000176728.10	ENSG00000176728	TTTY14	2.0490194858026	1.03579009407091	47.7566671973207	1.0082514931743898e-158	4.385389869562011e-155	352.037343936984	0.0807728041874847	Transcript	Hippocampus
USP9Y-201|ENST00000338981.7	chrY	12701231	12860839	159609	ENSG00000114374.13	ENSG00000114374	USP9Y	9.02399978645692	0.770353294169824	47.0288440494382	1.23477394536273e-156	5.137142785122349e-153	329.822142659147	0.0564978082668043	Transcript	Hippocampus
ANOS2P-203|ENST00000472227.5	chrY	13751656	13915824	164169	ENSG00000241859.7	ENSG00000241859	ANOS2P	6.3111624452154	-1.4702743747506	46.940612934177	2.2196726025125002e-156	8.84992715257577e-153	328.946445236886	0.0600850568710541	Transcript	Hippocampus
TMSB4Y-201|ENST00000284856.4	chrY	13703899	13706024	2126	ENSG00000154620.6	ENSG00000154620	TMSB4Y	6.78373954899132	-1.10782344452398	46.631867175164	1.7388918462804002e-155	6.6557128751490206e-152	327.21024220026	0.0375292446626069	Transcript	Hippocampus
AGKP1-201|ENST00000455254.1	chrY	14639096	14640358	1263	ENSG00000226555.1	ENSG00000226555	AGKP1	7.00941809130319	-0.830980101486852	46.1735356553971	3.7602081911182997e-154	1.3838867753843e-150	324.576067256957	0.0578929401851435	Transcript	Hippocampus
UTY-206|ENST00000474365.1	chrY	13393152	13479504	86353	ENSG00000183878.16	ENSG00000183878	UTY	6.75271005729033	-1.1369138362528	45.9259051079959	1.9970191048059598e-153	7.07750967110288e-150	323.032055018165	0.109270882620218	Transcript	Hippocampus
NLGN4Y-201|ENST00000339174.9	chrY	14524574	14843647	319074	ENSG00000165246.15	ENSG00000165246	NLGN4Y	8.82872603467877	-0.010108219421438	45.8418312137443	3.52546351896917e-153	1.20481456666657e-149	322.735735149918	0.0903385064510215	Transcript	Hippocampus
PRKY-203|ENST00000528056.5	chrY	7273972	7381548	107577	ENSG00000099725.14	ENSG00000099725	PRKY	2.52421202785897	1.21551868123862	44.0953371715946	5.59718175637832e-148	1.84685767271064e-144	327.495027944354	0.0871996821808699	Transcript	Hippocampus
UTY-212|ENST00000545955.6	chrY	13248385	13480033	231649	ENSG00000183878.16	ENSG00000183878	UTY	8.72312165641057	0.6979185167386	43.1920018324215	3.1175281152204704e-145	9.94377159391106e-142	306.569234037487	0.147186128659625	Transcript	Hippocampus
TXLNGY-203|ENST00000445715.6	chrY	19567382	19604120	36739	ENSG00000131002.14	ENSG00000131002	TXLNGY	7.09184405503465	-0.915501937929865	42.9623716867894	1.57762432631042e-144	4.86971916646186e-141	304.920896447463	0.269602698448891	Transcript	Hippocampus
UTY-204|ENST00000382893.2	chrY	13396302	13479978	83677	ENSG00000183878.16	ENSG00000183878	UTY	7.22768829050557	-0.889233308918016	42.8452092489807	3.61638073224731e-144	1.08139954965004e-140	304.172396562753	0.109333358047481	Transcript	Hippocampus
DDX3Y-201|ENST00000336079.8	chrY	12904868	12920478	15611	ENSG00000067048.17	ENSG00000067048	DDX3Y	8.57698242653927	2.18223122745407	42.5247491411821	3.52419416028142e-143	1.02189883334294e-139	309.655768562203	0.269709880109536	Transcript	Hippocampus
XIST-211|ENST00000635841.2	chrX	73820848	73850624	29777	ENSG00000229807.13	ENSG00000229807	XIST	-8.26221635778633	-3.18663606009525	-42.4638369922971	5.43960542543482e-143	1.53091295163068e-139	309.624284931632	0.0838032481601598	Transcript	Hippocampus
TTTY14-213|ENST00000651396.1	chrY	18772947	19077074	304128	ENSG00000176728.10	ENSG00000176728	TTTY14	6.90918902806137	-1.31433633634033	41.2298030240386	3.92331349977535e-139	1.0726227013714399e-135	293.739134832273	0.160125621501675	Transcript	Hippocampus
KDM5D-210|ENST00000541639.5	chrY	19705417	19744939	39523	ENSG00000012817.16	ENSG00000012817	KDM5D	6.31858133919029	1.671074263944	41.1980077509413	4.94367585762217e-139	1.31404277538891e-135	304.929196003228	0.0534589234769679	Transcript	Hippocampus
