Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Female_Pval	Female_FDR	Type
ENSG00000157303.10	ENSG00000157303.10	SUSD3	ENSG00000157303	chr9	-0.68281818748554	-5.73572601653829	0.0006471113687206	0.34598287739199185	0.46148675014480056	gene
ENSG00000166428.12	ENSG00000166428.12	PLD4	ENSG00000166428	chr14	-0.609545628157101	-5.41442285289242	0.0014670509573983	0.34794635923615913	0.46148675014480056	gene
ENSG00000168329.13	ENSG00000168329.13	CX3CR1	ENSG00000168329	chr3	-0.799633256126672	-5.30524781250222	0.0014670509573983	0.4946962481099661	0.4989392196230572	gene
ENSG00000253988.1	ENSG00000253988.1		ENSG00000253988	chr8	-0.804170251713049	-5.30000954890854	0.0014670509573983	0.36379728553890106	0.4676215969948764	gene
ENSG00000163106.10	ENSG00000163106.10	HPGDS	ENSG00000163106	chr4	-0.661598626216369	-5.13576275651172	0.0023549858363032	0.14801583132232332	0.45033645093775104	gene
ENSG00000159958.5	ENSG00000159958.5	TNFRSF13C	ENSG00000159958	chr22	-0.57221041530857	-5.11142794750875	0.0023549858363032	0.49681768886861666	0.4989392196230572	gene
ENSG00000110876.9	ENSG00000110876.9	SELPLG	ENSG00000110876	chr12	-0.497022918541284	-5.08665222924665	0.0023549858363032	0.156785951369863	0.45033645093775104	gene
ENSG00000169313.9	ENSG00000169313.9	P2RY12	ENSG00000169313	chr3	-0.716996862213065	-4.98827510871357	0.0029411150194748	0.49257495733581524	0.4989392196230572	gene
ENSG00000181631.6	ENSG00000181631.6	P2RY13	ENSG00000181631	chr3	-0.653595280821214	-4.91852948992152	0.003638001809932	0.4819728516619093	0.4989392196230572	gene
ENSG00000280237.2	ENSG00000280237.2	MIR4697HG	ENSG00000280237	chr11	0.38903134434349	4.87107660057704	0.0041203109841116	0.23558244444033727	0.452628111093435	gene
ENSG00000159618.15	ENSG00000159618.15	ADGRG5	ENSG00000159618	chr16	-0.581968940648693	-4.77111817720404	0.0059694710818997	0.2195349758863694	0.452628111093435	gene
ENSG00000170379.19	ENSG00000170379.19	TCAF2	ENSG00000170379	chr7	0.48971793055774	4.708406961887	0.0067937685257885	0.06929598998272675	0.36009137612396397	gene
ENSG00000140749.8	ENSG00000140749.8	IGSF6	ENSG00000140749	chr16	-0.58999777779426	-4.68279952538697	0.0071132270741577	0.19668154983213687	0.452628111093435	gene
ENSG00000108219.14	ENSG00000108219.14	TSPAN14	ENSG00000108219	chr10	0.223532185720107	4.57642389229332	0.0095066664081241	0.08967039025576001	0.4009487818602695	gene
ENSG00000255980.1	ENSG00000255980.1		ENSG00000255980	chr11	-0.77084920649541	-4.59606880262525	0.0095066664081241	0.3420683579055332	0.46148675014480056	gene
ENSG00000128815.18	ENSG00000128815.18	WDFY4	ENSG00000128815	chr10	-0.411396685749457	-4.5867785785199	0.0095066664081241	0.40440261309944286	0.4742083337373188	gene
ENSG00000197093.10	ENSG00000197093.10	GAL3ST4	ENSG00000197093	chr7	-0.380127580984649	-4.56028978142677	0.0096682194914145	0.4629261668303404	0.4989392196230572	gene
ENSG00000249740.2	ENSG00000249740.2	OSMR-AS1	ENSG00000249740	chr5	0.56797328585591	4.50613214182444	0.0108421381655209	0.3982337201777032	0.4742083337373188	gene
ENSG00000203801.8	ENSG00000203801.8	LINC00222	ENSG00000203801	chr6	0.298985972104013	4.497669771973	0.0108421381655209	0.2056447703232614	0.452628111093435	gene
ENSG00000164010.13	ENSG00000164010.13	ERMAP	ENSG00000164010	chr1	-0.175026154539695	-4.49453956373231	0.0108421381655209	0.2766060678904325	0.452628111093435	gene
ENSG00000254040.1	ENSG00000254040.1		ENSG00000254040	chr8	-0.82789649466891	-4.49024617064007	0.0108421381655209	0.2608213008048182	0.452628111093435	gene
ENSG00000197629.5	ENSG00000197629.5	MPEG1	ENSG00000197629	chr11	-0.52915938796539	-4.47898679350571	0.0109099424314732	0.427214635669871	0.48935494631276133	gene
ENSG00000136250.11	ENSG00000136250.11	AOAH	ENSG00000136250	chr7	-0.307026603260915	-4.42594642345769	0.0111918021993924	0.2164025315869882	0.452628111093435	gene
ENSG00000115602.16	ENSG00000115602.16	IL1RL1	ENSG00000115602	chr2	1.5712619997673	4.43278625585584	0.0111918021993924	0.12810666727638842	0.45033645093775104	gene
ENSG00000117877.10	ENSG00000117877.10	CD3EAP	ENSG00000117877	chr19	-0.184171779085488	-4.43215489634836	0.0111918021993924	0.38394065635919405	0.4676215969948764	gene
ENSG00000197943.9	ENSG00000197943.9	PLCG2	ENSG00000197943	chr16	-0.309309303515651	-4.42126808929202	0.0111918021993924	0.33042766535076973	0.46148675014480056	gene
ENSG00000089639.10	ENSG00000089639.10	GMIP	ENSG00000089639	chr19	-0.248339342811617	-4.44381702340849	0.0111918021993924	0.4502727377924892	0.4989392196230572	gene
ENSG00000249738.8	ENSG00000249738.8		ENSG00000249738	chr5	-0.412936187382529	-4.34722415353845	0.0143820086411545	0.1822790396652802	0.45033645093775104	gene
ENSG00000106086.18	ENSG00000106086.18	PLEKHA8	ENSG00000106086	chr7	0.150374228714414	4.35139396870503	0.0143820086411545	0.16457000225261936	0.45033645093775104	gene
ENSG00000242258.1	ENSG00000242258.1	LINC00996	ENSG00000242258	chr7	-0.834595774083849	-4.30616032317905	0.0165819088798733	0.2946764500067229	0.4527955207420376	gene
ENSG00000198682.12	ENSG00000198682.12	PAPSS2	ENSG00000198682	chr10	0.308108395867386	4.26719112001172	0.0172823553009837	0.13261496860415484	0.45033645093775104	gene
ENSG00000009790.14	ENSG00000009790.14	TRAF3IP3	ENSG00000009790	chr1	-0.436076726579777	-4.25891040795533	0.0172823553009837	0.2748293368125987	0.452628111093435	gene
ENSG00000280560.1	ENSG00000280560.1	LINC01374	ENSG00000280560	chr10	-0.498922042030422	-4.25631182970323	0.0172823553009837	0.1455715852926705	0.45033645093775104	gene
ENSG00000206848.1	ENSG00000206848.1	RNU6-890P	ENSG00000206848	chr6	0.338069184629344	4.24878250549678	0.0173863700851611	0.46081430373359605	0.4989392196230572	gene
ENSG00000123908.11	ENSG00000123908.11	AGO2	ENSG00000123908	chr8	0.132022372461809	4.23165977597292	0.0182115514476252	0.19229008883859489	0.452628111093435	gene
ENSG00000228058.1	ENSG00000228058.1		ENSG00000228058	chr1	-0.61179165841257	-4.20689598094799	0.0196944798726279	0.28557323137197177	0.4527955207420376	gene
ENSG00000132744.7	ENSG00000132744.7	ACY3	ENSG00000132744	chr11	-0.710715122921735	-4.17231009237994	0.0216720620518654	0.2730582495702606	0.452628111093435	gene
ENSG00000106080.10	ENSG00000106080.10	FKBP14	ENSG00000106080	chr7	0.145807757386404	4.17268753684863	0.0216720620518654	0.25566461770139615	0.452628111093435	gene
ENSG00000240083.2	ENSG00000240083.2	RPS3AP22	ENSG00000240083	chr5	0.274177097707805	4.14394305950245	0.0227831297621908	0.25566461770139615	0.452628111093435	gene
ENSG00000173198.5	ENSG00000173198.5	CYSLTR1	ENSG00000173198	chrX	-0.421939456991381	-4.13572256731808	0.0230681847540203	0.2642885760583241	0.452628111093435	gene
ENSG00000273409.2	ENSG00000273409.2		ENSG00000273409	chr11	-0.645193571968703	-4.12807569544314	0.0233113268431111	0.33622838307940806	0.46148675014480056	gene
ENSG00000172243.17	ENSG00000172243.17	CLEC7A	ENSG00000172243	chr12	-0.520500651343708	-4.11429113939935	0.0241598772227599	0.32658292466006345	0.46148675014480056	gene
