Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Female_Pval	Female_FDR	Type
ENSG00000159871.14	ENSG00000159871.14	LYPD5	ENSG00000159871	chr19	0.213822151620092	5.88512587473719	2.80427337774729e-05	0.2649241195171276	0.30617751039084085	gene
ENSG00000119411.10	ENSG00000119411.10	BSPRY	ENSG00000119411	chr9	0.28011039747696803	5.86102851873433	2.80427337774729e-05	0.08173613010697034	0.13965705683744933	gene
ENSG00000231752.5	ENSG00000231752.5	EMBP1	ENSG00000231752	chr1	-0.18942632450019697	-5.5361187034674	8.32411488742827e-05	0.053623892718794454	0.11026558026591933	gene
ENSG00000163833.7	ENSG00000163833.7	FBXO40	ENSG00000163833	chr3	0.253445612846467	5.28529603256682	0.000218726170082256	0.03912260917237856	0.09224782653257965	gene
ENSG00000059691.11	ENSG00000059691.11	GATB	ENSG00000059691	chr4	0.117009877974486	5.11512873720843	0.000410152866284127	0.05253132929600255	0.1089623642602673	gene
ENSG00000181045.14	ENSG00000181045.14	SLC26A11	ENSG00000181045	chr17	0.19181805892945003	5.00332814741588	0.000540917709685304	0.09831680354264194	0.1521188328428499	gene
ENSG00000088280.18	ENSG00000088280.18	ASAP3	ENSG00000088280	chr1	0.17852546769671698	4.75377143820327	0.0012164750071362	0.1032190082056656	0.15714432339003576	gene
ENSG00000158457.5	ENSG00000158457.5	TSPAN33	ENSG00000158457	chr7	0.167825307510574	4.6702989733114295	0.0015201974506547	0.018742347649050348	0.06742812802938669	gene
ENSG00000164649.19	ENSG00000164649.19	CDCA7L	ENSG00000164649	chr7	-0.20669948303835298	-4.64921980364976	0.0016446710630450099	0.030249703978520833	0.08544889801838453	gene
ENSG00000124766.6	ENSG00000124766.6	SOX4	ENSG00000124766	chr6	-0.313179502302856	-4.62973480175464	0.0017013937679541099	0.03033632170760555	0.08544889801838453	gene
ENSG00000158220.13	ENSG00000158220.13	ESYT3	ENSG00000158220	chr3	0.171763197016823	4.61373649547322	0.0017676518847110898	0.01805889301664299	0.06742812802938669	gene
ENSG00000134086.7	ENSG00000134086.7	VHL	ENSG00000134086	chr3	-0.0955073341063442	-4.56474208948643	0.00191677834375785	0.23680030372985783	0.2833253004324495	gene
ENSG00000168675.18	ENSG00000168675.18	LDLRAD4	ENSG00000168675	chr18	-0.12633263814346302	-4.565534694686111	0.00191677834375785	0.011762088453430389	0.056620510305151944	gene
ENSG00000053524.12	ENSG00000053524.12	MCF2L2	ENSG00000053524	chr3	0.131917707510009	4.53836561428394	0.00201106775809722	0.08761254250053507	0.14271044131037666	gene
ENSG00000163347.5	ENSG00000163347.5	CLDN1	ENSG00000163347	chr3	-0.265764966359376	-4.511175501508901	0.0021511853581008397	0.050137661707554626	0.10631870228164486	gene
ENSG00000187416.11	ENSG00000187416.11	LHFPL3	ENSG00000187416	chr7	-0.16619627540353102	-4.45830765380183	0.00258306442439417	0.052396010150469526	0.1089623642602673	gene
ENSG00000141314.12	ENSG00000141314.12	RHBDL3	ENSG00000141314	chr17	0.22698022906597198	4.444785779414429	0.00258306442439417	0.03130275158669999	0.08544889801838453	gene
ENSG00000154639.18	ENSG00000154639.18	CXADR	ENSG00000154639	chr21	-0.230827043757542	-4.43057140249325	0.0026678988711504197	0.2847165506141254	0.3232553194422042	gene
ENSG00000129235.10	ENSG00000129235.10	TXNDC17	ENSG00000129235	chr17	-0.12535819048626	-4.4041497424647895	0.00277875205127496	0.19334323246008872	0.24534038712290093	gene
ENSG00000146360.8	ENSG00000146360.8	GPR6	ENSG00000146360	chr6	0.34386920931299103	4.40761211375582	0.00277875205127496	0.07688791634294692	0.13427117743713157	gene
ENSG00000157601.13	ENSG00000157601.13	MX1	ENSG00000157601	chr21	0.232217348931417	4.3776641544718	0.00299533912990554	0.17913168449592465	0.23184618565548828	gene
ENSG00000197406.7	ENSG00000197406.7	DIO3	ENSG00000197406	chr14	0.33813897100285806	4.37433884925118	0.0030134518253164396	0.03454848058494442	0.08851666249266431	gene
ENSG00000029639.10	ENSG00000029639.10	TFB1M	ENSG00000029639	chr6	0.12446075427417598	4.3379541873113	0.0032849491003372803	0.27959667688336803	0.3200202928183128	gene
ENSG00000106686.16	ENSG00000106686.16	SPATA6L	ENSG00000106686	chr9	0.16940922812344297	4.31954974410581	0.00347100062696589	0.01366666074535691	0.06030239526841564	gene
ENSG00000109906.13	ENSG00000109906.13	ZBTB16	ENSG00000109906	chr11	0.17750282208726897	4.317405383805871	0.00347100062696589	0.09422217117564691	0.14819712353785522	gene
ENSG00000205464.11	ENSG00000205464.11	ATP6AP1L	ENSG00000205464	chr5	0.131258003157886	4.30977536215083	0.0035446198855900103	0.07278415979786472	0.130419913576461	gene
ENSG00000145908.12	ENSG00000145908.12	ZNF300	ENSG00000145908	chr5	-0.22462506678921498	-4.2518826227513395	0.00407204976629902	0.09464716647145288	0.14837427087108948	gene
ENSG00000076382.16	ENSG00000076382.16	SPAG5	ENSG00000076382	chr17	0.148565278328712	4.25092016434834	0.0040779257813684106	0.2636849228290432	0.30548863010681837	gene
ENSG00000176887.6	ENSG00000176887.6	SOX11	ENSG00000176887	chr2	-0.310068637482212	-4.24178992066179	0.00418138565336675	0.24665201506829326	0.2907188763211893	gene
ENSG00000135931.17	ENSG00000135931.17	ARMC9	ENSG00000135931	chr2	0.101669032970349	4.23243939340455	0.0042125047557000205	0.0587648010630481	0.1151590416927158	gene
ENSG00000007062.11	ENSG00000007062.11	PROM1	ENSG00000007062	chr4	-0.235166427217099	-4.2088694731206	0.00444365614770845	0.1726014245050393	0.22523537538432326	gene
ENSG00000260409.1	ENSG00000260409.1		ENSG00000260409	chr15	0.30782667931505603	4.16697014766068	0.00498101325079871	0.09170172569519908	0.14567999901411224	gene
ENSG00000214188.9	ENSG00000214188.9	ST7-OT4	ENSG00000214188	chr7	0.25635165328076703	4.16069736705515	0.004986906024530321	0.08923158119827762	0.14271044131037666	gene
ENSG00000260400.1	ENSG00000260400.1		ENSG00000260400	chr10	-0.168130978143381	-4.12552974869901	0.005557224113643879	0.3850149705399434	0.4033291609297886	gene
ENSG00000112159.11	ENSG00000112159.11	MDN1	ENSG00000112159	chr6	0.0738133476255403	4.11699675960457	0.00570944850133434	0.23446850633673472	0.28267142261408373	gene
ENSG00000158683.7	ENSG00000158683.7	PKD1L1	ENSG00000158683	chr7	0.20262720247753	4.11342043426573	0.00576981797739869	0.38164042800123515	0.40194945299464896	gene
ENSG00000134326.11	ENSG00000134326.11	CMPK2	ENSG00000134326	chr2	0.167523430156101	4.1105675988668295	0.00577374822963006	0.016967016060479265	0.06660605478287315	gene
ENSG00000243244.5	ENSG00000243244.5	STON1	ENSG00000243244	chr2	-0.251359632914217	-4.106570624550621	0.00577463623260305	0.4977330019354837	0.4977330019354837	gene
ENSG00000236714.1	ENSG00000236714.1	LINC01844	ENSG00000236714	chr5	-0.303819591028803	-4.08618475195713	0.00612527419637715	0.2071376113294418	0.2548973196411525	gene
ENSG00000157219.3	ENSG00000157219.3	HTR5A	ENSG00000157219	chr7	0.13513639569163	4.08217638773018	0.0061367780008600705	0.08502850973312459	0.14171418288854098	gene
ENSG00000111962.7	ENSG00000111962.7	UST	ENSG00000111962	chr6	-0.17138856473476097	-4.07935806942352	0.0061367780008600705	0.03859120264157065	0.09211467967209075	gene
ENSG00000143891.16	ENSG00000143891.16	GALM	ENSG00000143891	chr2	0.21920393689655301	4.07822549717584	0.0061367780008600705	0.008692473756353304	0.051611562928347746	gene
ENSG00000066185.12	ENSG00000066185.12	ZMYND12	ENSG00000066185	chr1	0.186495133494177	4.07139822493535	0.00625437678331363	0.07652423060793807	0.13412918648992836	gene
ENSG00000179455.7	ENSG00000179455.7	MKRN3	ENSG00000179455	chr15	-0.17794794395922	-4.06231093278481	0.0063643540389076705	0.010228741839872926	0.056620510305151944	gene
ENSG00000140519.12	ENSG00000140519.12	RHCG	ENSG00000140519	chr15	0.18350132580624498	4.0617772358905295	0.0063643540389076705	0.24784879733261117	0.29115554551897854	gene
ENSG00000185610.6	ENSG00000185610.6	DBX2	ENSG00000185610	chr12	-0.19874914307195102	-4.05398501512668	0.00636600317993664	0.013578630157713652	0.06030239526841564	gene
ENSG00000162063.12	ENSG00000162063.12	CCNF	ENSG00000162063	chr16	0.12264236008778802	4.030909096628741	0.00671953376670746	0.267411360434624	0.30830193253991844	gene
ENSG00000162747.9	ENSG00000162747.9	FCGR3B	ENSG00000162747	chr1	0.601662684756342	4.01686562359265	0.0070198516607527205	0.06851606250951046	0.12421805225960866	gene
ENSG00000203727.3	ENSG00000203727.3	SAMD5	ENSG00000203727	chr6	-0.164169303754674	-4.00602427540543	0.007245911298640391	0.047706188686954525	0.10234273467053703	gene
ENSG00000178573.6	ENSG00000178573.6	MAF	ENSG00000178573	chr16	-0.143867652521044	-4.00396659484137	0.00725048623900155	0.03425985311580796	0.08844255559787381	gene
