Power	SFT.R.sq	slope	truncated.R.sq	mean.k.	median.k.	max.k.
1	0.327799324155854	-1.71115055673706	0.893334190405231	2583.57815083169	2545.6383959048	4893.07672936713
2	0.643613222090882	-2.08468437300706	0.928920932330746	446.776084082558	392.858980800405	1525.16855229407
3	0.735535205788682	-2.11239657282681	0.961101806482393	110.794910605648	79.1226435480583	633.272592301086
4	0.805592030966678	-2.08768417500101	0.979568743346188	35.506029864652	19.0082047837274	319.237569864068
5	0.842231754886517	-2.10158461952766	0.98498714183541	13.7673816970876	5.21111441034317	186.614853896558
6	0.878135777792956	-2.03792070164723	0.989140497963286	6.1743257089343	1.57124659947123	119.54830684738
7	0.900018307383916	-1.95674665746317	0.991252280611354	3.10157363579951	0.516128532167957	81.6777577200601
8	0.904790713753681	-1.9100848700019	0.992678583096979	1.70423561972128	0.18356150429663	60.2645931558502
9	0.912475142716819	-1.84788250963452	0.994081687145261	1.00596801105869	0.0692392645429718	45.9871447722509
10	0.919081362077211	-1.78308991251486	0.995831740210407	0.629017457053704	0.0272278150480747	35.9056654158955
11	0.892151576496078	-1.77347402374886	0.984942100937975	0.412117592513116	0.0110538104326976	28.5241694402912
12	0.900085184332672	-1.72659460374796	0.99001257899396	0.280515344168199	0.00460890869029162	22.9693842212484
13	0.904502280165786	-1.68539239875007	0.988666907353295	0.197051223845773	0.00199094428128821	18.6997545132874
14	0.910222194502633	-1.64209377776184	0.988895510505936	0.142111852788383	0.000879295867403318	15.3624598045952
15	0.907359583453791	-1.62066916183351	0.979762780665837	0.10479466205278	0.000392037585687621	12.71824074527
16	0.913093196592542	-1.59171936350951	0.98408775686104	0.0787606386392628	0.000178808623071181	10.5994711681296
17	0.933329810274036	-1.54035898774231	0.991356292033631	0.0601770974006014	8.28266889048024e-05	8.88553895998511
18	0.944848267620105	-1.51100008736362	0.996170382082657	0.0466462246783588	3.81534945066431e-05	7.48773197025825
19	0.949494628708306	-1.48961055362705	0.997075399527644	0.0366223640738533	1.79483783453449e-05	6.33959598142937
20	0.954953178234118	-1.46846397781154	0.991022717975418	0.0290826525208686	8.58347306875729e-06	5.39057709408815
21	0.961192952624965	-1.44445015864279	0.989520232668537	0.0233343339265104	4.14219239641689e-06	4.60170911897694
22	0.95566474891593	-1.4320292636646	0.978549728541231	0.018898503114261	1.99025271951925e-06	3.95497065432567
23	0.934926480531536	-1.44380947528518	0.960168220955675	0.0154379962949358	9.69710014064873e-07	3.5889520691796
24	0.960778733928101	-1.42761564849564	0.992271303608997	0.0127115380321167	4.74896409086156e-07	3.28659553254145
25	0.961879630803128	-1.43216446527882	0.99013703025927	0.0105439237492262	2.34732965065376e-07	3.01642296495888
26	0.960066953729047	-1.44295273938401	0.988700468654787	0.00880623374628323	1.16677616901484e-07	2.77390478634219
27	0.952712117123186	-1.45664760083334	0.981333314970758	0.00740246123192552	5.83159325273641e-08	2.55533900319467
28	0.950096959317372	-1.45637171929235	0.971794483210153	0.00626032369667798	2.92754638309134e-08	2.35766645500004
29	0.494824329797342	-1.78043209249168	0.488665558931843	0.00532485263623425	1.47064003197528e-08	2.17833370913308
30	0.50245960716066	-1.77980031131825	0.498083010624535	0.00455385932294038	7.37475724932324e-09	2.01518991116525
