Feature,seqnames,start,end,width,gencodeID,ensemblID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Type,Region
chr1:2509793-2509930-,chr1,2509793,2509930,138,ENSG00000157881.16,ENSG00000157881,PANK4,0.18522570655363,-1.89434940199329,3.85524007540507,0.0001376249200189,0.0363244859025679,-0.239101027519938,0.03657775537171,Exon,DLPFC
chr1:11209312-11209458-,chr1,11209312,11209458,147,ENSG00000198793.14,ENSG00000198793,MTOR,0.106271594738125,0.637361533311002,3.95756066718461,9.17548091832108e-05,0.0268123509791461,-0.151776230871695,0.120170289490959,Exon,DLPFC
chr1:20645560-20645723+,chr1,20645560,20645723,164,ENSG00000158828.8,ENSG00000158828,PINK1,0.164787086411543,2.97654096246256,5.26053436283948,2.511404776278e-07,0.0001123938744442,5.5273359368689,0.0741951443917158,Exon,DLPFC
chr1:20645508-20645723+,chr1,20645508,20645723,216,ENSG00000158828.8,ENSG00000158828,PINK1,0.16475593637576,2.97675605966744,5.25957486959845,2.52357451302212e-07,0.0001128043801559,5.52266211148875,0.0698290930588168,Exon,DLPFC
chr1:20776698-20776750-,chr1,20776698,20776750,53,ENSG00000127483.19,ENSG00000127483,HP1BP3,0.115482303144556,2.07263569148043,3.95661877590815,9.21015053426238e-05,0.0268511201973938,-0.161495266547678,0.0498648401781249,Exon,DLPFC
chr1:24458888-24458976+,chr1,24458888,24458976,89,ENSG00000001461.17,ENSG00000001461,NIPAL3,-0.15349717732874,0.44650229587934,-3.80685563961957,0.0001662046998198,0.0415374901058343,-0.707369219874233,0.0883300279943459,Exon,DLPFC
chr1:25554860-25554879+,chr1,25554860,25554879,20,ENSG00000157978.12,ENSG00000157978,LDLRAP1,-0.362489034035638,-2.69559076902859,-3.92127687327382,0.0001060460113422,0.0299873580502937,0.129422310742044,0.0520087843353078,Exon,DLPFC
chr1:27882513-27883043+,chr1,27882513,27883043,531,ENSG00000130775.16,ENSG00000130775,THEMIS2,-0.375007200563472,-1.79962248582313,-4.03206681608524,6.79299770144356e-05,0.0210950602547733,0.383007116907835,0.0454538700335276,Exon,DLPFC
chr1:27881971-27883043+,chr1,27881971,27883043,1073,ENSG00000130775.16,ENSG00000130775,THEMIS2,-0.340702460160977,-1.07777984184319,-3.7921209977412,0.000175966875321,0.0432941080621292,-0.625249272471914,0.0533755075874463,Exon,DLPFC
chr1:27882513-27882604+,chr1,27882513,27882604,92,ENSG00000130775.16,ENSG00000130775,THEMIS2,-0.381687871629779,-2.99897258599288,-3.89650853684824,0.0001169867872994,0.0322808057599813,0.098330594047491,0.0475706697691634,Exon,DLPFC
