Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
chr10:101002947-101003506(+),chr10,LZTS2,ENSG00000107816,-0.211514256456091,0.0218619735648022,junction
chr10:102594066-102597139(+),chr10,SUFU,ENSG00000107882,-0.286279018907092,0.0195235371595003,junction
chr10:103396033-103396408(-),chr10,USMG5,ENSG00000173915,0.21728548947711,0.0114796935604667,junction
chr10:124682380-124696157(-),chr10,RP11-12J10.3,ENSG00000258539,-0.151267498923151,0.0478586052608471,junction
chr10:125807488-125812213(-),chr10,UROS,ENSG00000188690,0.165627721166525,0.0043154007279596,junction
chr10:125815131-125816176(-),chr10,UROS,ENSG00000188690,0.170473576366814,0.0167352666028536,junction
chr10:125816261-125816436(-),chr10,UROS,ENSG00000188690,0.142567986067046,0.0273314556006194,junction
chr10:130175090-130180112(+),chr?,,,0.354893113735387,0.0468501839798312,junction
chr10:132785453-132785542(-),chr10,NKX6-2,ENSG00000148826,-0.419310495433191,0.049018196295778,junction
chr10:132876962-132877880(-),chr10,CFAP46,ENSG00000171811,0.310182915825461,0.0435403206161727,junction
chr10:132941061-132941590(-),chr10,CFAP46,ENSG00000171811,0.283140501429112,0.0431290403643906,junction
chr10:14553388-14571762(-),chr10,FAM107B,ENSG00000065809,-0.618194684234536,0.0186463342308785,junction
chr10:22537282-22539970(-),chr10,PIP4K2A,ENSG00000150867,-0.324335716068592,0.0046144701339369,junction
chr10:22540075-22541803(-),chr10,PIP4K2A,ENSG00000150867,-0.306819969879484,0.0102371061713892,junction
chr10:22542048-22550658(-),chr10,PIP4K2A,ENSG00000150867,-0.264000091296866,0.0478255623352382,junction
chr10:22550773-22567850(-),chr10,PIP4K2A,ENSG00000150867,-0.315876019228519,0.0090249031572178,junction
chr10:22567890-22573310(-),chr10,PIP4K2A,ENSG00000150867,-0.296314141659653,0.0166326010993401,junction
chr10:22573458-22591628(-),chr10,PIP4K2A,ENSG00000150867,-0.291957328622188,0.0265149976000115,junction
chr10:22609718-22714182(-),chr10,PIP4K2A,ENSG00000150867,-0.27122504279749,0.040790196382198,junction
chr10:24621370-24629995(-),chr10,ARHGAP21,ENSG00000107863,-0.353810769804519,0.019061874302759,junction
chr10:27017793-27022557(-),chr10,ANKRD26,ENSG00000107890,0.177924668606277,0.0363755852740347,junction
chr10:37971808-37976505(-),chr10,ZNF25,ENSG00000175395,0.161213932022662,0.0257064915948478,junction
chr10:46944016-46946562(+),chr10,PTPN20,ENSG00000204179,0.323419482153125,0.0262583072923598,junction
chr10:46946676-46999911(+),chr10,PTPN20,ENSG00000204179,0.533650040251043,0.011508847453533,junction
chr10:46999975-47000675(+),chr10,PTPN20,ENSG00000204179,0.486246119571478,0.0047378967731632,junction
chr10:49167963-49188293(-),chr10,C10orf128,ENSG00000204161,-0.46628596570456,0.0156442649662839,junction
chr10:63521578-63566337(+),chr10,REEP3,ENSG00000165476,-0.317075329784708,0.0222353765402986,junction
chr10:63599284-63610186(+),chr10,REEP3,ENSG00000165476,-0.334840421639061,0.032422254044469,junction
chr10:65920618-65966611(-),chr10,CTNNA3,ENSG00000183230,-0.426544659635221,0.0302208710865168,junction
chr10:71286870-71287597(+),chr10,UNC5B,ENSG00000107731,-0.330436213563912,0.0323701849380473,junction
chr10:71288733-71288957(+),chr10,UNC5B,ENSG00000107731,-0.44238712624537,0.0009457578160894,junction
chr10:71291110-71291431(+),chr10,UNC5B,ENSG00000107731,-0.289510643608585,0.0489032107607392,junction
chr10:71296743-71297908(+),chr10,UNC5B,ENSG00000107731,-0.347776461669529,0.0130886014109879,junction
chr10:71298091-71299111(+),chr10,UNC5B,ENSG00000107731,-0.315546838895144,0.0139504940754747,junction
chr10:73479518-73495804(-),chr10,PPP3CB,ENSG00000107758,0.246383075333182,0.0067164009235607,junction
chr10:73505427-73516374(-),chr10,USP54,ENSG00000166348,-0.233885544089678,0.034708494891095,junction
chr10:73575676-73576135(-),chr10,USP54,ENSG00000166348,-0.373862650018084,0.047352935194334,junction
chr10:85856191-85869009(-),chr10,GRID1,ENSG00000182771,-0.133845068962907,0.0206010933542322,junction
chr10:88922437-88923167(+),chr10,STAMBPL1,ENSG00000138134,0.175532963775148,0.0468501839798312,junction
chr10:91845941-91848382(+),chr10,TNKS2,ENSG00000107854,-0.112480077745895,0.0302208710865168,junction
chr10:91862156-91862936(+),chr10,TNKS2,ENSG00000107854,-0.117781091406613,0.0255858640353335,junction
chr10:97616412-97616677(-),chr10,MORN4,ENSG00000171160,0.209612620384169,0.0024143923963406,junction
