Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
e1002925,chr18,PHLPP1,ENSG00000081913,-0.17853898698437,0.0477666561897423,exon
e1003849,chr18,RTTN,ENSG00000176225,-0.206976628906532,0.0391950875651265,exon
e1003851,chr18,RTTN,ENSG00000176225,-0.259873194317925,0.0143490058720217,exon
e1004000,chr18,RTTN,ENSG00000176225,-0.280112683081101,0.0161398782298526,exon
e1004005,chr18,RTTN,ENSG00000176225,-0.283365538456069,0.0461433146313008,exon
e1004389,chr18,CNDP2,ENSG00000133313,-0.141448435048246,0.0225009550514129,exon
e1004497,chr18,CNDP2,ENSG00000133313,-0.139769600542956,0.0252955240725311,exon
e1005636,chr18,PQLC1,ENSG00000122490,0.116107411653075,0.0471314996098328,exon
e1006008,chr19,PLPP2,ENSG00000141934,-0.425567276874523,0.0272811553690137,exon
e1006009,chr19,PLPP2,ENSG00000141934,-0.386957616784209,0.0300095704825842,exon
e1006034,chr19,PLPP2,ENSG00000141934,-0.380225468498073,0.0312782515069493,exon
e1006038,chr19,PLPP2,ENSG00000141934,-0.439274804951928,0.0169618953610891,exon
e1007177,chr19,CNN2,ENSG00000064666,-0.380138534911759,0.0472912061753372,exon
e1007180,chr19,CNN2,ENSG00000064666,-0.387069585166891,0.0042506210385151,exon
e1007202,chr19,CNN2,ENSG00000064666,-0.3902978652096,0.0406249197919707,exon
e1007236,chr19,CNN2,ENSG00000064666,-0.390699516008605,0.0125212365988128,exon
e1007237,chr19,CNN2,ENSG00000064666,-0.37309664563731,0.0077755600857129,exon
e100799,chr1,H3F3A,ENSG00000163041,-0.122732254898059,0.03127649717466,exon
e1008093,chr19,CIRBP,ENSG00000099622,0.312658055788772,0.0250820476145416,exon
e1008097,chr19,CIRBP,ENSG00000099622,0.268088851290964,0.0144005471306105,exon
e1008099,chr19,CIRBP,ENSG00000099622,0.274418641836719,0.0141873999030645,exon
e1008101,chr19,CIRBP,ENSG00000099622,0.26454287636622,0.0241132977252953,exon
e100921,chr1,PARP1,ENSG00000143799,-0.0964398437498979,0.0479738610828822,exon
e1010322,chr19,OAZ1,ENSG00000104904,0.0822346472499619,0.0420334492403793,exon
e1010344,chr19,OAZ1,ENSG00000104904,0.087266262071832,0.0242646668950256,exon
e1010345,chr19,OAZ1,ENSG00000104904,0.0822188761264075,0.0420395950930024,exon
e1011449,chr19,SMIM24,ENSG00000095932,-0.675341126319397,4.912369232606059e-11,exon
e1011451,chr19,SMIM24,ENSG00000095932,-0.674612279441827,4.9184617391857494e-11,exon
e1011454,chr19,SMIM24,ENSG00000095932,-0.66382045186483,1.03603874983144e-10,exon
e1012062,chr19,MATK,ENSG00000007264,0.2244677922727,0.0303538796065625,exon
e1012103,chr19,MATK,ENSG00000007264,0.220808287103862,0.0337875350763464,exon
e1012625,chr19,ANKRD24,ENSG00000089847,0.188812075685075,0.0308668832752689,exon
e1012626,chr19,ANKRD24,ENSG00000089847,0.165907517360737,0.0473235367431806,exon
e1012628,chr19,ANKRD24,ENSG00000089847,0.194961823507716,0.0245725093603293,exon
e1012698,chr19,ANKRD24,ENSG00000089847,0.218751753361182,0.0353111282417865,exon
e1012728,chr19,SHD,ENSG00000105251,0.267172913973362,0.0038642907748531,exon
e1012734,chr19,SHD,ENSG00000105251,0.270669690166553,0.0033390949580673,exon
e1012772,chr19,FSD1,ENSG00000105255,0.149790743462878,0.0203205272943303,exon
e1012824,chr19,FSD1,ENSG00000105255,0.148387833290878,0.037642774268793,exon
e1013591,chr19,PLIN3,ENSG00000105355,-0.357650520938619,0.0181049760543459,exon
e1013592,chr19,PLIN3,ENSG00000105355,-0.319503814284719,0.0252103360578402,exon
e1013631,chr19,PLIN3,ENSG00000105355,-0.389551783796919,0.0073570993487385,exon
e1014303,chr19,RPL36,ENSG00000130255,0.218652607225918,0.0475713510482189,exon
e1014306,chr19,RPL36,ENSG00000130255,0.18041585872977,0.0326501909566725,exon
e1014329,chr19,C19orf70,ENSG00000174917,0.113743168076992,0.0253422620967214,exon
e1014330,chr19,C19orf70,ENSG00000174917,0.164845975585966,0.048728759406849,exon
e1014333,chr19,C19orf70,ENSG00000174917,0.113746758931581,0.0253639562009156,exon
e1014348,chr19,HSD11B1L,ENSG00000167733,0.215668696775644,0.0435110250035328,exon
e1014350,chr19,HSD11B1L,ENSG00000167733,0.177635062651105,0.0390811490964743,exon
e1014353,chr19,HSD11B1L,ENSG00000167733,0.265522443470447,0.0300344339994371,exon
e1014354,chr19,HSD11B1L,ENSG00000167733,0.216691780550078,0.0420220427294218,exon
e1014357,chr19,HSD11B1L,ENSG00000167733,0.237164185830319,0.0451189434202071,exon
e1014360,chr19,HSD11B1L,ENSG00000167733,0.219575126424324,0.0463992749270096,exon
e1014366,chr19,HSD11B1L,ENSG00000167733,0.218858728237538,0.0472990070106884,exon
e1014372,chr19,HSD11B1L,ENSG00000167733,0.218963683204645,0.0471747336522312,exon
e1014384,chr19,HSD11B1L,ENSG00000167733,0.218652607225918,0.0475713510482189,exon
e1014393,chr19,HSD11B1L,ENSG00000167733,0.218449540969491,0.0479034034613626,exon
e1014401,chr19,HSD11B1L,ENSG00000167733,0.218285631121459,0.0479866374767413,exon
e1014403,chr19,HSD11B1L,ENSG00000167733,0.173810599080592,0.0488391936293169,exon
e1014419,chr19,HSD11B1L,ENSG00000167733,0.218564469510946,0.0477811136746682,exon
e1014426,chr19,HSD11B1L,ENSG00000167733,0.217625380690496,0.0488872371504498,exon
e1014429,chr19,HSD11B1L,ENSG00000167733,0.196406416116614,0.0106361844005437,exon
e1014430,chr19,HSD11B1L,ENSG00000167733,0.217423180893229,0.049215825338565,exon
e1014431,chr19,HSD11B1L,ENSG00000167733,0.166906604146226,0.0269116290391124,exon
e1014436,chr19,HSD11B1L,ENSG00000167733,0.217423180893229,0.049215825338565,exon
e1014438,chr19,HSD11B1L,ENSG00000167733,0.262417538736523,0.0096310845264037,exon
