Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENSG00000205611.4,chr20,LINC01597,ENSG00000205611,1.21979811875963,8.64871917441571e-19,gene
ENSG00000149531.15,chr20,FRG1BP,ENSG00000149531,0.683513695078483,9.8508284112551e-17,gene
ENSG00000115297.10,chr2,TLX2,ENSG00000115297,-0.952295380421084,1.6213587600220702e-15,gene
ENSG00000283443.1,chr20,,ENSG00000283443,1.31128825148733,6.869947099569361e-15,gene
ENSG00000255346.9,chr15,NOX5,ENSG00000255346,0.915333499527314,2.46455385003623e-14,gene
ENSG00000282826.1,chr20,FRG1CP,ENSG00000282826,0.545308266934577,3.77017721962192e-13,gene
ENSG00000258484.3,chr15,SPESP1,ENSG00000258484,0.815027872683251,8.75655795601617e-11,gene
ENSG00000095932.6,chr19,SMIM24,ENSG00000095932,-0.666760395102749,1.27147532890434e-10,gene
ENSG00000261600.1,chr2,,ENSG00000261600,-0.890740164794816,2.27824777075304e-10,gene
ENSG00000172460.14,chr16,PRSS30P,ENSG00000172460,-0.816945091539991,2.47664231025165e-10,gene
ENSG00000182912.6,chr21,TSPEAR-AS2,ENSG00000182912,-0.940772892435941,1.92071222644159e-09,gene
ENSG00000180574.3,chr12,,ENSG00000180574,-0.231927531589877,4.4280079585081e-09,gene
ENSG00000273851.1,chr15,,ENSG00000273851,0.818683590592682,9.30066940107455e-08,gene
ENSG00000277112.3,chr20,,ENSG00000277112,0.909251053949822,3.60313462787838e-07,gene
ENSG00000163749.17,chr4,CCDC158,ENSG00000163749,0.266176929980828,8.03445084228545e-07,gene
ENSG00000214652.5,chr7,ZNF727,ENSG00000214652,-0.347361044449704,2.51005350602239e-06,gene
ENSG00000267265.5,chr19,,ENSG00000267265,-0.849295118992488,6.1893241871352e-06,gene
ENSG00000212766.9,chr15,EWSAT1,ENSG00000212766,0.473832931626227,1.79111152131551e-05,gene
ENSG00000275340.1,chr3,FGD5P1,ENSG00000275340,0.29842588457841,3.22483628156637e-05,gene
ENSG00000121898.12,chr10,CPXM2,ENSG00000121898,-0.323830591829962,4.36736374968826e-05,gene
ENSG00000113396.12,chr5,SLC27A6,ENSG00000113396,-0.762048096998671,7.22088214652168e-05,gene
ENSG00000237268.2,chr7,,ENSG00000237268,-0.879073325569833,0.0001371530423034,gene
ENSG00000013583.8,chr12,HEBP1,ENSG00000013583,-0.159776012747629,0.0002070410855902,gene
ENSG00000095627.9,chr10,TDRD1,ENSG00000095627,0.394435145990588,0.0002490200220783,gene
ENSG00000080007.7,chr6,DDX43,ENSG00000080007,0.707431581874166,0.0002738603963754,gene
ENSG00000088053.11,chr19,GP6,ENSG00000088053,0.317553383807218,0.0003315704946353,gene
ENSG00000204179.10,chr10,PTPN20,ENSG00000204179,0.371591474679098,0.0006221641662668,gene
ENSG00000132854.18,chr1,KANK4,ENSG00000132854,-0.35323802192895,0.0007397430197059,gene
ENSG00000174206.12,chr12,C12orf66,ENSG00000174206,-0.109796095300029,0.0007437489060852,gene
ENSG00000136866.13,chr9,ZFP37,ENSG00000136866,-0.159302255131585,0.0009372326208188,gene
ENSG00000226581.1,chr7,,ENSG00000226581,-0.320681794555739,0.0012056729604342,gene
ENSG00000246705.4,chr12,H2AFJ,ENSG00000246705,-0.258998104196818,0.0013276752641574,gene
ENSG00000258859.1,chr14,,ENSG00000258859,0.384509398350028,0.0014287277732985,gene
ENSG00000059691.11,chr4,GATB,ENSG00000059691,0.0986933959611285,0.0014699610824025,gene
ENSG00000022556.15,chr19,NLRP2,ENSG00000022556,-0.679878687159467,0.0019089731462852,gene
ENSG00000247516.5,chr5,MIR4458HG,ENSG00000247516,0.19863024601006,0.0019293370715829,gene
ENSG00000155380.11,chr1,SLC16A1,ENSG00000155380,-0.283872185413685,0.0023157962946675,gene
ENSG00000173597.8,chr4,SULT1B1,ENSG00000173597,-0.454943372736399,0.0027962121550798,gene
