Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
chr9:88016300-88016793+	chr9	88016300	88016793	494	ENSG00000217716.3	ENSG00000217716	RPS10P3	-4.65776316315295	-2.34168208814757	-47.3701605387645	4.6335259054349204e-154	1.74394794618397e-148	339.997450252571	0.108052710665139	Exon	DLPFC
chr5:56504635-56505072-	chr5	56504635	56505072	438	ENSG00000226221.1	ENSG00000226221	RPL26P19	-3.41345602740264	-3.44969017060259	-40.885967888675	3.76478169260461e-135	7.08486737167876e-130	296.482031054271	0.114269716004357	Exon	DLPFC
chrX:73831370-73831397-	chrX	73831370	73831397	28	ENSG00000229807.13	ENSG00000229807	XIST	-4.57099559999933	-6.58677348493867	-37.1536507724231	2.40415961358166e-123	3.01622659573804e-118	266.057404428196	0.117480467814573	Exon	DLPFC
chr8:30352008-30353342+	chr8	30352008	30353342	1335	ENSG00000127589.4	ENSG00000127589	TUBBP1	-3.322511885343	-2.19063253862099	-36.7322888079984	5.738844147884049e-122	5.39990801251002e-117	267.513969137952	0.075036893759393	Exon	DLPFC
chrX:73832878-73833046-	chrX	73832878	73833046	169	ENSG00000229807.13	ENSG00000229807	XIST	-5.28777444474669	-6.29837580215962	-36.375270667449	8.58234140102938e-121	6.46037465430767e-116	261.206720603157	0.10339077772614	Exon	DLPFC
chr8:30351873-30353518+	chr8	30351873	30353518	1646	ENSG00000127589.4	ENSG00000127589	TUBBP1	-3.19325824395398	-2.0838626454008	-35.4929709566326	7.34300383346958e-118	4.60621735137658e-113	258.203758907626	0.103864753644186	Exon	DLPFC
chr17:32227890-32228108-	chr17	32227890	32228108	219	ENSG00000266282.1	ENSG00000266282	UBL5P2	4.63967768256702	-4.37634835394475	34.1570984135867	2.4264772525569003e-113	1.30466828915479e-108	241.886151410008	0.122313211301308	Exon	DLPFC
chrY:19011265-19011342-	chrY	19011265	19011342	78	ENSG00000176728.10	ENSG00000176728	TTTY14	4.97366079323858	-4.79427415598751	33.4681851813286	5.66498370041295e-111	2.66520488153328e-106	236.686751049181	0.100703250222898	Exon	DLPFC
chrX:73830623-73830641-	chrX	73830623	73830641	19	ENSG00000229807.13	ENSG00000229807	XIST	-5.41292424768016	-6.26609595208783	-33.3869828958409	1.08153341964651e-110	4.52292469280973e-106	238.925258316809	0.155096014741636	Exon	DLPFC
chrY:7356135-7356223+	chrY	7356135	7356223	89	ENSG00000099725.14	ENSG00000099725	PRKY	5.30103800326649	-4.52990552622298	33.0713335369395	1.3462761304108e-109	4.90339533756316e-105	233.832486795883	0.0812220769577377	Exon	DLPFC
