Feature,seqnames,start,end,width,gencodeID,ensemblID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Type,Region
chr1:1626755-1626836:+,chr1,1626755,1626836,82,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.1692512386661,1.48254927014453,3.64518013061046,0.0003077229828565,0.0324951195966165,-1.86862893450269,0.0705695569948591,Junction,DLPFC
chr1:7737571-7738297:+,chr1,7737571,7738297,727,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.143917855412909,2.62771410560773,3.44280960841995,0.000645458707853,0.0490258451716032,-2.78505013899786,0.0560093937023295,Junction,DLPFC
chr1:7777319-7778117:+,chr1,7777319,7778117,799,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.176788436370353,2.82116020629352,-3.60889381362679,0.00035232430931,0.0351082169870953,-2.26324131247943,0.0519916970616262,Junction,DLPFC
chr1:10130617-10130714:+,chr1,10130617,10130714,98,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.129431881911668,1.8680505697997,-3.80924401263427,0.00016459627178,0.0218783551393504,-1.38194827357991,0.0397669967409222,Junction,DLPFC
chr1:10324896-10334519:+,chr1,10324896,10334519,9624,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.30347122830774,0.526115842588344,-3.52369184841776,0.0004820394329646,0.042363058186563,-2.06726554107068,0.0516970210385147,Junction,DLPFC
chr1:11658629-11658735:+,chr1,11658629,11658735,107,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.161531925449883,1.98455269330438,3.47017869976704,0.0005851054720948,0.0466556414775468,-2.57564082985826,0.0413689454400439,Junction,DLPFC
chr1:20084871-20086082:+,chr1,20084871,20086082,1212,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.396390838755822,-0.76657221657202,3.51067415615081,0.0005054168453767,0.0432010659593442,-1.61621560072117,0.0413155823308373,Junction,DLPFC
chr1:24453505-24456137:+,chr1,24453505,24456137,2633,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.138348313525794,3.18809351666796,-3.77143245174711,0.0001905071888579,0.0239174795408852,-1.72256852073871,0.0248922741134285,Junction,DLPFC
chr1:24456274-24458887:+,chr1,24456274,24458887,2614,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.155379769250366,2.81870556727419,-3.76085217690519,0.0001984196886417,0.0245301582879967,-1.72190289795866,0.0746651713581609,Junction,DLPFC
chr1:25554065-25554859:+,chr1,25554065,25554859,795,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.420117843141133,-0.234588377627436,-4.34352883539518,1.83890726165546e-05,0.0037634981967947,1.24968883598174,0.0621643992269709,Junction,DLPFC
chr1:26255866-26257596:+,chr1,26255866,26257596,1731,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.20200095231231,0.26063159733995,-3.56257608799095,0.0004180994768724,0.0386721670633673,-1.84249070211552,0.0342543049250295,Junction,DLPFC
chr1:27885452-27885866:+,chr1,27885452,27885866,415,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.264718182935782,0.173651903260151,-3.49938932452484,0.0005265370857388,0.0441379726194135,-2.04674986718012,0.0269589751856543,Junction,DLPFC
chr1:28236271-28236360:+,chr1,28236271,28236360,90,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.130980367643961,4.26543032585348,3.52564700443026,0.0004786170852942,0.0421546163897808,-2.65469798425946,0.023782520162478,Junction,DLPFC
chr1:28236453-28237836:+,chr1,28236453,28237836,1384,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.146358711358785,4.93534470083739,3.91642525000112,0.0001080550997341,0.0161323684381179,-1.28410119420704,0.0798306418076294,Junction,DLPFC
chr1:28738339-28768928:+,chr1,28738339,28768928,30590,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.454715758703196,-1.17065427110256,4.89695781733388,1.48947129714611e-06,0.0003743669163415,4.08620167940554,0.0271829215655123,Junction,DLPFC
chr1:35325406-35370028:+,chr1,35325406,35370028,44623,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.309566273510771,0.383853589435455,3.61273073156809,0.0003473358141892,0.0348624281037879,-1.65937973701752,0.0480504128061848,Junction,DLPFC
chr1:36307608-36307769:+,chr1,36307608,36307769,162,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.2942741094397,-0.32086332938518,3.50868183216925,0.0005090869924397,0.0433442252208173,-1.79729435173176,0.0346046445340315,Junction,DLPFC
chr1:36307826-36307917:+,chr1,36307826,36307917,92,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.246083532080329,0.217888076063695,3.50461684006049,0.0005166528127101,0.0436705169573849,-1.9993210298107,0.0756398828450927,Junction,DLPFC
chr1:39327354-39331202:+,chr1,39327354,39331202,3849,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.223556101628378,1.95280423224321,-3.68447724047163,0.0002654362551487,0.0297222148972267,-1.8572810092844,0.309780316310752,Junction,DLPFC
chr1:42682732-42683402:+,chr1,42682732,42683402,671,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.185285882904648,1.53449179514857,-3.81844494459528,0.0001588152290868,0.021371470234874,-1.27480150679581,0.0852710137414214,Junction,DLPFC
chr1:42683467-42693489:+,chr1,42683467,42693489,10023,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.262257147359579,3.27666352578774,-6.33546335828597,7.27637645076118e-10,2.50898039876564e-07,10.3268649289005,0.0353075984482622,Junction,DLPFC
chr1:42693524-42696198:+,chr1,42693524,42696198,2675,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.238369018872367,3.54070119949429,-5.30269725534308,2.02626188963475e-07,5.74845961682162e-05,4.8153395751978,0.0514424828310051,Junction,DLPFC
chr1:42696289-42696641:+,chr1,42696289,42696641,353,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.234502042408132,3.65043935144199,-5.4900844795471,7.73097835505775e-08,2.27386466272107e-05,5.74395201580718,0.031949538895091,Junction,DLPFC
chr1:43598914-43603415:+,chr1,43598914,43603415,4502,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.251420898145541,0.488786120833109,-3.67033719507009,0.0002799789688037,0.0306509445314867,-1.54622727148636,0.0365650640230794,Junction,DLPFC
chr1:44626399-44632342:+,chr1,44626399,44632342,5944,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.337685598945669,1.09309945081858,-3.48598592958401,0.0005526950318342,0.0452092049116631,-2.35249223062605,0.080510841696185,Junction,DLPFC
chr1:45343003-45343081:+,chr1,45343003,45343081,79,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.287881962384821,-1.11463296788418,-3.67335041162078,0.0002768184552175,0.0304122191610125,-0.974416080393979,0.0478520527200043,Junction,DLPFC
chr1:56704476-56706091:+,chr1,56704476,56706091,1616,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.14105086863098,1.77852575046408,3.46077990809417,0.0006052099548425,0.0475358657816437,-2.55759305601842,0.0407334184695941,Junction,DLPFC
chr1:65254650-65364634:+,chr1,65254650,65364634,109985,ENSG00000223972.5,ENSG00000223972,DDX11L1,-6.65792623358064,-2.40997737610409,-26.1691912037347,2.11730141724816e-84,2.1043208373175798e-81,180.964387910178,0.12704761724433,Junction,DLPFC
chr1:65264933-65364634:+,chr1,65264933,65364634,99702,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.263366080024183,3.45337752626768,6.78159741303595,5.07316500981726e-11,1.82804648749486e-08,12.9478917965512,0.0221974408224186,Junction,DLPFC
chr1:65309939-65364634:+,chr1,65309939,65364634,54696,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.883351164163173,0.948147824710142,10.3970787801287,3.04092864248139e-22,1.5261045915280702e-19,39.0108064415023,0.0478189967751852,Junction,DLPFC
chr1:65345724-65364634:+,chr1,65345724,65364634,18911,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.241337218013639,3.25922887997946,7.85885219585475,4.82649368130941e-14,1.90136342530381e-11,19.813516001841,0.0318511086847697,Junction,DLPFC
chr1:92168996-92171398:+,chr1,92168996,92171398,2403,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.182954710462158,4.89731342379867,4.03351684728952,6.74926472546572e-05,0.0110832256229349,-0.831776505936612,0.060337727353371,Junction,DLPFC
chr1:92171461-92176828:+,chr1,92171461,92176828,5368,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.193759253955987,4.70207754331947,4.10590754133173,5.01700693620182e-05,0.0087689207900312,-0.540356052881748,0.0740773064120555,Junction,DLPFC
chr1:92177899-92178311:+,chr1,92177899,92178311,413,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.16073950129846,4.45767226431317,4.03924649459349,6.59370084761569e-05,0.0109459753088443,-0.790867009726004,0.0633242385074614,Junction,DLPFC
chr1:109914382-109915633:+,chr1,109914382,109915633,1252,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.348636218451863,-0.48942612167719,-3.59858261878826,0.0003660656884876,0.0358803710922983,-1.50085609706877,0.0320628373665607,Junction,DLPFC
chr1:109915697-109917292:+,chr1,109915697,109917292,1596,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.365580638961333,0.200602123263108,-4.04355962333001,6.47885111888376e-05,0.0108262314158209,-0.092670661527249,0.115835571592559,Junction,DLPFC
chr1:109917464-109921846:+,chr1,109917464,109921846,4383,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.314068033861106,0.124666327009618,-3.4868177676791,0.000551036875242,0.0451464274369895,-2.07983320851858,0.0595802863567952,Junction,DLPFC
chr1:144339372-144339787:+,chr1,144339372,144339787,416,,,,0.563112453873159,-1.00558478986919,3.69684189459181,0.0002533052483733,0.0287962359762274,-0.867013780262714,0.0355943987611934,Junction,DLPFC
chr1:149522945-149527693:+,chr1,149522945,149527693,4749,,,,-1.23671545502797,-1.64724916278739,-3.44039815189303,0.0006510461545957,0.0492779394525342,-1.80982419999502,0.0483475419207359,Junction,DLPFC
chr1:149543435-149548171:+,chr1,149543435,149548171,4737,,,,1.34334935738214,1.6462647612595,3.52940980669069,0.0004720945553682,0.0417127497259739,-2.24286467988205,0.0246356762236208,Junction,DLPFC
chr1:152215247-152216656:+,chr1,152215247,152216656,1410,,,,1.25985097058005,-2.05381783375558,3.82851906211357,0.0001527058425518,0.0207415222556851,0.0556613167833824,0.0901087014709136,Junction,DLPFC
chr1:155309077-155310063:+,chr1,155309077,155310063,987,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.164395280677599,1.38526592744548,3.51316369265747,0.0005008655770926,0.0431527533402485,-2.28889809336175,0.0237429464019719,Junction,DLPFC
chr1:156136122-156136213:+,chr1,156136122,156136213,92,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.278854975168461,0.81539021428344,-3.68145895635478,0.0002684794733512,0.0298446124585001,-1.60097489454139,0.069170664639194,Junction,DLPFC
chr1:156620159-156623466:+,chr1,156620159,156623466,3308,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.377449449176974,2.64374531098106,-3.57342909689008,0.0004017272916924,0.0377782655716409,-2.36577243610719,0.035795236780602,Junction,DLPFC
chr1:160128851-160129059:+,chr1,160128851,160129059,209,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.800663716886441,-1.56515726621264,-3.71234844146973,0.0002388291949239,0.0275393119096843,-0.772739565845469,0.0634813519587864,Junction,DLPFC
chr1:161506592-161509819:+,chr1,161506592,161509819,3228,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.498225765835803,-1.48250395520151,-3.68407164178341,0.00026584330725,0.0297458903510361,-0.818913782805618,0.0333617094857987,Junction,DLPFC
chr1:167993441-168002481:+,chr1,167993441,168002481,9041,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.126161709114249,4.38024871095439,3.44339222466522,0.0006441154958175,0.0489482711269382,-2.93914577377858,0.0739479110832384,Junction,DLPFC
chr1:168002576-168003869:+,chr1,168002576,168003869,1294,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.132067815495148,4.43231756007795,4.03433204838368,6.7269205711141e-05,0.0110824376585564,-0.811598822197528,0.0665352719930231,Junction,DLPFC
chr1:168038489-168043024:+,chr1,168038489,168043024,4536,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.168923020592554,3.95856425220466,4.1738084999495,3.78379552393999e-05,0.0069535617698104,-0.234589718958278,0.0554168723673864,Junction,DLPFC
chr1:168043141-168044584:+,chr1,168043141,168044584,1444,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.162638375643757,4.28432158210139,4.24624690826217,2.78883086204008e-05,0.0053748440880042,0.0349546949407458,0.054028944032287,Junction,DLPFC
chr1:168044672-168044899:+,chr1,168044672,168044899,228,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.241501340968763,3.92516575660398,6.26108820462025,1.1194936843173e-09,3.79136856625073e-07,9.87657421776334,0.0581087177931479,Junction,DLPFC
chr1:168045228-168063620:+,chr1,168045228,168063620,18393,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.166778355606758,4.05577836297859,4.19109097751822,3.51951579477227e-05,0.0065266415949348,-0.173388716520858,0.0334255519678118,Junction,DLPFC
chr1:168063760-168065589:+,chr1,168063760,168065589,1830,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.138907681440276,3.73509490591956,3.48300587221424,0.0005586737649312,0.0455024370878259,-2.76065032372486,0.0440961558053506,Junction,DLPFC
chr1:168065747-168066376:+,chr1,168065747,168066376,630,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.126907363239837,3.40294523106179,3.54430409396079,0.0004470848804649,0.0402991233510773,-2.52478469665697,0.0246639726107709,Junction,DLPFC
chr1:168066466-168068357:+,chr1,168066466,168068357,1892,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.144172196555032,3.68867095249601,3.64931569806378,0.0003029912320214,0.0321646369921132,-2.18365636454292,0.0195872706029762,Junction,DLPFC
chr1:168068464-168075370:+,chr1,168068464,168075370,6907,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.156757898899459,3.98661231691784,3.75360902298246,0.0002040142285272,0.0247844024379067,-1.82825287239418,0.0870945738598445,Junction,DLPFC
chr1:168235183-168236588:+,chr1,168235183,168236588,1406,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.267976845510107,0.520037277395514,-3.49975399041285,0.0005258418675215,0.0441040077545845,-2.13795519603674,0.0243101483267095,Junction,DLPFC
chr1:168236625-168236711:+,chr1,168236625,168236711,87,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.287193072581258,0.336128360186759,-3.72693124325331,0.0002259298355369,0.026386591898171,-1.29240697301113,0.079901181659718,Junction,DLPFC
chr1:171523523-171524820:+,chr1,171523523,171524820,1298,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.191182621589052,3.15270076606182,5.76940035385442,1.75171752976443e-08,5.48085742821067e-06,7.24158507476887,0.0794005345410637,Junction,DLPFC
chr1:172308840-172379017:+,chr1,172308840,172379017,70178,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.295111838571893,1.9119564185717,-4.20434421857681,3.32887549426117e-05,0.0062493267334363,0.114372099399624,0.04467846484884,Junction,DLPFC
chr1:174752355-174811831:+,chr1,174752355,174811831,59477,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.152201792729289,1.28544340899981,3.59287391916174,0.0003738883271083,0.0361208429458402,-1.99174821235405,0.0437891854031324,Junction,DLPFC
chr1:174811961-174877391:+,chr1,174811961,174877391,65431,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.868339181606856,-0.828581368651719,5.59786940324045,4.38915632816881e-08,1.31641792815386e-05,7.40781777197607,0.102541142598955,Junction,DLPFC
chr1:174811961-174957456:+,chr1,174811961,174957456,145496,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.197721329705039,3.19655562883538,5.5937607956242,4.48560564082515e-08,1.34018338024772e-05,6.33051726206275,0.080343094302725,Junction,DLPFC
chr1:179900168-179901301:+,chr1,179900168,179901301,1134,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.113710527430274,2.64577101199083,-3.5329345965602,0.0004660602265611,0.0412995630369111,-2.49968552113768,0.0359174512961059,Junction,DLPFC
chr1:203044096-203044378:+,chr1,203044096,203044378,283,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.205586853255802,2.02218444258592,3.67722476926231,0.0002728040345279,0.0301952734792805,-1.86602619878941,0.0287997139020577,Junction,DLPFC
chr1:204532247-204537429:+,chr1,204532247,204537429,5183,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.231961609818368,0.591982078091646,-3.64005449962336,0.0003136839708103,0.0328421379246426,-1.67484023378821,0.0653175337408837,Junction,DLPFC
chr1:204537498-204538208:+,chr1,204537498,204538208,711,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.194383241859512,1.41302155744139,-3.55049894986193,0.0004370530725303,0.039877070628272,-2.20208659304195,0.0266335385684472,Junction,DLPFC
chr1:204944407-204952010:+,chr1,204944407,204952010,7604,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.348893843372152,1.257744459309,-3.77474926892757,0.0001880886515264,0.0237157019306862,-1.38615299324366,0.048038442833422,Junction,DLPFC
chr1:205058357-205058567:+,chr1,205058357,205058567,211,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.281758659519331,2.41352921382002,-3.45068380216219,0.0006275242262238,0.0483076125405877,-2.74844338587747,0.0606471647354544,Junction,DLPFC
chr1:205072596-205073067:+,chr1,205072596,205073067,472,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.29744985271311,3.19944850277024,-3.66343619374177,0.0002873457241244,0.0312325700513283,-2.11398255803486,0.0420975521079355,Junction,DLPFC
chr1:207322568-207324558:+,chr1,207322568,207324558,1991,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.327654165325139,1.46996013294987,-4.47143066213093,1.05127984032009e-05,0.0022968349867636,1.31416104768381,0.0335581905693599,Junction,DLPFC
chr1:207325722-207326751:+,chr1,207325722,207326751,1030,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.280206816353769,0.914229617375166,-3.86911159695868,0.000130268197052,0.0184956513353238,-0.932092653335111,0.0611244985927158,Junction,DLPFC
chr1:207336819-207337328:+,chr1,207336819,207337328,510,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.215309433970119,2.19875612541409,-3.47722163225947,0.0005704514303176,0.046039250885388,-2.61970053013694,0.0398441883402817,Junction,DLPFC
chr1:207339418-207340390:+,chr1,207339418,207340390,973,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.398341079887629,-0.532609238051125,-4.16212991826202,3.97298035834449e-05,0.007252573100247,0.617611174036725,0.0385486135859326,Junction,DLPFC
chr1:209705942-209706708:+,chr1,209705942,209706708,767,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.424360960514833,0.415410735780538,-4.5057949722588,9.02608257849426e-06,0.0019834164292644,1.71082558173659,0.0356855047626768,Junction,DLPFC
chr1:209732580-209734303:+,chr1,209732580,209734303,1724,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.360430474224081,0.186362389982042,-3.87747115939567,0.0001260524891746,0.0180828241593149,-0.73873198564737,0.058892491180476,Junction,DLPFC
chr1:213073819-213077695:+,chr1,213073819,213077695,3877,ENSG00000223972.5,ENSG00000223972,DDX11L1,-1.03291142528079,-3.1355152315971,-3.5141644861779,0.000499046804779,0.0431415891008021,-1.03348814051575,0.0292864725390704,Junction,DLPFC
chr1:220599864-220604066:+,chr1,220599864,220604066,4203,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.12555086595703,2.73407739662035,3.5195108384602,0.0004894350285286,0.0426256983437093,-2.53857476751137,0.0242606847272422,Junction,DLPFC
chr1:222650712-222650792:+,chr1,222650712,222650792,81,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.20584960711705,2.89293685369584,5.87937210418025,9.61206452241278e-09,3.07065074665364e-06,7.86328499269965,0.0217268236668569,Junction,DLPFC
chr1:222650904-222653007:+,chr1,222650904,222653007,2104,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.371158032314749,-1.00229715076194,3.71790738752467,0.0002338322128089,0.0270601171568902,-0.783038240858215,0.0764643350671143,Junction,DLPFC
chr1:222727258-222728742:+,chr1,222727258,222728742,1485,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.147793913609489,1.7948704497498,-3.72312022381302,0.0002292360133239,0.0266588426488979,-1.676581530832,0.0552455199254225,Junction,DLPFC
chr1:243664884-243695590:+,chr1,243664884,243695590,30707,,,,0.880513743786031,-2.53745134752321,3.80491160170368,0.0001673867047313,0.0221524430764635,-0.0747042358620291,0.0501579763578605,Junction,DLPFC
chr1:494899-498398:-,chr1,494899,498398,3500,ENSG00000223972.5,ENSG00000223972,DDX11L1,1.4286649175671,-1.30837323171929,4.27234231309021,2.49593823038903e-05,0.0049035834520596,1.46476827005828,0.0787027258780922,Junction,DLPFC
chr1:2372592-2374460:-,chr1,2372592,2374460,1869,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.184869534816019,1.27532447051093,3.72873563954709,0.0002243801930643,0.0262661284971107,-1.51179735348021,0.0612566305958041,Junction,DLPFC
chr1:3825867-3826369:-,chr1,3825867,3826369,503,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.188020389912214,0.738407921325601,-4.27619895943468,2.45522727245712e-05,0.0048423705512889,0.704126453858329,0.0661965502710725,Junction,DLPFC
chr1:3834036-3834924:-,chr1,3834036,3834924,889,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.158513014321835,0.840106538800381,-3.57263667335253,0.0004029020346439,0.0378185735753246,-1.97417099298166,0.0838702747971207,Junction,DLPFC
chr1:6635701-6636116:-,chr1,6635701,6636116,416,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.131033078773706,2.12410949303285,3.75458000878214,0.0002032557047496,0.0247457717979483,-1.60719295767545,0.113942409108339,Junction,DLPFC
chr1:8557524-8624309:-,chr1,8557524,8624309,66786,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.55514861849391,-0.907871779887152,-3.98837159008695,8.10290952420815e-05,0.0129115897147925,0.016801900832756,0.0287287382163894,Junction,DLPFC
chr1:16635169-16643027:-,chr1,16635169,16643027,7859,ENSG00000215908.11:-ENSG00000283773.1,ENSG00000215908,CROCCP2:-ENSG00000283773,0.333182384655061,-0.476009859104966,3.63373562668098,0.0003211821134388,0.0333364371067399,-1.331318990296,0.0816020525261737,Junction,DLPFC
chr1:19339618-19342751:-,chr1,19339618,19342751,3134,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.251858506744751,0.627148957267974,-3.45326039155364,0.0006217575504823,0.0481148583417045,-2.32731013208738,0.0505970666714071,Junction,DLPFC
chr1:23797872-23798116:-,chr1,23797872,23798116,245,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.189173828110124,0.490761962430209,3.61019854447723,0.0003506204858167,0.0350506132666733,-1.71279668399601,0.280708503420278,Junction,DLPFC
chr1:27408347-27409691:-,chr1,27408347,27409691,1345,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.280274541748322,-0.0685426713853581,-3.47649748597294,0.0005719421581499,0.0460630308745822,-2.04774675757797,0.0523293183886949,Junction,DLPFC
chr1:27428934-27489985:-,chr1,27428934,27489985,61052,ENSG00000223972.5,ENSG00000223972,DDX11L1,-0.229694098162365,0.469340898444549,-3.66039858869697,0.0002906458099015,0.0314116440264712,-1.5743118833663,0.0278075468058827,Junction,DLPFC
chr1:31365940-31367392:-,chr1,31365940,31367392,1453,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.215927545761604,4.13720110275057,3.68359173203204,0.0002663256957487,0.029756074905917,-2.08467894250159,0.0729304290579205,Junction,DLPFC
chr1:31367495-31369384:-,chr1,31367495,31369384,1890,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.227009405802868,4.5425388928827,4.12393245389893,4.65673056296952e-05,0.0082626810136087,-0.460741325772975,0.0280539076360731,Junction,DLPFC
chr1:31369558-31372941:-,chr1,31369558,31372941,3384,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.22991964165978,4.65619889375616,3.96156615068604,9.02467061501355e-05,0.0141329501859958,-1.09564596726744,0.0460575951235011,Junction,DLPFC
chr1:44339317-44352849:-,chr1,44339317,44352849,13533,ENSG00000223972.5,ENSG00000223972,DDX11L1,0.499992379897062,-1.39518609423221,3.75333986702631,0.0002042249625461,0.0247844024379067,-0.516028581641028,0.0902282475557104,Junction,DLPFC
