region	Tissue	Feature	ensembl_id	Symbol	RCP	logFC	adj.P.Val	Sex
Caudate	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.0941605444464904	0.435718051049019	Female
Caudate	Caudate	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.118189484975006	0.0263299710265885	Male
Caudate	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.0868669283010005	0.795675197179575	Female
Caudate	DLPFC	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.0437284861639377	0.881300622430186	Male
Caudate	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.0973113874982977	0.743967158768503	Female
Caudate	Hippocampus	ENSG00000287222|ENSG00000287222.1	ENSG00000287222	ENSG00000287222	0.6168	-0.0040607628078226	0.978859406438946	Male
Caudate	Caudate	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.056813834118589	0.747681910334518	Female
Caudate	Caudate	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.031694820527806	0.714630508541178	Male
Caudate	DLPFC	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.117090625400977	0.707970895710363	Female
Caudate	DLPFC	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.0183478206629989	0.967328772084778	Male
Caudate	Hippocampus	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.0759833919139431	0.86657332190271	Female
Caudate	Hippocampus	ENSG00000289145|ENSG00000289145.1	ENSG00000289145	ENSG00000289145	0.4958	0.0461171471910738	0.724226362046846	Male
Caudate	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	-0.0097113426486686	0.889118522732113	Female
Caudate	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	-0.0226933367996744	0.425950513294423	Male
Caudate	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	0.0027001482732231	0.990506507602246	Female
Caudate	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	-0.0313598584036001	0.618856900987868	Male
Caudate	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	-0.0128018225033793	0.954206018830321	Female
Caudate	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.4906	-0.0114712957803974	0.851984163562798	Male
Caudate	Caudate	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	0.0033648028923136	0.99093008033053	Female
Caudate	Caudate	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	0.0336857278497574	0.732940503306669	Male
Caudate	DLPFC	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	-0.0592172799636134	0.925955301928684	Female
Caudate	DLPFC	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	-0.0130253416503862	0.968798539336824	Male
Caudate	Hippocampus	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	0.0977436893548822	0.86196276418071	Female
Caudate	Hippocampus	EIF5-DT|ENSG00000259775.1	ENSG00000259775	EIF5-DT	0.486	-0.0673918941651049	0.637942660160068	Male
Caudate	Caudate	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	-0.113587153950311	0.752001144520475	Female
Caudate	Caudate	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	0.0548425375100431	0.749967547138971	Male
Caudate	DLPFC	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	-0.0252843248361863	0.987166326676946	Female
Caudate	DLPFC	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	0.149906819828627	0.698542849425958	Male
Caudate	Hippocampus	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	0.150998788661727	0.819833937605662	Female
Caudate	Hippocampus	ENSG00000249839|ENSG00000249839.1	ENSG00000249839	ENSG00000249839	0.4427	0.0704630439612486	0.727125218153643	Male
DLPFC	Caudate	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	0.0700309501352353	0.485763479892925	Female
DLPFC	Caudate	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	0.0236642957203043	0.665532355590839	Male
DLPFC	DLPFC	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	-0.106593699875377	0.666821495214227	Female
DLPFC	DLPFC	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	-0.0621270980011899	0.632476463576502	Male
DLPFC	Hippocampus	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	-0.196012815853609	0.768124695193025	Female
DLPFC	Hippocampus	MMD|ENSG00000108960.9	ENSG00000108960	MMD	0.8437	-0.198464588210835	0.192301010692823	Male
DLPFC	Caudate	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	-0.276026359425662	0.0106225896941333	Female
DLPFC	Caudate	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	-0.276725223682203	4.15519077861066e-09	Male
DLPFC	DLPFC	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	0.0579981210188066	0.904905268374603	Female
DLPFC	DLPFC	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	-0.012875859410473	0.965552524650699	Male
DLPFC	Hippocampus	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	0.102455023279117	0.858444078210327	Female
DLPFC	Hippocampus	ACE|ENSG00000159640.17	ENSG00000159640	ACE	0.7393	0.0059277479773117	0.979176553355936	Male
DLPFC	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	-0.0097113426486686	0.889118522732113	Female
DLPFC	Caudate	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	-0.0226933367996744	0.425950513294423	Male
DLPFC	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	0.0027001482732231	0.990506507602246	Female
DLPFC	DLPFC	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	-0.0313598584036001	0.618856900987868	Male
DLPFC	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	-0.0128018225033793	0.954206018830321	Female
DLPFC	Hippocampus	ELAC2|ENSG00000006744.19	ENSG00000006744	ELAC2	0.6685	-0.0114712957803974	0.851984163562798	Male
DLPFC	Caudate	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	0.0268389498650141	0.693296655977739	Female
DLPFC	Caudate	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	0.0090223548433413	0.812728235138584	Male
DLPFC	DLPFC	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	0.0265679207201389	0.894881446755423	Female
DLPFC	DLPFC	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	-0.0268780792847106	0.806835812886577	Male
DLPFC	Hippocampus	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	-0.025158521232486	0.917407929725168	Female
DLPFC	Hippocampus	ZSCAN29|ENSG00000140265.14	ENSG00000140265	ZSCAN29	0.6549	-0.0181688936675201	0.774866710377299	Male
DLPFC	Caudate	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	0.0712056477285987	0.499761449817679	Female
DLPFC	Caudate	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	0.0828340626379766	0.023991016130946	Male
DLPFC	DLPFC	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	-0.0983899228952046	0.650459266692896	Female
DLPFC	DLPFC	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	-0.0045750257997923	0.976936542090195	Male
DLPFC	Hippocampus	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	0.0303005235901606	0.943440872106308	Female
DLPFC	Hippocampus	FURIN|ENSG00000140564.13	ENSG00000140564	FURIN	0.6435	-0.0010792699665323	0.993786579639479	Male
DLPFC	Caudate	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	0.263392762586671	0.071609930918013	Female
DLPFC	Caudate	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	-0.0179717511203151	0.894434399455717	Male
DLPFC	DLPFC	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	-0.146848439674327	0.816651107996957	Female
DLPFC	DLPFC	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	-0.0935204576602573	0.804959690524798	Male
DLPFC	Hippocampus	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	-0.0815888983976977	0.898137290988307	Female
DLPFC	Hippocampus	ENSG00000289128|ENSG00000289128.1	ENSG00000289128	ENSG00000289128	0.5406	-0.0653427789202606	0.720602098594741	Male
DLPFC	Caudate	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	-0.145283083961043	0.403743893367741	Female
DLPFC	Caudate	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	-0.0571717709334305	0.522033337221004	Male
DLPFC	DLPFC	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	0.009027871452663	0.99018888808457	Female
DLPFC	DLPFC	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	0.0388236202512181	0.940422613240969	Male
DLPFC	Hippocampus	LINC00320|ENSG00000224924.9	ENSG00000224924	LINC00320	0.5204	-0.15309152167021	0.759688294874848	Female
