"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R12864",0.0072748984373163,-0.0516000627327149,0.050456818651206,0.0219041000944014,-0.0153357040125321,0.0107737312541989,0.00135997909821362,-0.0545317153080825,-0.103508787845968,-0.0478558251424563,-0.0283112463561952,0.0364313398161617,0.067505721626866,-0.0427358261258721,-0.00625979196620441,-0.0359934040987177,-0.0114659215778343,0.0153112274242239,-0.0174060050615488,0.0796756112854602,-0.0406127339532516,-0.0542619584620095,-0.00122747533103332,-0.0363241763538248,0.0847740873848018,0.044967600018789,0.0011192138588483,-0.065545623455467,-0.0350809318383367,-0.0474449899351598,-0.0979876819820771,0.0705014232841996,0.0638670012811256
"R12865",0.044295808248825,-0.00162875111995631,0.0224539639848167,0.0304394304404909,0.010167258800897,0.0181200615885841,0.0047138067255128,-0.013780654855812,0.0400987106494263,-0.0419311403896797,-0.0174311063814605,0.0271013540021856,0.0356792378201504,-0.0177101774092616,0.046137283054535,0.00523074250534639,0.0401608940666276,-0.0201437838271833,0.0517454732080547,0.0977391650411351,-0.00368462959006721,-0.00337476909041734,0.04775477186781,0.0413778933190793,-0.00919727310228465,0.0103661651256346,0.00154330141058962,-0.0157062008293398,0.0191020189550934,0.0556820116846788,-0.00543131323384355,0.046417100415492,0.026704829795936
"R12866",0.0765938941343872,-0.0429526158762157,0.0179927993132614,-0.0033386605198254,0.0257399970257585,0.0447239798754157,-0.0318358113506886,-0.0477608431273007,-0.028674948061636,-0.0311614322895,0.0155570695386674,-0.0606077361674048,0.0602606918858959,-0.0485111228649654,0.0663818359361014,-0.0280718972375766,-0.00193883460505684,-0.0175771789822928,-0.00795985866346963,-0.0184767193130961,-0.0200911057892817,0.0127630866762436,0.0508617662855388,0.0535549438323528,0.0084662863033683,0.0731698466632832,-0.0681885374703232,-0.0228766277709408,0.0181266223148241,0.0192822314657134,-0.0364520576582625,0.0226184380941813,-0.0278703300213814
"R12867",-0.05388531631101,0.0476506039708223,0.0166446725627046,0.056491664461981,-0.0182422397997536,-0.0335079339981942,0.0873316623044764,0.11886097071987,-0.0173345264708578,0.0353196768330572,0.0359083116923444,0.0125838524792704,-0.00446321113055063,0.011391532673382,-0.0334638827799999,0.0803876536964559,0.0694472765734308,0.0422773753687002,-0.045572408292676,-0.0617567987962595,0.0747160681922792,-0.0248246098575433,-0.0446083658564378,-0.0544942863750697,-0.0421683968991264,-0.0134150743847078,0.025791150265842,0.0319613050123275,-0.00841702096332743,-0.00823483087416205,0.0425829160559927,-0.0634158487731037,-0.0106699368020091
"R12868",0.0506029301255002,0.0317755058825017,0.0609450169475527,0.0436044351842961,0.088307776745565,-0.0441654305697837,0.0648931957979019,0.0311736279690506,0.0909779973204754,0.0326493433431199,-0.140438676531351,0.134398671070944,0.0220271875750369,0.019153512594911,-0.0219625958548527,0.0612334247576099,-0.011932213508033,-0.0155616203468108,-0.0141808265993667,-0.0792567129249486,-0.0552307322369508,0.00908876947564694,0.0694872262811631,0.0276806178115814,-0.134036176380044,0.0371344042606932,0.0838361721001204,0.0831310760960067,0.0284436197653255,-0.0961132282906044,0.073753580648421,-0.012951012372171,-0.0385181194734128
"R12869",0.00118140027369782,-0.0821199618504719,0.0379854322940357,-0.0196469872572996,-0.0431922538357189,0.0122656469909222,-0.0891208904185058,-0.0288191551503952,-0.0685737423354157,0.00201013485863879,-0.00262639073484492,-0.0468897393950217,0.0300924672364265,0.0237780426073937,-0.00467240602013863,-0.0885092533003855,-0.0357079708805351,-0.0587004031918911,-0.0961854893231542,-0.013031070918585,-0.0764419287777917,0.078448563178245,-0.0308797263051756,-0.086211258931282,-0.0523635668223323,0.0718791244904032,-0.096162029704484,-0.0773821493565991,-0.0870181715530465,-0.0526351793919844,-0.0205303478769089,-0.066408818638017,-0.0543264461399856
"R12870",0.0284500313464172,-0.060919642499531,0.0567399604110304,-0.002848774683805,0.0805228459587746,-0.102725177085108,-0.110883536429135,-0.0556329620968404,0.0278484456473202,0.139755157589987,-0.00900130515251397,-0.087050831924632,0.0632446631270722,0.0950403389131238,-0.013531365517345,-0.0868443092158561,-0.0641405107496148,-0.0638296518391152,-0.0192633242705618,0.0176717709109855,-0.105367155865654,-0.017879198665404,0.0685884750835256,0.0284265460236763,-0.0398452158970742,0.0658216578942121,-0.0809714106252752,5.70401734603562e-06,-0.0239230099587258,-0.071735196656399,0.0626349412617228,0.0136536991026832,-0.0643403556051583
"R12871",-0.0172001508907393,0.0551646104019725,-0.0688299973455017,0.0278301173133783,-0.0412902821852281,0.068381449924081,0.0663126221551434,0.101738379836167,-0.0312671436709773,-0.0385753826200617,0.118536679506096,-0.0637136639669538,-0.0624546336791616,-0.0940346118263931,0.0569929819691852,0.091767038698104,0.0773371692875401,0.0382381088441179,0.0552522737726116,-0.00836186097704138,0.0959185381369091,-0.110816795287206,-0.00974857613565587,0.0512314228948162,0.0134146441777186,-0.116025976751113,0.00467899382300071,-0.000202624932598968,0.109397236743802,0.0368170006499901,0.0308635261524488,0.0633404146153622,0.064970318840117
"R12872",-0.0188031126646541,-0.0397120288923965,0.0491144551895225,0.0280382636835238,-0.01586608034702,-0.0309996357402016,-0.000902912847137578,-0.0207585976892349,-0.0381830324484102,-0.0030280235116723,-0.0343565379021702,0.0266066937248649,0.0251467688293358,-0.0342426618252671,-0.0407799368273995,-0.0529077279417652,-0.0133794369850764,-0.00777609920593746,-0.0843364968816208,0.00233801624781338,-0.0510000312374038,-0.0169704757730981,0.0246884800923886,-0.0686958457985471,0.00472684639207981,0.0235962655518015,0.0115014361336244,-0.0491691677657847,-0.0860863428506507,-0.0311891317397091,-0.0243990936090252,0.0127588719435149,0.0236772860724844
"R12873",0.0537633747862884,-0.0248699411140151,0.0373441655574454,0.0170537793515811,0.0693015097253893,-0.0340956204484348,-0.0174259926998419,0.00971460698683873,0.0351898173341861,-0.0294834757678782,-0.0299828335983442,-0.0139250931138097,0.0663609487783931,-0.0616694362883892,0.0318500040679077,0.0472834872042953,0.0206437214250074,-0.0495557414729237,0.00980648214167962,-0.00684709622492773,-0.010638454633112,-0.0369429438680534,0.01665540161239,0.0784829234806222,-0.0967528502595237,-0.0252835177930438,-0.0170634439538769,0.0286279834347592,0.0607987912347114,0.0309926956919759,-0.0724620814926624,-0.00796424896501941,-0.0695321210443949
