Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Male_Pval	Male_FDR	Type
ENSG00000153132.12	ENSG00000153132.12	CLGN	ENSG00000153132	chr4	0.389936995371819	5.55913853801566	0.000123095381260699	0.2830198929391997	0.3137106185089954	gene
ENSG00000179083.6	ENSG00000179083.6	FAM133A	ENSG00000179083	chrX	0.26126793510644497	5.00448751019291	0.000534672587373275	0.27201859220718316	0.30297293549646004	gene
ENSG00000165733.7	ENSG00000165733.7	BMS1	ENSG00000165733	chr10	0.150918061264991	4.98655198707801	0.000534672587373275	0.1697873995502015	0.20542790324587062	gene
ENSG00000183023.18	ENSG00000183023.18	SLC8A1	ENSG00000183023	chr2	0.245819354594861	4.925476631602249	0.0006315428737712809	0.08275941219108973	0.10896305856377614	gene
ENSG00000236268.5	ENSG00000236268.5	LINC01361	ENSG00000236268	chr1	0.404532210690384	4.86574366160941	0.000699946186965097	0.1106317797837379	0.14040424651452973	gene
ENSG00000268049.1	ENSG00000268049.1		ENSG00000268049	chr19	-0.31938581563745194	-4.775427471803679	0.000789772118129133	0.17518709122765624	0.21122208849354254	gene
ENSG00000232040.2	ENSG00000232040.2	ZBED9	ENSG00000232040	chr6	0.247686360209589	4.7093871025548095	0.000931527907583214	0.05875143290573908	0.08009804420460485	gene
ENSG00000111615.13	ENSG00000111615.13	KRR1	ENSG00000111615	chr12	0.17082031446150797	4.70192292226699	0.000945428548479973	0.29846244980007786	0.3280241437156576	gene
ENSG00000019995.6	ENSG00000019995.6	ZRANB1	ENSG00000019995	chr10	0.151844727369474	4.6444810451548895	0.0011485073715353	0.19585273334204129	0.23196028634973498	gene
ENSG00000085721.12	ENSG00000085721.12	RRN3	ENSG00000085721	chr16	0.14407071760152898	4.59547602959246	0.00124305179873186	0.3097502226677089	0.33863630771100944	gene
ENSG00000169018.5	ENSG00000169018.5	FEM1B	ENSG00000169018	chr15	0.169019093360448	4.56498155993237	0.00137167628095105	0.23775521551024953	0.2712160924594655	gene
ENSG00000134202.10	ENSG00000134202.10	GSTM3	ENSG00000134202	chr1	0.266861824560879	4.54254988387632	0.0014547928771943802	0.09843930975748155	0.1267131313565597	gene
ENSG00000102466.15	ENSG00000102466.15	FGF14	ENSG00000102466	chr13	0.202711659859599	4.50951569452287	0.00158358269132938	0.3620384036004791	0.38583959294863596	gene
ENSG00000118307.18	ENSG00000118307.18	CASC1	ENSG00000118307	chr12	0.208412393382121	4.50241811250154	0.00162252912472074	0.30622719515816843	0.3349612176875063	gene
ENSG00000113319.12	ENSG00000113319.12	RASGRF2	ENSG00000113319	chr5	0.19581873216870102	4.493218059920769	0.00166148186250333	0.39825107862461295	0.41588877108508904	gene
ENSG00000083812.11	ENSG00000083812.11	ZNF324	ENSG00000083812	chr19	-0.144209056936555	-4.48491765704723	0.0016882305518458199	0.12037745235453978	0.1511090221631398	gene
ENSG00000131263.12	ENSG00000131263.12	RLIM	ENSG00000131263	chrX	0.15363780056529902	4.469375319777661	0.00169364940269984	0.40556827244888743	0.4218316618202714	gene
ENSG00000118960.12	ENSG00000118960.12	HS1BP3	ENSG00000118960	chr2	-0.169157775920285	-4.44001085111903	0.00169364940269984	0.22387717458342843	0.2580806318114522	gene
ENSG00000066422.4	ENSG00000066422.4	ZBTB11	ENSG00000066422	chr3	0.17273047833348598	4.455193546035219	0.00169364940269984	0.22056348590168418	0.2554443042897555	gene
ENSG00000114554.11	ENSG00000114554.11	PLXNA1	ENSG00000114554	chr3	-0.25736169239830103	-4.41849099982278	0.0018049975219023102	0.3967489374616228	0.41515584731864213	gene
ENSG00000177485.6	ENSG00000177485.6	ZBTB33	ENSG00000177485	chrX	0.17264585174346303	4.408693810239231	0.00183456964448548	0.10937635209081087	0.1389809740284339	gene
ENSG00000198924.7	ENSG00000198924.7	DCLRE1A	ENSG00000198924	chr10	0.142367668977665	4.397532902034359	0.0018608752109760102	0.45316384039751284	0.4595869837853564	gene
ENSG00000144285.18	ENSG00000144285.18	SCN1A	ENSG00000144285	chr2	0.248656071842042	4.36081042456612	0.00201916613643982	0.313488022185599	0.34218182326939395	gene
ENSG00000168116.13	ENSG00000168116.13	KIAA1586	ENSG00000168116	chr6	0.21752868813393106	4.35938314364645	0.00202737595763673	0.1690849440304268	0.20481684697205815	gene
ENSG00000198780.11	ENSG00000198780.11	FAM169A	ENSG00000198780	chr5	0.16891702414372797	4.35307010661624	0.00205145403948649	0.3881952732986995	0.4082641622376085	gene
ENSG00000092054.12	ENSG00000092054.12	MYH7	ENSG00000092054	chr14	0.314827062387441	4.347163727218811	0.0020865213483290397	0.05341215984074087	0.07359245130779368	gene
