,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,logFC,AveExpr,t,P.Value,adj.P.Val,B,Permutation
ENSG00000124205.15,2675,ENSG00000124205.15,ENSG00000124205,protein_coding,EDN3,1908.0,InGen,0.473690015380511,5,ENST00000337938.6|ENST00000311585.11|ENST00000371028.6|ENST00000371025.7|ENST00000395654.3,-0.565858272303954,1.57163737642495,-5.95100868954994,3.58687353871506e-08,0.0003732700666451,8.36533245705369,04
ENSG00000169432.14,10364,ENSG00000169432.14,ENSG00000169432,protein_coding,SCN9A,6335.0,InGen,0.811080263941654,6,ENST00000409672.5|ENST00000303354.10|ENST00000409435.5|ENST00000452182.1|ENST00000454569.5|ENST00000472119.1,0.336610189160574,3.73285114565044,5.88283366301538,4.89195420990231e-08,0.0003732700666451,8.21018688277955,04
ENSG00000149131.15,3603,ENSG00000149131.15,ENSG00000149131,protein_coding,SERPING1,710.0,InGen,1.23242431162756,13,ENST00000405496.5|ENST00000278407.8|ENST00000457869.1|ENST00000340687.10|ENST00000378323.8|ENST00000378324.6|ENST00000403558.1|ENST00000531797.5|ENST00000531133.5|ENST00000619430.1|ENST00000531605.1|ENST00000528996.1|ENST00000530113.1,0.403105199300163,3.47051139198017,5.87221082598681,5.13355460929246e-08,0.0003732700666451,8.17137042417151,04
ENSG00000135750.14,3627,ENSG00000135750.14,ENSG00000135750,protein_coding,KCNK1,3775.0,InGen,7.82515107172722,6,ENST00000366621.7|ENST00000472190.5|ENST00000366620.5|ENST00000487728.1|ENST00000446915.1|ENST00000472869.1,-0.213453392150752,6.28019476505641,-5.8159583000476,6.62207950760811e-08,0.0003732700666451,7.81548564317395,04
ENSG00000141736.13,10321,ENSG00000141736.13,ENSG00000141736,protein_coding,ERBB2,2064.0,InGen,0.401912706558082,22,ENST00000584601.5|ENST00000584014.5|ENST00000578199.5|ENST00000406381.6|ENST00000541774.5|ENST00000445658.6|ENST00000584450.5|ENST00000582648.5|ENST00000582788.5|ENST00000578373.5|ENST00000269571.9|ENST00000584908.5|ENST00000578709.5|ENST00000584099.1|ENST00000583038.5|ENST00000583391.1|ENST00000578502.1|ENST00000582818.5|ENST00000578630.1|ENST00000584684.1|ENST00000580074.1|ENST00000584888.1,0.401152559705437,3.31499359848003,5.734868975068,9.53950533355434e-08,0.0004149279184219,7.5871507358126,04
ENSG00000139178.10,5014,ENSG00000139178.10,ENSG00000139178,protein_coding,C1RL,51279.0,InGen,0.590938338412558,12,ENST00000539803.5|ENST00000545280.5|ENST00000266542.8|ENST00000504702.2|ENST00000544702.5|ENST00000534950.1|ENST00000543933.5|ENST00000537833.5|ENST00000534969.1|ENST00000545337.1|ENST00000543941.1|ENST00000539927.1,0.407457127961585,2.94948045226105,5.70223323530806,1.10416796493171e-07,0.0004149279184219,7.45393637276414,04
ENSG00000224081.8,10245,ENSG00000224081.8,ENSG00000224081,transcribed_processed_pseudogene,LINC01057,101928079.0,InGen,0.112292958160976,19,ENST00000634870.1|ENST00000635440.1|ENST00000635184.1|ENST00000635408.1|ENST00000634937.1|ENST00000634339.1|ENST00000435559.1|ENST00000442418.5|ENST00000452922.5|ENST00000456551.1|ENST00000432162.5|ENST00000424505.2|ENST00000421997.5|ENST00000414374.1|ENST00000418366.2|ENST00000634861.1|ENST00000424711.1|ENST00000422162.5|ENST00000532087.1,0.54046490786359,1.55457203340305,5.48541544014457,2.88747121514516e-07,0.0009300544783982,6.49908695345022,04
ENSG00000181915.4,3627,ENSG00000181915.4,ENSG00000181915,protein_coding,ADO,84890.0,InGen,5.1058096898088,1,ENST00000373783.2,-0.166729653901424,5.55274538398458,-5.39691256324426,4.25233901386458e-07,0.00119846859682,6.05048250651559,04
ENSG00000171488.14,11724,ENSG00000171488.14,ENSG00000171488,protein_coding,LRRC8C,84230.0,InGen,1.37238767010717,4,ENST00000370454.8|ENST00000479252.1|ENST00000482063.1|ENST00000416805.1,-0.157055354995928,5.35766933192485,-5.30338425335036,6.37929719322292e-07,0.0015981557090621,5.66939886874189,04
ENSG00000150938.9,7122,ENSG00000150938.9,ENSG00000150938,protein_coding,CRIM1,51232.0,InGen,6.12184289219031,8,ENST00000280527.6|ENST00000426856.1|ENST00000428774.1|ENST00000473403.5|ENST00000477491.5|ENST00000497236.1|ENST00000481321.1|ENST00000413985.1,0.146907211619755,6.80167764514531,5.26193427568068,7.62656783730987e-07,0.0017195622502782,5.44445405558065,04
