Feature	Symbol	ensemblID	logFC	adj.P.Val	Type	Comparison
ENSG00000184991.2	TTTY13	ENSG00000184991	-4.36065660436099	5.00519029330606e-133	Gene	CvD
ENSG00000092377.13	TBL1Y	ENSG00000092377	-3.62763341294619	6.609422429188751e-76	Gene	CvD
ENSG00000273906.1		ENSG00000273906	-3.58568628409071	9.649874571937541e-67	Gene	CvD
ENSG00000231436.1	RBMY3AP	ENSG00000231436	-3.63417461971841	1.95578410552374e-50	Gene	CvD
ENSG00000239893.1	ZNF736P9Y	ENSG00000239893	-3.12874937266624	3.95233939112862e-33	Gene	CvD
ENSG00000099715.14	PCDH11Y	ENSG00000099715	2.51974011668389	3.5883570237789005e-32	Gene	CvD
ENSG00000006757.11	PNPLA4	ENSG00000006757	0.31664709498726	2.4212243914418902e-14	Gene	CvD
ENSG00000252766.1	RNU6-255P	ENSG00000252766	1.35356954515343	1.14135079818258e-13	Gene	CvD
ENSG00000232348.2	LINC00279	ENSG00000232348	-1.33490708133666	5.75071968236046e-13	Gene	CvD
ENSG00000146674.14	IGFBP3	ENSG00000146674	0.949975096259109	1.83678707588328e-12	Gene	CvD
ENSG00000227494.2	USP9YP14	ENSG00000227494	1.39861688198184	3.3842408105716e-12	Gene	CvD
ENSG00000114374.12	USP9Y	ENSG00000114374	1.25395035450478	3.31894706978865e-10	Gene	CvD
ENSG00000205664.10		ENSG00000205664	0.366608471792194	6.48945126634416e-09	Gene	CvD
ENSG00000277438.1		ENSG00000277438	0.919121346033597	2.14689880574802e-07	Gene	CvD
ENSG00000185275.6	CD24P4	ENSG00000185275	1.26907435611569	1.05291315608498e-06	Gene	CvD
ENSG00000183878.15	UTY	ENSG00000183878	1.1568214624267	1.25202460877388e-06	Gene	CvD
ENSG00000159214.12	CCDC24	ENSG00000159214	0.306665724991122	3.83155766816376e-06	Gene	CvD
ENSG00000012817.15	KDM5D	ENSG00000012817	1.01866078195584	4.15923558924233e-06	Gene	CvD
ENSG00000130707.17	ASS1	ENSG00000130707	0.405791147459486	7.22048826568636e-06	Gene	CvD
ENSG00000124785.8	NRN1	ENSG00000124785	0.49159771356912	1.55301176844003e-05	Gene	CvD
ENSG00000067048.16	DDX3Y	ENSG00000067048	0.976404791741727	3.0430734153627e-05	Gene	CvD
ENSG00000100784.10	RPS6KA5	ENSG00000100784	-0.270709070429835	4.22106689133324e-05	Gene	CvD
ENSG00000169895.5	SYAP1	ENSG00000169895	0.145002614238231	4.24111500689876e-05	Gene	CvD
ENSG00000115808.11	STRN	ENSG00000115808	-0.246066983674397	4.24111500689876e-05	Gene	CvD
ENSG00000233864.7	TTTY15	ENSG00000233864	0.933323678508372	4.25274758620746e-05	Gene	CvD
ENSG00000241532.1	AGGF1P3	ENSG00000241532	0.604160390522855	4.87097876257413e-05	Gene	CvD
ENSG00000050767.15	COL23A1	ENSG00000050767	0.513215012940856	0.0001071798507995	Gene	CvD
ENSG00000229807.10	XIST	ENSG00000229807	-0.95680478684607	0.0001145938625926	Gene	CvD
ENSG00000099725.14	PRKY	ENSG00000099725	0.912709720420556	0.0001195206137532	Gene	CvD
ENSG00000066629.16	EML1	ENSG00000066629	-0.222427425067389	0.0001412821109851	Gene	CvD
ENSG00000250056.5	LINC01018	ENSG00000250056	0.386958457243508	0.0001412821109851	Gene	CvD
ENSG00000128294.15	TPST2	ENSG00000128294	0.222356040732931	0.0001740341663176	Gene	CvD
ENSG00000160584.15	SIK3	ENSG00000160584	-0.190731810192614	0.0003300836980605	Gene	CvD
ENSG00000246705.4	H2AFJ	ENSG00000246705	-0.293005265881337	0.0003300836980605	Gene	CvD
ENSG00000185567.6	AHNAK2	ENSG00000185567	0.439937565552547	0.0003947772771909	Gene	CvD
ENSG00000256771.2	ZNF253	ENSG00000256771	-0.159252563505515	0.0003955371667754	Gene	CvD
ENSG00000267470.5	ZNF571-AS1	ENSG00000267470	-0.258176396296565	0.0003955371667754	Gene	CvD
ENSG00000163882.9	POLR2H	ENSG00000163882	0.128380698939216	0.0003955371667754	Gene	CvD
ENSG00000257176.2		ENSG00000257176	-0.380172162348906	0.0004219199822023	Gene	CvD
ENSG00000146232.15	NFKBIE	ENSG00000146232	0.228627435648321	0.0007000247521582	Gene	CvD
ENSG00000124610.4	HIST1H1A	ENSG00000124610	0.467205029649956	0.0007182907108641	Gene	CvD
ENSG00000196935.8	SRGAP1	ENSG00000196935	-0.241278711140277	0.0007773309874623	Gene	CvD
ENSG00000149292.16	TTC12	ENSG00000149292	-0.29167858059956	0.0008413583009337	Gene	CvD
ENSG00000157985.18	AGAP1	ENSG00000157985	-0.172320694166657	0.0009060683839166	Gene	CvD
ENSG00000137225.12	CAPN11	ENSG00000137225	0.809860339827588	0.0009070920237368	Gene	CvD
ENSG00000203435.2	E2F3P2	ENSG00000203435	0.485600288663976	0.0009748372309071	Gene	CvD
ENSG00000162373.12	BEND5	ENSG00000162373	0.223059461118854	0.0009920381781129	Gene	CvD
ENSG00000235049.1	LINC00940	ENSG00000235049	-0.571218603691366	0.0013649018732385	Gene	CvD
ENSG00000234449.2		ENSG00000234449	0.393613389868018	0.0013802340162203	Gene	CvD
ENSG00000160691.18	SHC1	ENSG00000160691	0.206014134282004	0.0014030459437671	Gene	CvD
ENSG00000175224.16	ATG13	ENSG00000175224	-0.118884237806269	0.0014030459437671	Gene	CvD
ENSG00000185909.14	KLHDC8B	ENSG00000185909	0.281669232179498	0.0014934873358297	Gene	CvD
ENSG00000106605.10	BLVRA	ENSG00000106605	0.174545025017941	0.0016758797665357	Gene	CvD
ENSG00000089280.18	FUS	ENSG00000089280	-0.130161693993499	0.0016758797665357	Gene	CvD
ENSG00000114446.4	IFT57	ENSG00000114446	0.187482708906633	0.0018693036646548	Gene	CvD
ENSG00000173809.16	TDRD12	ENSG00000173809	-0.462758806748437	0.0018726038583059	Gene	CvD
ENSG00000181585.3	TMIE	ENSG00000181585	0.392388163255701	0.0018726038583059	Gene	CvD
ENSG00000185477.4	GPRIN3	ENSG00000185477	-0.33767934833845	0.0018726038583059	Gene	CvD
ENSG00000120685.19	PROSER1	ENSG00000120685	-0.124501920407209	0.0019958031943924	Gene	CvD
ENSG00000123130.16	ACOT9	ENSG00000123130	0.155135400899785	0.0023208206782994	Gene	CvD
ENSG00000221914.8	PPP2R2A	ENSG00000221914	-0.165213102272186	0.0023208206782994	Gene	CvD
ENSG00000126883.16	NUP214	ENSG00000126883	-0.126259691909867	0.0033937148610238	Gene	CvD
ENSG00000129824.15	RPS4Y1	ENSG00000129824	0.809539019255087	0.0033937148610238	Gene	CvD
ENSG00000131002.11	TXLNGY	ENSG00000131002	0.843661698460559	0.0033937148610238	Gene	CvD
ENSG00000139946.9	PELI2	ENSG00000139946	-0.174438051462332	0.0033937148610238	Gene	CvD
ENSG00000164741.14	DLC1	ENSG00000164741	-0.170462856625371	0.0034254459934656	Gene	CvD
ENSG00000115297.10	TLX2	ENSG00000115297	-0.76149671705952	0.0034254459934656	Gene	CvD
ENSG00000130939.18	UBE4B	ENSG00000130939	-0.0982628562219731	0.0034254459934656	Gene	CvD
ENSG00000170011.13	MYRIP	ENSG00000170011	0.238429202806577	0.003461296794346	Gene	CvD
ENSG00000101846.6	STS	ENSG00000101846	0.245662342742938	0.0035996491380365	Gene	CvD
ENSG00000172817.3	CYP7B1	ENSG00000172817	-0.232067482917488	0.0035996491380365	Gene	CvD
ENSG00000118520.13	ARG1	ENSG00000118520	0.781644019529909	0.0035996491380365	Gene	CvD
ENSG00000188051.6	TMEM221	ENSG00000188051	0.391768508254753	0.0036064493763278	Gene	CvD
