ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
C1969372	Tubulointerstitial fibrosis	258	-0.65131046234915	-2.60347163507251	1e-10	3.94666666666667e-07	3.05789473684211e-07	1733	tags=27%, list=10%, signal=25%	AGER/TGFBR1/ZEB2/CILK1/BMP2/CCL5/HDAC1/SIRT2/NFE2L2/AGT/HAVCR1/TNFRSF10D/GPNMB/NOTCH1/TGFB1/PTGDS/ANGPT4/OSM/NOS3/FOXC1/NIBAN1/ICAM1/C5AR1/PLPP3/B2M/ALB/MUC1/MYD88/FOXO1/CD68/KL/CYBB/RGCC/IL18/BGN/SGK1/ADAMTS1/SPARC/IL1A/ANGPT2/SDC4/CDH1/IL1B/MSC/CSF1/PRSS55/CCN2/TLR4/IL6/SOCS3/CCR5/ACP5/CAV1/GDNF/C3AR1/LAYN/HPGDS/C3/NOD2/TXNIP/ACE2/SPP1/GRAP2/MMRN1/CXCL8/TTR/LRP2/S100A8/XIST
C0023267	Fibroid Tumor	351	-0.585243104197511	-2.38513523128542	1e-10	3.94666666666667e-07	3.05789473684211e-07	2262	tags=27%, list=12%, signal=24%	GSTM1/CALD1/HSPA1A/KLF11/SOX2/TP53/GPER1/THBS1/S100A4/ALDH1A1/PDGFRA/SORD/SFRP4/IGFBP1/RAD51B/AHR/EBI3/ITGB1/GJA1/IGFBP7/PBX3/TGFBR1/BMP2/HPGD/MYLK/ITGAV/EDN1/NES/CD34/CYP4F3/FBLN1/GLI1/TGFB1/PLAAT4/ANGPT4/LAT2/TGFB3/HSPA1B/PLIN2/PTPN22/RXFP2/IGFBP3/NOS3/FMOD/MVP/NLRC5/PSMB9/PGR/IL18/REST/SALL1/SPINT1/AR/FGR/THBS2/VWF/TES/PECAM1/GADL1/ANGPT2/LTBP2/TNFSF10/FGF1/CDH1/TP63/IL1B/S100A11/IFITM1/CHST3/IFNA13/ERBB3/PDCD1LG2/CCN2/IL6/ATF3/CD24/SFRP1/CAV1/HPGDS/KLF4/TACR3/PCDH11X/ITGA2/ADAMTS4/PLP1/MMRN1/CD44/TNC/CXCL8/MAGEC3/COL4A5/CR2/SLC27A6/TSIX/XIST
C0042133	Uterine Fibroids	475	-0.536163598883544	-2.2461458766873	1e-10	3.94666666666667e-07	3.05789473684211e-07	2262	tags=25%, list=12%, signal=22%	SLC2A1/XPC/CDKN2A/GPR17/GSTM1/CALD1/HSPA1A/KLF11/SOX2/TP53/GPER1/THBS1/PCOLCE/S100A4/KANK1/ALDH1A1/POGLUT3/PDGFRA/HPSE2/SORD/SFRP4/IGFBP1/C11orf65/RAD51B/AHR/EBI3/BMP8B/TMED7/OXER1/FKBP5/ACVRL1/ITGA5/ITGB1/GJA1/IGFBP7/PBX3/CDK19/BMP2/HPGD/MYLK/ITGAV/HK3/EDN1/MMP14/NES/IGFBP5/CD34/CYP4F3/GLI1/TGFB1/PLAAT4/LAT2/TGFB3/HSPA1B/PLIN2/PTPN22/RXFP2/IGFBP3/CASP1/NOS3/FMOD/MVP/BRCA1/NLRC5/ENG/PSMB9/FOXO1/PGR/PACC1/IL18/REST/SALL1/SPINT1/AR/FGR/THBS2/TES/GADL1/ANGPT2/LTBP2/TNFSF10/CDH1/TP63/IL1B/IFITM1/CHST3/IFNA13/EDIL3/CYP24A1/PRSS55/PDCD1LG2/CCN2/ATF3/CD24/SFRP1/CAV1/HPGDS/KLF4/SLPI/TACR3/PCDH11X/ITGA2/ADAMTS4/LGR6/PLP1/SPP1/MMRN1/CD44/TNC/CXCL8/SULT1B1/MAGEC3/COL4A5/CR2/SLC27A6/TSIX/XIST
C0024143	Lupus Nephritis	368	-0.55586964160258	-2.2821554653236	1.01887593659528e-09	2.41269821785762e-06	1.86936921840587e-06	2759	tags=37%, list=15%, signal=32%	CFH/AIMP1/NFKB1/IL10RA/MEFV/TFPI/CCL2/ABCD1/TLR9/NOTCH3/MT1E/MCL1/TLR3/PON1/ABCC11/PCSK9/PODXL/TRIM21/GABPA/TNFRSF13C/RIPK3/ANXA2/MT1X/IL32/S100A4/ITPRIP/PDGFRA/GSTP1/MT2A/PON2/TRAF1/TLR5/IFI44/EPHX1/AGER/ICOSLG/FCGR2B/IFIH1/FLT3LG/ITGAM/EDN1/FCGRT/CCL5/TLR7/TNFAIP3/NFE2L2/LGALS9/CD34/AGT/HAVCR1/CD74/TGFB1/PLAAT4/HSPG2/PTGDS/HAVCR2/CTSS/FLI1/APOL1/IKZF1/OSM/NOS3/NFATC1/IL10/ICAM1/C5AR1/FTH1/HLA-C/B2M/ALB/PSMB9/SLC5A11/FOXO1/PTGS1/SYK/CD68/CXCL10/KL/GPRC5B/HLA-DRB1/IL18/BGN/S100B/SGK1/PECAM1/ANP32B/DDR1/LAPTM5/SELE/ANGPT2/CXCL16/PROCR/CX3CR1/IL1B/IFNA13/GSTA1/CLEC7A/ITGB2/CSF1/CCR1/CFB/TIMP1/RHBDF2/CCN2/TLR4/IL6/CSF1R/CCR5/CD40/C3AR1/TLR2/IFNA2/FCGR3B/C3/TNFRSF12A/HLA-DQA1/TYROBP/VCAM1/FCN1/FCGR3A/ARHGEF5/CD163/FCGR2A/SPP1/CD28/GRAP2/CD44/CLEC4E/CP/CXCL1/CXCL8/SERPINA3/FCAR/TTR/S100A8
C0162871	Aortic Aneurysm, Abdominal	455	-0.520109303473736	-2.17262385466541	8.77878285476178e-10	2.41269821785762e-06	1.86936921840587e-06	2630	tags=33%, list=15%, signal=29%	HEY2/SOX9/NOTCH3/TIMP3/TLR3/TNFAIP6/ANKRD44-IT1/LTB4R/ABCC11/PCSK9/PPARA/MIR30A/DCN/IL6R/CAT/CD1D/CDKN2A/HPN/SORT1/ABCC6/CYSLTR1/GABPA/RIPK3/TP53/ANXA2/THBS1/KAT2B/CDKN2B/MYO9B/TAGLN/MNDA/FOXO4/NCF1/CETP/FLT1/EBI3/IL1R1/AGER/FCGR2B/TGFBR1/CYP2J2/MFAP4/IFIH1/HPGD/MYLK/ITGAM/STAT5A/MMP14/FCGRT/ABCA1/HDAC1/NFE2L2/AGT/LRP10/CD14/NOTCH1/TGFB1/PLAAT4/UCP2/SERPINF2/HSPG2/CTSS/P2RY12/TGFB3/EHF/EGLN3/ALOX5/ARSI/PTPN22/CASP1/TDRD10/NOS3/IL10/ICAM1/HLA-DOA/KYNU/CD69/TGFBR2/MCAM/ZC3H12A/FOXO1/PGR/CD68/CYBB/HLA-B/HLA-DRB1/IL18/ZIC3/LPA/HLA-A/BGN/AR/VWF/ADAMTS1/PECAM1/IL1A/ICAM2/ANGPT2/CD22/CXCL16/SERPINA1/CX3CR1/TP63/IL1B/LINC00540/IFNA13/PTPRC/MSC/ANGPTL2/ITGB2/CSF1/PRSS55/TIMP1/CCN2/TLR4/IL6/DUOX2/CCR5/ABO/CAV1/CD40/DUOX1/TLR2/ALOX5AP/FCGR3B/C3/TWIST1/KLF4/MYRF/HLA-DQA1/TYROBP/VCAM1/SERPINA5/PTGER4/SELL/AQP1/FCGR3A/SLC16A1/ACE2/CNN2/SPP1/CD28/SELENOP/CXCR2/GRAP2/MMRN1/CD44/CXCL8/SERPINA3/S100A8
C4048329	Immunosuppression	478	-0.507205982885301	-2.12302089324801	3.09637203704453e-09	6.11017415310121e-06	4.73418987769177e-06	2783	tags=35%, list=15%, signal=30%	EPHA2/RGN/CFH/PLAT/DNER/CCL2/CD33/TLR9/TLR3/TNFAIP6/MRC1/PPARA/DCN/PGF/CNTF/CLDN4/TFRC/CD1D/CDKN2A/BCHE/GSTM1/HSPA1A/GABPA/TP53/SEPSECS/KDR/CD52/CFLAR/IRAK3/IFI16/IL4R/PDGFRA/AK3/CD4/CETP/ELK3/SERPINB6/AHR/EBI3/LRRC32/FKBP5/AQP4/IKZF2/TSPO/SAA2/FCGR2B/IGFBP7/MSN/IFIH1/ICAM3/ITGAM/OCLN/FGL2/CCL5/ABCA1/VAV1/SLC5A4/SIRT2/FUT4/NFE2L2/LGALS9/CD34/ZHX2/HAVCR1/HLA-DPB1/PTAFR/CD14/ANXA1/MITF/TGFB1/PLAAT4/RBM47/PRF1/HAVCR2/LAMA2/ALOX5/PTPN22/PRKCQ/TIGIT/ABCG2/CD177/IL10/BEST1/MVP/ABCB1/APOB/ICAM1/HLA-C/SERPINH1/LILRB2/ALB/HLA-DRA/CD69/ITGAL/SEMA6A/MUC1/MYD88/HLA-E/PGR/CXCL10/CYBB/CSF3/HLA-DRB1/IL18/ZIC3/LPA/S100B/VWF/ANP32B/IL1A/GADL1/SCD/ANGPT2/EMP1/DLL1/TNFSF10/LILRB4/VSIR/IL1B/GRAP/IFNA13/CLEC7A/MSC/IFIT2/ITGB2/CSF1/PDCD1LG2/ADA/TIMP1/PMP22/TLR4/IL6/CREB5/ATF3/CSF1R/SOCS3/TREM1/CNTN2/CCR5/ABO/CAV1/CD40/MOG/MBP/TLR2/IFNA2/HLA-DQB1/LYZ/SLPI/HLA-DQA1/VCAM1/ARHGEF5/SLC16A1/FPR2/IL2RG/SPP1/CD28/CXCR2/CLEC5A/GRAP2/TNC/CXCL1/CXCL8/TTR/S100A9
C0003486	Aortic Aneurysm	211	-0.63935842038765	-2.50477535874094	8.6656162007511e-09	1.46572708309847e-05	1.13565180736159e-05	2353	tags=31%, list=13%, signal=27%	TIMP3/ND5/LTB4R/IL6R/CAT/CDKN2A/SLC2A10/ND4/TP53/THBS1/CDKN2B/TAGLN/SMAD6/FOXO4/CASP4/ACVRL1/TGFBR1/BMP2/IFIH1/MYLK/SAMHD1/EDN1/MMP14/FCGRT/LYVE1/HDAC1/UHRF1/AGT/NOTCH1/TGFB1/UCP2/FLNB/CTSS/KLF15/TGFB3/ALOX5/NOS3/IL10/TYMS/TGFBR2/HBEGF/CD68/HLA-DRB1/ZIC3/AR/PECAM1/ANGPT2/IL1B/IFNA13/MSC/ANGPTL2/PRSS55/TLR4/IL6/KLF4/SLPI/RGS1/NOD2/AQP1/SPP1/TNC/CXCL8/S100A12/S100A9/XIST
C0042384	Vasculitis	225	-0.622979322256431	-2.45998334874578	3.30848047125319e-08	3.56112807087617e-05	2.75917773272455e-05	2759	tags=45%, list=15%, signal=39%	CFH/LEPR/NFKB1/PLAT/MEFV/CCL2/TLR9/BTG3/ABCC11/PODXL/NFKB2/CD81/CIITA/CD1D/CASP10/TNFRSF13C/ARPC1B/ELK3/TLR5/AHR/FCGR2B/ZEB2/IFIH1/SAMHD1/MOCOS/CCL5/TLR7/PALD1/IFIT3/AGT/HLA-DPB1/WAS/TGFB1/FLNB/CAPS/LAMP3/PTPN22/IKZF1/CD177/NOS3/TNFRSF1B/IL10/ICAM1/C5AR1/HLA-C/ALB/SEMA6A/MYD88/SYK/CXCL10/HLA-B/CSF3/HLA-DRB1/IL18/VWF/IL1A/CFI/ANGPT2/CD22/ADIPOR2/SERPINA1/CX3CR1/IL1B/CLEC7A/RASGRP3/ITGB2/CCR1/ADA/STS/PMP22/TLR4/IL6/ANPEP/WIPF1/LPAR1/TREM1/CCR5/CAV1/CD40/TLR2/FCGR3B/HLA-DQB1/LAMP2/HLA-DQA1/VCAM1/FCN1/FCGR3A/SLC26A5/CD163/FCGR2A/C4A/CD28/GRAP2/TNC/CP/CXCL1/SERPINA3/S100A12/S100A9/CR2/S100A8
C0017658	Glomerulonephritis	313	-0.566601499587932	-2.302360541761	2.81476394408757e-08	3.56112807087617e-05	2.75917773272455e-05	3221	tags=40%, list=18%, signal=33%	TGFB1I1/GREM1/CDK2AP2/THBD/SERPING1/C1GALT1/P2RX7/PAMR1/ERN1/AIF1/PLEKHA7/S100A10/CFH/MEFV/CCL2/ABCD1/TLR9/IRAK4/TLR3/PON1/PPARA/CD81/DCN/TRIM21/TFRC/CDKN2A/CASP10/ANXA5/EIF1/NEO1/TAGLN/TLR1/TLR5/RUNX1/ITGB1/TGM2/MSN/ITGAM/CCL5/TLR7/ABCA1/AGT/HAVCR1/PTAFR/TBXAS1/CD74/TGFB1/PLAAT4/MYL9/PRF1/FLI1/APOL1/EGLN3/ALOX5/IKZF1/CASP1/NOS3/TNFRSF1B/IL10/ACKR2/ABCB1/ICAM1/C5AR1/ITGB3/ALB/CD48/TGFBR2/MUC1/HBEGF/MYD88/SYK/CXCL10/CYBB/CSF3/HLA-DRB1/IL18/HLA-A/ITGB4/HCLS1/ANP32B/IL1A/GJA5/DDR1/CFI/SELE/SERPINA1/CX3CR1/THEMIS2/IL1B/IFNA13/ITGB2/TIMP1/CCN2/TLR4/IL6/CD40/GDNF/C3AR1/CNDP1/LAYN/IFNA2/ALOX5AP/FCGR3B/FOXD1/HLA-DQB1/C3/VCAM1/SELL/ITGA2/FCGR3A/IKZF3/CD163/FCGR2A/SPP1/C4A/CD28/CR1/MMRN1/CP/CXCL1/CXCL8/FCAR/S100A9/COL4A5/S100A8
C0685938	Malignant neoplasm of gastrointestinal tract	328	-0.555627501502691	-2.26993778787284	3.24256060631534e-08	3.56112807087617e-05	2.75917773272455e-05	2262	tags=27%, list=12%, signal=24%	GSTM1/SORT1/ABCC6/SOX2/TP53/CDKN2B/S100A4/NET1/IRF1/BAG3/IL4R/GSTP1/FOXO4/LILRB1/FLT1/AHR/CFTR/GUCY2C/STK31/ZEB2/HPGD/PSCA/HDAC1/SIRT2/FUT4/LGALS9/AGT/CD14/BUB1/ANXA1/NOTCH1/ABCC2/TGFB1/FGFR2/HAVCR2/ALOX5/ABCG2/TNFRSF1B/IL10/FOXC1/ABCB1/PLXNB1/TYMS/BRCA1/ALB/TGFBR2/MUC1/MARCKSL1/PTGS1/CSF3/IL18/CBR1/LPA/HCLS1/SPARC/CDH1/IFNA13/TYMP/ERBB3/CFB/TIMP1/KRT18/IL6/DUOX2/CD24/ABO/CD82/HPGDS/IFNA2/TGFA/SOX10/KLF4/CEACAM1/MAL/ALX4/NOD2/TXNIP/DMBT1/FAM107B/HHIP/SELENOP/LGR5/CD44/CXCL8/TTR/S100A9/XIST
