query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.00521867957383645	377	90	11	0.122222222222222	0.0291777188328912	GO:0007159	GO:BP	leukocyte cell-cell adhesion	18123	3072	GO:0098609
query_1	TRUE	0.00834454540417325	854	90	16	0.177777777777778	0.0187353629976581	GO:0001816	GO:BP	cytokine production	18123	594	GO:0010467|GO:0032501
query_1	TRUE	0.0083623097403555	2886	90	32	0.355555555555556	0.0110880110880111	GO:0035556	GO:BP	intracellular signal transduction	18123	10495	GO:0007165
query_1	TRUE	0.0112473383373035	138	90	7	0.0777777777777778	0.0507246376811594	GO:0002687	GO:BP	positive regulation of leukocyte migration	18123	1337	GO:0002684|GO:0002685|GO:0030335|GO:0050900
query_1	TRUE	0.0127144622326966	498	90	12	0.133333333333333	0.0240963855421687	GO:0001819	GO:BP	positive regulation of cytokine production	18123	597	GO:0001816|GO:0001817|GO:0010628|GO:0051240
query_1	TRUE	0.0146970849895883	341	90	10	0.111111111111111	0.0293255131964809	GO:1903037	GO:BP	regulation of leukocyte cell-cell adhesion	18123	26123	GO:0007159|GO:0022407
query_1	TRUE	0.018289927403926	27	90	4	0.0444444444444444	0.148148148148148	GO:1905523	GO:BP	positive regulation of macrophage migration	18123	28387	GO:0002687|GO:1905517|GO:1905521
query_1	TRUE	0.0207766382481341	100	90	6	0.0666666666666667	0.06	GO:0032642	GO:BP	regulation of chemokine production	18123	8915	GO:0001817|GO:0032602
query_1	TRUE	0.0215451466118352	617	90	13	0.144444444444444	0.0210696920583468	GO:0002694	GO:BP	regulation of leukocyte activation	18123	1344	GO:0002682|GO:0045321|GO:0050865
query_1	TRUE	0.0220013807202606	101	90	6	0.0666666666666667	0.0594059405940594	GO:0032602	GO:BP	chemokine production	18123	8875	GO:0001816
query_1	TRUE	0.0338005761834546	847	90	15	0.166666666666667	0.0177095631641086	GO:0001817	GO:BP	regulation of cytokine production	18123	595	GO:0001816|GO:0010468|GO:0051239
query_1	TRUE	0.0452840070004957	662	90	13	0.144444444444444	0.0196374622356495	GO:0050865	GO:BP	regulation of cell activation	18123	15430	GO:0001775|GO:0050794
query_1	TRUE	0.0456343485582329	566	90	12	0.133333333333333	0.0212014134275618	GO:0002521	GO:BP	leukocyte differentiation	18123	1175	GO:0030097|GO:0030154
query_1	TRUE	0.04730369589707	172	90	7	0.0777777777777778	0.0406976744186047	GO:0032635	GO:BP	interleukin-6 production	18123	8908	GO:0001816
query_1	TRUE	0.04730369589707	172	90	7	0.0777777777777778	0.0406976744186047	GO:0032675	GO:BP	regulation of interleukin-6 production	18123	8948	GO:0001817|GO:0032635
query_1	TRUE	0.033412671085286	15	91	3	0.032967032967033	0.2	GO:0045028	GO:MF	G protein-coupled purinergic nucleotide receptor activity	18679	7134	GO:0001614|GO:0004930
