gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,z.std,ensembl_gene_id,position,Direction,hgnc_symbol,percentage_gene_gc_content,gene_biotype,chromosome_name
ENSG00000174796.12,-0.142817150112442,3.60146137412955,-5.00570210536702,7.69659697422371e-07,0.0152302354674134,-4.94290759445047,ENSG00000174796,12,DOWN,THAP6,40.52,protein_coding,4
ENSG00000198873.11,0.174952836667101,3.6746684123911,4.76575040219446,2.46245597166119e-06,0.0152302354674134,4.7112139118224,ENSG00000198873,11,UP,GRK5,50.47,protein_coding,10
ENSG00000164620.8,0.251648933460999,4.48060687539443,4.70813105766803,3.23251033188262e-06,0.0152302354674134,4.65546454439823,ENSG00000164620,8,UP,RELL2,60.0,protein_coding,5
ENSG00000152558.14,-0.227383551910653,5.92339659960738,-4.58705846590012,5.74735751390665e-06,0.0152302354674134,-4.5354765096208,ENSG00000152558,14,DOWN,TMEM123,40.62,protein_coding,11
ENSG00000128915.11,-0.153500387797137,5.26898051321402,-4.57842107021756,5.90373101580694e-06,0.0152302354674134,-4.52980800732296,ENSG00000128915,11,DOWN,ICE2,36.91,protein_coding,15
ENSG00000169379.15,-0.144490375880913,3.58390917198652,-4.53425186307851,7.22430967883376e-06,0.0152302354674134,-4.48697042984146,ENSG00000169379,15,DOWN,ARL13B,36.2,protein_coding,3
ENSG00000163428.3,-0.164784750306384,6.38118482836252,-4.49700535643272,8.61948314778543e-06,0.0152302354674134,-4.44918977418289,ENSG00000163428,3,DOWN,LRRC58,38.96,protein_coding,3
ENSG00000155367.15,0.228776742487089,1.83638290434873,4.42498144087095,1.18195550991228e-05,0.0152302354674134,4.38088996677055,ENSG00000155367,15,UP,PPM1J,58.3,protein_coding,1
ENSG00000220804.8,-0.224479048235869,2.12628364107524,-4.493042642436,8.70852921924607e-06,0.0152302354674134,-4.44698160439889,ENSG00000220804,8,DOWN,LINC01881,39.72,transcribed_unprocessed_pseudogene,2
ENSG00000057593.13,0.28459144760138,-0.0351554859579767,4.48560017227069,9.05303551591791e-06,0.0152302354674134,4.4386369926767,ENSG00000057593,13,UP,F7,61.36,protein_coding,13
ENSG00000172817.3,-0.194205560795647,4.0348218506069,-4.48448902229309,9.09386192785782e-06,0.0152302354674134,-4.43766828393892,ENSG00000172817,3,DOWN,CYP7B1,37.55,protein_coding,8
ENSG00000198818.9,-0.152785179345215,3.979944098685,-4.47854791727248,9.33988435764388e-06,0.0152302354674134,-4.4319172978796,ENSG00000198818,9,DOWN,SFT2D1,43.21,protein_coding,6
ENSG00000188404.8,-0.473004355108499,0.894958980537159,-4.45612507267195,1.03227770264506e-05,0.0152302354674134,-4.41029945031151,ENSG00000188404,8,DOWN,SELL,38.85,protein_coding,1
ENSG00000122435.9,-0.195373301011951,3.52680752633903,-4.45376417073558,1.0392253177862e-05,0.0152302354674134,-4.40884674120178,ENSG00000122435,9,DOWN,TRMT13,35.8,protein_coding,1
ENSG00000034053.14,0.151369857761891,7.37905192495851,4.42721574526103,1.18035915818263e-05,0.0152302354674134,4.38118440975411,ENSG00000034053,14,UP,APBA2,48.63,protein_coding,15
ENSG00000070610.14,0.140537202053357,6.22203437211223,4.48632112270287,8.97679837139918e-06,0.0152302354674134,4.44045713753151,ENSG00000070610,14,UP,GBA2,50.7,protein_coding,9
ENSG00000134758.13,-0.142423227582046,4.68191217454681,-4.39440277261974,1.35408263473535e-05,0.0164218362825522,-4.35117768222746,ENSG00000134758,13,DOWN,RNF138,40.1,protein_coding,18
