"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12195",-0.00127066632820038,-0.0605382385723169,-0.0417071741450154,0.0128682297294324,-0.0238469370009258,0.000171555271517361,-0.0414707996927163,-0.0216698372458212,-0.0362262548827473,0.00927947054160987,0.0050470684363665,-0.000990082216594135,-0.00859724898885172,-0.00178750412026629,0.049361398722342,-0.0376182557962702,-0.024796519639442,-0.00774059287854313,0.00200444137516131,-0.0223964691648149,-0.0336656442339246,0.0291872179853216,-0.0313712241669292,-0.0107890878838934,0.0122002491174014,-0.0572811734580007
"R12198",-0.0105681309201237,-0.0767901304645346,-0.053890905217601,-0.0414311313457483,0.0270111724082904,0.0490977833742894,-0.0146285134464945,-0.0468987240187947,-0.0654510954742731,0.0325487618397452,-0.0169838969095515,0.0241026271520488,0.0434888446137734,0.040167425691543,-0.027626724016657,-0.0260059286214777,0.01692764598471,-0.0737944565679737,-0.0347047532011271,-0.0337967484251276,-0.0424358133371477,0.0281410575816804,-0.000423596666547121,0.00820132861285328,-0.00844500109376356,-0.0776594573526135
"R12199",0.001236746558267,0.0221825995439474,0.0196988131636892,-0.0310787484794655,-0.0128327178324716,0.0162538087473368,-0.00966716452999534,0.0205844557498963,0.0150026416476187,-0.0524842088772661,-0.0202217520431817,0.0209308523113982,0.00114887564398013,0.0105323143722359,-0.00987131451839676,-0.0329693444580978,-0.00447391214830006,-0.0356958192520601,-0.0214821702415955,-0.0270599473629354,-0.0345491466403724,0.00607706203114899,-0.0200180623897326,0.00266238305340138,0.000734745953199112,-0.0117054716239586
"R12200",0.0314517209295682,0.0436684581121723,0.0419341532562166,0.0703351437481867,-0.029097276258214,-0.0499665243116266,-0.073856411552568,0.0586106690605105,0.085992070955609,-0.0491518344980901,0.0288696545520887,-0.0272682461598913,-0.0494759123721521,-0.0039038584501185,0.0513919580702961,-0.0446603134299446,-0.0705866574817928,0.0215105005716308,0.0713696607511541,0.0523270632588974,0.0181181662544408,0.0502350331559131,-0.0605390279806786,-0.0488373571651264,0.0143892626581577,0.0583162842863368
"R12258",0.0184575476314311,-0.0264342195092731,-0.006992220948122,0.0197736907479229,-0.038395764624291,0.00253839946248966,0.015219795004332,0.00893327384148005,-0.00041547743372846,0.0412009862144949,-0.016066889926491,-0.00311564823242229,-0.000103819832986177,-0.0673667615703705,0.0458945993340674,-0.0678390413543015,-0.0384612835503145,-0.0315414417482358,-0.0160191445139886,-0.019415045925169,-0.0521795651058353,0.0609826390242056,-0.0356673091610645,0.0298713204258518,0.0289327057280732,-0.0431809274307117
"R12259",0.00909122450048669,-0.0773610418503811,-0.066373598163559,0.0449496510684307,-0.0998751832064248,-0.117526779160771,0.0576472208647473,-0.0236794432550541,-0.0157817812203748,-0.113590553888775,0.0339878696265505,-0.0598202129754444,-0.105152321235666,-0.133158897010546,0.0341849973383279,-0.0562098546261045,-0.117492245046049,-0.0233625136786365,0.0451315030373357,0.0145079069551098,0.00392798746372991,0.0772738674875745,-0.0668602542503264,-0.0143189406268703,-0.00281540848215956,-0.0198644827084438
"R12260",-0.0225878549650657,-0.183238343934141,-0.137677970668945,0.015972095384185,0.0203923414219745,-0.0308598539398497,-0.0151427870777996,-0.112080872198531,-0.137025412388479,-0.0377733209459345,0.0170704534332745,-0.0316128017381656,-0.0324395774361235,0.00860186583410538,0.0211721692402902,-0.0365520352028015,-0.0413393288178233,0.0464537090574658,-0.0188498662227603,-0.01117944404055,-0.0212831250285773,-0.0306478533270183,-0.0144101254706329,-0.0126071042628118,-0.0025760541397114,-0.133459100975773
"R12263",-0.0585785827703436,-0.0932763139390088,-0.0524486861555162,-0.0244269549491867,-0.0331531662965701,-0.0301082955700403,-0.0519566714112988,-0.0918646149723814,-0.0955724423809183,0.0160012348166266,0.0252475167851094,-0.0499427707459499,-0.00284736945872688,-0.071024969555818,0.0364901185339337,-0.0195200859699477,-0.0204083405237535,0.0119531410049804,-0.00522611234581305,-0.0397633850096371,-0.0303204325060625,-0.0405516346857351,0.0259159075639324,-0.0127300203077845,0.0655963753615045,-0.0813721443301987
"R12264",-0.0363002834052923,-0.0785626881093946,-0.049077902863297,-0.0464709113517906,0.0370780215814411,-0.0130720834973566,0.00671495263497069,-0.0683198369188785,-0.0821041755302579,0.00287417464169221,0.0108925287222448,-0.0358534487651772,0.0186577610346136,0.0234924697815768,-0.0491748921154564,-0.0202422976640527,-0.00195304006540202,-0.0555093467353623,-0.0238308042280292,-0.0446845640446051,-0.041396750038797,-0.0214293880053102,0.0218320785423521,0.0116541705494776,-0.00824426785917003,-0.0759584390148593
"R12265",0.00750423815145873,-0.134544569853568,-0.128615748729422,0.0233176958386873,-0.027974246634016,-0.0500275285617334,-0.0384485545240651,-0.064695040713834,-0.0967181755325263,-0.0753483361074631,0.059918838816416,-0.00724203101796139,-0.0572557102035377,-0.0380143603825179,-0.00718988642529437,0.0291073617903521,-0.0123268477603293,0.0682461577904143,0.0351144631990799,0.0315685890878587,0.0363935778477193,-0.0376924361947637,0.00362608959186812,-0.0748992423818455,-0.018716801866912,-0.0598050742840799
"R12266",-0.0126517233832826,-0.0972901358393944,-0.0855899731207787,-0.026483924900863,-0.0152334182137558,-0.00366527357820934,-0.00334339402250287,-0.0570836367351061,-0.0816570172007219,-0.00995285464938789,0.00188799485405441,-0.0184700281353849,0.000899079760315819,-0.018824860652079,-0.0311801730058559,-0.0104987375583072,0.00283726465809533,-0.0554546865375665,-0.00738455031114371,-0.0223242888293614,-0.0224595023746462,-0.0128197499716911,0.00336545469983981,-0.00617006813256666,-0.0384128081374122,-0.0747761009117515
"R12276",-0.254649955700126,-0.00123474346049988,0.156111695313375,-0.177259733373955,0.132066722644,-0.0634117346861953,-0.044054984641782,-0.21961531102141,-0.148100661095613,0.0348221368055881,0.0312745056732057,-0.205274733058,0.114077702400456,0.0884996616724642,0.100324240769164,-0.135153819034681,-0.0269284991280985,-0.0982116006839212,-0.192817592654845,-0.312192273706327,-0.318221862986662,-0.0577009574543467,0.209524666798726,0.0830773203903972,0.234396275556024,-0.257651932683076
"R12277",0.0423954079005605,-0.0436694545023593,0.00543367167127349,0.00819199621863533,0.0799160935981352,-0.0219070596719468,0.00391810203234101,0.0188515157062605,0.00590393755572783,0.0343572336483113,0.0282871850340705,-0.0286615185715588,-0.000715817606332077,0.123462728305014,-0.00565786613845512,-0.115399066396437,-0.0676125967267663,-0.106042186812239,0.00280681328982317,-0.018662429791573,-0.0736194782079968,0.0766251910202429,-0.0531522859299116,0.0184056753028006,-0.00340498080108389,-0.0524562632723026
"R12278",0.0570916915530691,-0.0848412834060659,-0.0817741704887374,0.0149980589486687,0.010657154719243,0.00802858599232412,-0.0582365201510135,0.00954676202905512,-0.034721231209817,-0.0230347709508188,0.00348032030063238,0.0245364357303206,-0.00545820214911125,0.0326804572425944,-0.0426927780152258,-0.0043436818600435,-0.0056100560566298,-0.0494948122850694,0.0246472046651004,0.035332685673679,0.0210937366229872,0.0383406757704809,-0.0280307012740881,-0.0386704446425518,-0.0507500587735758,-0.0288466768907492
"R12279",0.0432788576444661,0.0501983961943185,0.054206085361466,0.0665491777869665,0.0189587761510924,-0.0285367482979142,0.00185443756247437,0.0655377792466857,0.0805766072332315,-0.0256939809854811,-0.00988470070986767,0.00109535552280118,-0.061564544462174,0.0414526348806497,0.0761953825848081,-0.0334402553557218,-0.0588586430860529,0.090023155593304,0.019079840900362,0.0461897809055769,0.0148073692010638,0.0321166541188498,-0.0473259198888801,0.0107159075741182,0.0271951568806783,0.0430811127693567
"R12280",-0.00712119028592215,-0.11718039642622,-0.104755548831151,-0.0229968402237579,0.0213458020644759,-0.0266084102974838,0.0192602667733567,-0.0606986143097165,-0.0905609531831753,-0.0685670769105404,0.0184917901979835,-0.0170095623903202,-0.0442540331608915,0.0168744726833683,-0.0705680517429213,-0.00175178317132246,-0.0302780010773682,0.0331992880341643,0.0353995480229078,0.021088505152288,0.0260486569579377,-0.0858284276167391,-0.0068309922367406,-0.0381208116551705,-0.0362993771369212,-0.0549771083336043
"R12281",-0.0199116296620694,0.0535579116445764,0.0559672903925921,-0.0138939513171665,0.0158834731770684,0.000482144269890489,0.0916058554391396,0.0223388677153596,0.0330398031357765,0.0948881110587361,-0.00366937981574725,-0.0151038313492406,0.0182560273558256,0.00987039949377973,0.0107945531620899,-0.00220083871313303,-0.006244030014868,0.0010308439246203,0.0119667023694821,-0.00765718716901627,0.0116688126235289,-0.0221677700980148,-0.00997389359548778,0.0344452153376211,0.0366597297572711,0.0524667504770103
"R12282",0.0949255171147615,-0.0582377823534385,-0.0807523168887091,0.120163284861441,-0.0574452572411242,-0.0089763769889121,-0.130013916203674,0.0632863260630177,0.0355835128114661,-0.187293827160264,0.00855058457896863,0.0443057524627826,-0.0597151803038428,-0.0073128444386003,0.0744971825909733,-0.0191554839885574,-0.0419934676152081,0.0880752068021446,0.0679553574999902,0.0822443752836543,0.0380790359553052,0.102398084923638,-0.093771585799361,-0.107387456375026,-0.0726208154036859,-0.00255581935888262
