Feature	gencodeID	Symbol	ensemblID	Chrom	logFC	t	adj.P.Val	Female_Pval	Female_FDR	Type
ENSG00000119411.10	ENSG00000119411.10	BSPRY	ENSG00000119411	chr9	0.28011039747696803	5.86102851873433	2.80427337774729e-05	0.43903002599981744	0.45420947779650434	gene
ENSG00000159871.14	ENSG00000159871.14	LYPD5	ENSG00000159871	chr19	0.213822151620092	5.88512587473719	2.80427337774729e-05	0.36253656881977303	0.39182445756722195	gene
ENSG00000231752.5	ENSG00000231752.5	EMBP1	ENSG00000231752	chr1	-0.18942632450019697	-5.5361187034674	8.32411488742827e-05	0.08502850973312459	0.11691420088304631	gene
ENSG00000163833.7	ENSG00000163833.7	FBXO40	ENSG00000163833	chr3	0.253445612846467	5.28529603256682	0.000218726170082256	0.23253508624263902	0.26893660675258485	gene
ENSG00000158457.5	ENSG00000158457.5	TSPAN33	ENSG00000158457	chr7	0.167825307510574	4.6702989733114295	0.0015201974506547	0.21443187286407434	0.25255636581210184	gene
ENSG00000164649.19	ENSG00000164649.19	CDCA7L	ENSG00000164649	chr7	-0.20669948303835298	-4.64921980364976	0.0016446710630450099	0.16622499563390492	0.20570343209695732	gene
ENSG00000163347.5	ENSG00000163347.5	CLDN1	ENSG00000163347	chr3	-0.265764966359376	-4.511175501508901	0.0021511853581008397	0.12408189823813198	0.159120568984133	gene
ENSG00000128606.12	ENSG00000128606.12	LRRC17	ENSG00000128606	chr7	-0.268297675372569	-4.4923113093063	0.00228220985886209	0.3145418603080289	0.34754067154570156	gene
ENSG00000187416.11	ENSG00000187416.11	LHFPL3	ENSG00000187416	chr7	-0.16619627540353102	-4.45830765380183	0.00258306442439417	0.05026832162197983	0.0765625206242462	gene
ENSG00000146360.8	ENSG00000146360.8	GPR6	ENSG00000146360	chr6	0.34386920931299103	4.40761211375582	0.00277875205127496	0.32174945945634514	0.35285418660510365	gene
ENSG00000157601.13	ENSG00000157601.13	MX1	ENSG00000157601	chr21	0.232217348931417	4.3776641544718	0.00299533912990554	0.3470272181430877	0.3775351054523701	gene
ENSG00000029639.10	ENSG00000029639.10	TFB1M	ENSG00000029639	chr6	0.12446075427417598	4.3379541873113	0.0032849491003372803	0.2649241195171276	0.29940054602963045	gene
ENSG00000145908.12	ENSG00000145908.12	ZNF300	ENSG00000145908	chr5	-0.22462506678921498	-4.2518826227513395	0.00407204976629902	0.31948970211539846	0.3522213865192032	gene
ENSG00000176887.6	ENSG00000176887.6	SOX11	ENSG00000176887	chr2	-0.310068637482212	-4.24178992066179	0.00418138565336675	0.274521914457226	0.30883715376437926	gene
ENSG00000100266.18	ENSG00000100266.18	PACSIN2	ENSG00000100266	chr22	0.0877394954795505	4.21313834512553	0.00442915511401022	0.495214204232325	0.495214204232325	gene
ENSG00000260400.1	ENSG00000260400.1		ENSG00000260400	chr10	-0.168130978143381	-4.12552974869901	0.005557224113643879	0.1627836640140521	0.20296703699485086	gene
ENSG00000134326.11	ENSG00000134326.11	CMPK2	ENSG00000134326	chr2	0.167523430156101	4.1105675988668295	0.00577374822963006	0.21332830667421343	0.252022701202233	gene
ENSG00000236714.1	ENSG00000236714.1	LINC01844	ENSG00000236714	chr5	-0.303819591028803	-4.08618475195713	0.00612527419637715	0.17035215406137694	0.20820818829723847	gene
ENSG00000066185.12	ENSG00000066185.12	ZMYND12	ENSG00000066185	chr1	0.186495133494177	4.07139822493535	0.00625437678331363	0.254283641295879	0.2886935835813305	gene
ENSG00000140519.12	ENSG00000140519.12	RHCG	ENSG00000140519	chr15	0.18350132580624498	4.0617772358905295	0.0063643540389076705	0.08502850973312459	0.11691420088304631	gene
