"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R11135",-0.0515107939677199,-0.121382371881338,0.083775054446504,0.0872096209702666,0.105242821387548,-0.0958113047496414,-0.01149877724814,-0.0469487385093366,-0.0821545833387722,0.0835866281737166,-0.0412226022025938,-0.0533155654606696,-0.064519365510433,-0.0144456821902202,0.0498067141616797,-0.00835544193283764,0.125701297322928,0.0427913926759447,0.0994024407770639,0.12464830383905,-0.10718322901064,-0.0772587818235103,0.12881072647762,-0.119138134963728,0.0332329457785983,0.0210534963479583,0.0756763409449772,-0.116175873391305,-0.111465892376933,-0.00910605126835395,0.0264926897980008,-0.037332440543186,-0.0475753741661924,0.0504767899444483,-0.0562539130787693
"R11137",-0.08126471365373,-0.0469373279809459,0.0421903100694561,0.07946066725004,0.0598591563928543,-0.0695151793440856,-0.0766771603769657,-0.11240677052161,-0.0788224811130058,0.0802932306842473,-0.0559065296912323,-0.021592130441119,-0.0901832595434537,-0.0485233423231809,0.0814051528552452,0.0163206825320281,0.104890101740849,0.00451460164787443,0.0478101970405835,0.0887485874492349,-0.061077397349904,0.00391421265932113,0.0343626714153205,-0.075888785159235,-0.00149959411211154,0.0159924987351001,0.0273376820413593,-0.0858612942988485,-0.0423685361571708,0.0118832544423855,0.0436044238280392,-0.0653813969751844,-0.0989966682541451,0.00857912086777746,-0.00245528048317734
"R11138",0.00823886831764997,0.0128143791381853,0.0191862494690637,-0.00322475556393059,-0.00402965759003441,0.00491844954612006,0.0496441347907318,0.034871281726585,-0.00209909406642335,-0.018949721567024,0.0139371373515352,-0.0155477228224004,0.0315857606384203,0.0227873976306328,-0.0227550238443566,0.0536683189264682,-0.0307781156226141,-0.00436687833560123,0.00844654241494991,-0.00433192147659801,-0.0112533495908252,-0.0430098960780658,0.00816933424393953,0.0011272087236552,-0.0160372035723097,0.0210061252577073,-0.0164749961423721,0.0232176412851258,-0.0327439669648957,-0.00605054239539621,0.0109935899625319,-0.0070844545238499,0.0299352274383973,0.0358787179813106,0.0167225582744931
"R11139",-0.0241435862714168,0.0141523599180598,-0.0337259230979983,-0.00690795209578365,-0.0229049351678806,-0.0315906729771048,0.0772047515664367,-0.0283748813243531,0.00602852880030978,-0.044481055764526,-0.0637708697051268,0.0397323866694557,-0.0280885663485104,0.0535549437702832,-0.0449452508391875,0.0263084626719935,-0.0376160094498819,-0.0116466456541164,-0.00905748797355123,-0.0314924505627746,0.00552499319756975,-0.0559510281786381,-0.00409645358734955,0.0310289112070842,-0.0224610574401042,0.0127807839674325,-0.0314842415322308,0.00259191143313506,0.0504266536002351,-0.0488495239031507,0.0250956744960414,-0.00833036942430069,0.00430845262027842,0.0249791143135644,0.0362746984021866
"R11140",-0.0481593293386685,0.118301292706712,0.0025855162850149,0.0302107082089461,-0.0639718766547933,0.0693916252708901,0.0552073713125099,0.0109555011521707,-0.0143302291436678,-0.0584937231797881,0.0259020515409389,-0.0381374342865529,0.0227446239131958,-0.0168803105361335,-0.0298456407590852,0.0462140561324348,-0.0351002996309401,-0.107816591137438,0.00925948051518663,-0.0277792867475419,0.0417711235573715,0.0329978191464123,-0.0538149086432624,0.0443367963148846,-0.106067686885225,0.0530698786056671,-0.0241271466462541,0.086196905194152,0.0132597538856839,0.0617013724928899,0.0619672068618476,-0.0823483640778664,-0.024923160220602,0.0416403793266599,0.0862639121733842
"R11141",0.0440616664630572,-0.020409189034278,0.0169532998459681,-0.0473185399318479,0.00243087155178837,0.028859076062189,0.00963875254638959,0.0167833490002909,0.0481425660185161,0.000605156583029956,0.043164240118129,0.0188844915874923,0.0314302928391683,0.038400698583564,-0.018703107216027,-0.0575354537329325,-0.0203690561883791,-0.0013073516208092,-0.0119382774171996,-0.0232317447987413,0.0346473428927951,0.0482525810195299,0.00615758672288604,0.0213383168685999,0.0339894514246172,-0.00648122572821696,0.0262551501906776,0.0159616941378144,0.0260909975056592,0.0217088502307494,-0.0461105801119046,0.044413091380206,0.0148429910494641,-0.000178666138388293,-0.0348251684669076
"R11142",0.051272059587676,0.0100852913888062,-0.0275551692665214,-0.0203878635054318,-0.0319856195992212,0.00885614060874025,-0.00302602097383322,0.0796705963050588,0.0312002995984319,0.00485383095569827,0.0381728104753795,-0.0132019702581195,0.0685414711391173,0.00492579613562227,-0.0225404710796512,-0.0557676119305243,0.0191801350234612,-0.0149912910853929,-0.0345540371127897,-0.0303080818239693,0.0277281490988701,0.00898869239346958,0.0349116259693864,0.015479973801553,-0.013081098603055,-0.0356277263922988,-0.0282639767846664,0.0491540704303233,-0.000355455857971597,0.00869096146885435,-0.031865625458668,0.0211188561633724,0.0613616623444059,-0.0269326250450298,-0.0129591504729504
"R11143",-0.0691392020549815,-0.0445184264541805,0.0714217369766069,0.0729165747730127,0.0564575168523937,-0.105003319462297,-0.0160137339237771,-0.131750242434247,-0.0921426556922549,-0.00563146667796503,-0.015988456938825,-0.0719705884410684,-0.0727774140892403,0.00372493296767873,0.0392852092343044,0.027936750260861,0.0563155411440345,0.00858156581175497,0.096889924375427,0.0748914099662098,-0.0387631933080283,0.0533417386845041,0.0475219641236727,-0.0912060386139245,-0.0222328127409467,0.0790034517670549,0.0427398033340379,-0.0676055309042238,-0.0388252022460548,0.0579799010172062,0.0793121106870093,-0.0790836187834089,-0.150232163804902,0.0841758010847147,0.0386233165078017
"R11144",-0.0160579225591002,0.0148342285823291,0.0473708165059355,-0.00693543766875281,0.00706677568912854,-0.0133484432997699,0.0182375189033478,0.0109413010383112,-0.0037707845752728,-0.0467680162358722,-0.00413570670898138,0.0269939290240685,-0.00386386355664005,0.014206795954889,-0.013062792630307,0.00500573528224039,-0.0358476986863108,0.0311236573853324,0.0368120767430787,-0.0102426156639887,0.00014525437289063,-0.00162063466289743,-0.0386168261664708,0.015430174475504,-0.00998877700972268,0.0439134670746929,0.0114220316711444,0.0112858505142187,0.0126451030650285,-0.00288699522886699,0.0108225529519198,-0.0147805396777178,0.00979680516389921,0.00656787433621685,0.0273347392239564
"R11145",-0.0408165984826469,-0.0387032643986622,0.000279444136388745,0.058182235406585,0.013964620803689,-0.0656140491907813,-0.0519546079888718,-0.0162521147492171,-0.0512379998209258,0.0202926723579702,-0.0428652191330818,0.0174437169256877,-0.0460042102297676,-0.0719231368269425,0.0678565952179497,0.0446442277256289,0.087275601898441,0.0105562786506149,0.0276509345531478,0.0518123770257016,-0.070181749616946,-0.0471789148694253,0.0384326008669459,-0.0403945606005133,-0.0145945138453916,-0.00406687727913428,0.0585684786010145,-0.0655629822977379,-0.0445106760107875,-0.0145886543760889,0.0226762835352205,-0.0378293874067512,0.00369245958001619,-0.0247366201764443,-0.0137145165416453
