gene_id	module
7SK|ENSG00000271394.1	sienna3
7SK|ENSG00000274303.1	grey
A1BG-AS1|ENSG00000268895.6	grey
A1BG|ENSG00000121410.12	grey
A2M-AS1|ENSG00000245105.4	brown
A2ML1|ENSG00000166535.20	lightyellow
A2MP1|ENSG00000256069.7	grey
A2M|ENSG00000175899.15	salmon
A4GALT|ENSG00000128274.17	grey
AA06|ENSG00000265544.1	cyan
AAAS|ENSG00000094914.14	darkgrey
AACSP1|ENSG00000250420.8	grey
AACS|ENSG00000081760.17	cyan
AADAT|ENSG00000109576.14	grey
AAGAB|ENSG00000103591.13	darkred
AAK1|ENSG00000115977.21	brown
AAMDC|ENSG00000087884.16	magenta
AAMP|ENSG00000127837.10	darkturquoise
AAR2|ENSG00000131043.13	blue
AARD|ENSG00000205002.4	grey
AARS1|ENSG00000090861.17	darkturquoise
AARS2|ENSG00000124608.5	black
AARSD1|ENSG00000266967.7	darkturquoise
AASDHPPT|ENSG00000149313.11	yellow
AASDH|ENSG00000157426.14	grey60
AASS|ENSG00000008311.16	skyblue
AATBC|ENSG00000215458.8	grey
AATF|ENSG00000275700.6	grey
AATK|ENSG00000181409.14	turquoise
ABAT|ENSG00000183044.12	cyan
ABCA10|ENSG00000154263.18	grey
ABCA11P|ENSG00000251595.7	violet
ABCA12|ENSG00000144452.15	darkolivegreen
ABCA13|ENSG00000179869.15	orange
ABCA17P|ENSG00000238098.9	grey
ABCA1|ENSG00000165029.17	lightyellow
ABCA2|ENSG00000107331.18	turquoise
ABCA3|ENSG00000167972.14	brown
ABCA4|ENSG00000198691.14	blue
ABCA5|ENSG00000154265.16	grey
ABCA6|ENSG00000154262.13	grey
ABCA7|ENSG00000064687.13	green
ABCA8|ENSG00000141338.15	turquoise
ABCA9|ENSG00000154258.17	steelblue
ABCB10|ENSG00000135776.5	magenta
ABCB11|ENSG00000073734.10	grey
ABCB1|ENSG00000085563.15	grey
ABCB4|ENSG00000005471.19	grey
ABCB6|ENSG00000115657.14	green
ABCB7|ENSG00000131269.19	lightcyan
ABCB8|ENSG00000197150.13	black
ABCB9|ENSG00000150967.19	pink
ABCC10|ENSG00000124574.15	black
ABCC11|ENSG00000121270.16	grey
ABCC12|ENSG00000140798.17	greenyellow
ABCC1|ENSG00000103222.20	blue
ABCC2|ENSG00000023839.12	turquoise
ABCC3|ENSG00000108846.16	grey
ABCC4|ENSG00000125257.16	lightcyan
ABCC5|ENSG00000114770.17	grey
ABCC6P1|ENSG00000256340.10	grey
ABCC6|ENSG00000091262.17	tan
ABCC8|ENSG00000006071.16	cyan
ABCC9|ENSG00000069431.14	lightcyan
ABCD1|ENSG00000101986.12	grey
ABCD2|ENSG00000173208.4	red
ABCD3|ENSG00000117528.14	green
ABCD4|ENSG00000119688.21	darkgrey
ABCE1|ENSG00000164163.11	purple
ABCF1|ENSG00000204574.14	grey
ABCF2P1|ENSG00000242159.1	grey
ABCF2|ENSG00000033050.9	darkturquoise
ABCF3|ENSG00000161204.12	darkturquoise
ABCG1|ENSG00000160179.19	orange
ABCG2|ENSG00000118777.12	grey
ABCG4|ENSG00000172350.10	grey60
ABCG5|ENSG00000138075.14	grey
ABCG8|ENSG00000143921.9	darkolivegreen
ABHD10|ENSG00000144827.9	yellow
ABHD11|ENSG00000106077.19	blue
ABHD12B|ENSG00000131969.15	grey
ABHD12|ENSG00000100997.20	royalblue
ABHD13|ENSG00000139826.6	saddlebrown
ABHD14A|ENSG00000248487.10	brown
ABHD14B|ENSG00000114779.20	blue
ABHD15|ENSG00000168792.5	grey
ABHD16A|ENSG00000204427.12	darkturquoise
ABHD17AP1|ENSG00000198658.4	grey
ABHD17AP6|ENSG00000226981.2	grey
ABHD17A|ENSG00000129968.17	pink
ABHD17B|ENSG00000107362.14	turquoise
ABHD17C|ENSG00000136379.12	royalblue
ABHD18|ENSG00000164074.16	grey
ABHD1|ENSG00000143994.14	grey
ABHD2|ENSG00000140526.18	blue
ABHD3|ENSG00000158201.10	violet
ABHD4|ENSG00000100439.11	red
ABHD5|ENSG00000011198.10	brown
ABHD6|ENSG00000163686.15	paleturquoise
ABHD8|ENSG00000127220.6	pink
ABI1|ENSG00000136754.18	orange
ABI2|ENSG00000138443.17	greenyellow
ABI3BP|ENSG00000154175.18	lightyellow
