Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
chr10:11314271-11320856(+),chr10,CELF2,ENSG00000048740,0.547582245679565,0.0176076184239834,junction
chr10:46911502-46943917(+),chr10,PTPN20,ENSG00000204179,0.613531730996035,0.0052694486912839,junction
chr10:46946676-46999911(+),chr10,PTPN20,ENSG00000204179,0.648941020735503,3.50685116449939e-05,junction
chr10:60106060-60108829(-),chr10,ANK3,ENSG00000151150,0.13127739804276,0.0270266588210901,junction
chr10:60264021-60270130(-),chr10,ANK3,ENSG00000151150,0.112017737817166,0.0204194834457152,junction
chr10:89400004-89402280(+),chr?,,,-0.397546320571072,0.0424087328939462,junction
chr11:12477950-12496457(+),chr11,PARVA,ENSG00000197702,-0.154901971283282,0.0364253339617732,junction
chr11:17397047-17397192(-),chr11,ABCC8,ENSG00000006071,-0.278831125056567,0.0382425352596603,junction
chr11:17453284-17460487(-),chr11,ABCC8,ENSG00000006071,-0.234006385927909,0.0457962883028134,junction
chr11:35317517-35413687(-),chr?,,,-0.423008952237885,0.0219343097696159,junction
chr11:40140552-40140800(-),chr?,,,-0.402897571792254,0.0273116623205102,junction
chr12:119680002-119680247(+),chr12,PRKAB1,ENSG00000111725,-0.16004844246975,0.0355314504601764,junction
chr12:20630128-20633692(+),chr12,PDE3A,ENSG00000172572,-0.243980265870661,0.0163389478149451,junction
chr12:57715971-57716088(+),chr12,OS9,ENSG00000135506,-0.136637414826507,0.0360855236895049,junction
chr12:5807369-5827768(-),chr12,ANO2,ENSG00000047617,-0.310720993914615,0.0269118496963367,junction
chr12:6121339-6123141(-),chr12,VWF,ENSG00000110799,-0.259374642552482,0.0492703688371788,junction
chr12:64495605-64495698(+),chr12,TBK1,ENSG00000183735,0.173561956016711,0.0021425978758056,junction
chr12:98545062-98546358(+),chr12,TMPO,ENSG00000120802,-0.319037547200211,0.0018251057520221,junction
chr14:102002704-102002791(+),chr14,DYNC1H1,ENSG00000197102,0.0856751533889968,0.0097488219094973,junction
chr14:64022864-64024256(+),chr14,SYNE2,ENSG00000054654,-0.299157770268305,0.0464056515281816,junction
chr14:64030060-64031015(+),chr14,SYNE2,ENSG00000054654,-0.264398085348098,0.0432600904035776,junction
chr15:40335827-40336573(-),chr15,C15orf52,ENSG00000188549,0.323716956253599,0.0245631693107849,junction
chr16:53637855-53638309(-),chr16,RPGRIP1L,ENSG00000103494,-0.466718585427289,0.0489043396063616,junction
chr16:56839605-56841704(+),chr16,NUP93,ENSG00000102900,0.163936977963954,0.0269118496963367,junction
chr16:58042370-58043209(+),chr16,MMP15,ENSG00000102996,0.320102811662963,0.048723223357365,junction
chr16:728896-729008(+),chr16,HAGHL,ENSG00000103253,0.219190907207579,0.0191517824441948,junction
chr16:84324461-84326881(+),chr16,WFDC1,ENSG00000103175,0.290624312480982,0.0342511910301176,junction
chr17:16788136-16796042(+),chr17,RP11-219A15.1,ENSG00000266302,0.574002010084294,0.0225793637726487,junction
chr17:18580611-18582657(-),chr17,CCDC144B,ENSG00000154874,0.444526183762366,0.0147150137346705,junction
chr17:18582787-18583340(-),chr17,CCDC144B,ENSG00000154874,0.321395683815894,0.0381080394514085,junction
chr17:18583524-18587665(-),chr17,CCDC144B,ENSG00000154874,0.464856156880435,0.0038154921028962,junction
chr17:18587880-18594720(-),chr17,CCDC144B,ENSG00000154874,0.446925029837751,0.0053180264096266,junction
chr17:18594863-18595147(-),chr17,CCDC144B,ENSG00000154874,0.472242193261381,0.0069766275789582,junction
chr17:18595182-18603603(-),chr17,CCDC144B,ENSG00000154874,0.447457445737422,0.0034494211683916,junction
chr17:18607968-18610043(-),chr17,CCDC144B,ENSG00000154874,0.620825995683165,0.0011113956036274,junction
chr17:18607971-18610043(-),chr17,CCDC144B,ENSG00000154874,0.352681157189527,0.0396115989975816,junction
chr17:18610293-18622498(-),chr17,CCDC144B,ENSG00000154874,0.451104981725347,0.0084991320905881,junction
chr17:18622570-18625103(-),chr17,CCDC144B,ENSG00000154874,0.4597771308717,0.0029959203172052,junction
chr17:37258374-37259359(-),chr17,ACACA,ENSG00000278540,0.126680464676494,0.0273116623205102,junction
chr17:38925892-38926416(+),chr17,LINC00672,ENSG00000263874,0.156005641042446,0.0084019157822511,junction
chr17:64350434-64352389(-),chr17,PECAM1,ENSG00000261371,-0.259839738521198,0.0110329096176287,junction
chr17:64360416-64363148(-),chr17,PECAM1,ENSG00000261371,-0.254720458418568,0.0245631693107849,junction
chr17:8266899-8267027(+),chr17,PFAS,ENSG00000178921,0.220838887077319,0.0357352184237962,junction
chr18:58979156-58981469(+),chr?,,,-0.294304895189002,0.0344273634355215,junction
chr19:17781344-17781451(+),chr19,FCHO1,ENSG00000130475,0.196646075007565,0.0480082820013571,junction
chr19:43744885-43747441(-),chr19,SMG9,ENSG00000105771,0.209249920232771,0.0258061797424294,junction
chr19:54977824-54981616(+),chr19,NLRP2,ENSG00000022556,-0.683198656985481,0.0056089242724663,junction
chr19:54983729-54985046(+),chr19,NLRP2,ENSG00000022556,-0.681710822058402,0.0078454472554127,junction
chr19:54985218-54986150(+),chr19,NLRP2,ENSG00000022556,-0.671026270578336,0.0067815426316942,junction
chr19:54997488-55000759(+),chr19,NLRP2,ENSG00000022556,-0.805070387986633,0.0002695287807696,junction
chr19:8322923-8324448(-),chr19,KANK3,ENSG00000186994,-0.289525424111987,0.0113691578848889,junction
chr19:8324831-8324950(-),chr19,KANK3,ENSG00000186994,-0.343514611141262,0.0009757505925763,junction
chr1:10326360-10334519(+),chr1,KIF1B,ENSG00000054523,0.0892997195785487,0.0487296424582106,junction
chr1:112914166-112917177(-),chr1,SLC16A1,ENSG00000155380,-0.239294004752581,0.0347303437486993,junction
chr1:112918045-112921989(-),chr1,SLC16A1,ENSG00000155380,-0.232048686309608,0.0313898299108584,junction
chr1:114622066-114622986(-),chr1,DENND2C,ENSG00000175984,-0.327608238642165,0.0473079754347946,junction
chr1:146685881-146690958(+),chr1,HYDIN2,ENSG00000276975,-0.277507184193788,0.0487450375485341,junction
chr1:153990803-153990913(+),chr1,RPS27,ENSG00000177954,-0.343808366540453,0.0084342391147088,junction
chr1:154484336-154485942(-),chr1,SHE,ENSG00000169291,-0.348676783126452,0.0045859873351125,junction
chr1:154486063-154486526(-),chr1,SHE,ENSG00000169291,-0.385946723447428,0.0028967611402525,junction
chr1:155952236-155952627(-),chr1,ARHGEF2,ENSG00000116584,0.130245922573635,0.034072932217467,junction
chr1:180022849-180024430(+),chr?,,,-0.380412430483664,0.0285532677603108,junction
chr1:185300131-185300216(-),chr1,IVNS1ABP,ENSG00000116679,0.174510437457511,0.0236572111409018,junction
chr1:202154324-202155532(-),chr1,PTPN7,ENSG00000143851,0.274243570778528,0.0376518963610033,junction
chr1:2514090-2514353(-),chr1,PANK4,ENSG00000157881,0.182562154414078,0.0101745135339547,junction
chr1:29304850-29305351(+),chr1,PTPRU,ENSG00000060656,-0.408646401398142,0.0443512756980688,junction
chr1:29316152-29317747(+),chr1,PTPRU,ENSG00000060656,-0.550657147700239,0.0019606570386444,junction
chr1:31585341-31585439(+),chr1,TINAGL1,ENSG00000142910,-0.293300706763857,0.0347303437486993,junction
chr1:40312610-40312730(-),chr1,COL9A2,ENSG00000049089,0.248618533745981,0.0316390496024659,junction
chr1:808841-810066(-),chr?,,,-0.299972072973736,0.0344273634355215,junction
chr20:28565401-28581918(-),chr?,,,0.609509033524353,7.51223610089897e-05,junction
chr20:28565401-28586298(-),chr?,,,0.624800118252093,1.37666946825978e-07,junction
chr20:28582030-28583018(-),chr20,FRG1CP,ENSG00000282826,0.470660851608141,1.67687094041873e-06,junction
chr20:28583111-28583869(-),chr?,,,0.613022975279824,2.25780909880612e-09,junction
chr20:28583111-28586298(-),chr20,FRG1CP,ENSG00000282826,0.55349399683076,3.70795099600261e-06,junction
chr20:28583947-28586298(-),chr?,,,0.554894869647376,3.1612861191432e-07,junction
chr20:28586404-28588642(-),chr20,FRG1CP,ENSG00000282826,0.506176672062582,7.470194353681e-11,junction
