gene_id	seqname	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	Feature
ENSG00000229807.10	chrX	19961	ENSG00000229807.10	ENSG00000229807	lincRNA	XIST	7503.0	InGen	8.10386353945268	11	ENST00000434839.2|ENST00000421322.1|ENST00000417942.5|ENST00000416330.1|ENST00000429829.5|ENST00000635841.1|ENST00000433732.1|ENST00000602587.5|ENST00000445814.1|ENST00000602863.1|ENST00000602495.1	-9.29613710382282	3.4112089788452	-100.35607508599	8.73923781334611e-277	1.95362256524658e-272	623.752242857863	ENSG00000229807.10
ENSG00000114374.12	chrY	11237	ENSG00000114374.12	ENSG00000114374	protein_coding	USP9Y	8287.0	InGen	2.81238119344703	5	ENST00000338981.7|ENST00000493168.1|ENST00000426564.6|ENST00000453031.1|ENST00000471409.1	8.68367868793096	3.87142452999944	100.180865571509	1.66350695269634e-276	1.95362256524658e-272	616.889867134753	ENSG00000114374.12
ENSG00000183878.15	chrY	9191	ENSG00000183878.15	ENSG00000183878	protein_coding	UTY	7404.0	InGen	1.81645511330421	16	ENST00000382896.8|ENST00000537580.5|ENST00000538878.5|ENST00000540140.5|ENST00000545955.5|ENST00000612274.4|ENST00000617789.4|ENST00000618474.4|ENST00000331397.8|ENST00000624098.3|ENST00000362096.8|ENST00000329134.9|ENST00000478900.5|ENST00000474365.1|ENST00000382893.2|ENST00000479713.1	8.59715219119961	3.00235510974089	88.4662082338011	1.03880196692125e-256	8.13312686634878e-253	570.918741070853	ENSG00000183878.15
ENSG00000012817.15	chrY	9463	ENSG00000012817.15	ENSG00000012817	protein_coding	KDM5D	8284.0	InGen	2.10103894460339	10	ENST00000469599.6|ENST00000317961.8|ENST00000541639.5|ENST00000382806.6|ENST00000492117.1|ENST00000440077.5|ENST00000415360.1|ENST00000485154.1|ENST00000478891.1|ENST00000447300.1	8.69300992754685	3.22506757597265	88.0368227283528	6.11971179906091e-256	3.59349476840856e-252	569.634607232174	ENSG00000012817.15
ENSG00000067048.16	chrY	5738	ENSG00000067048.16	ENSG00000067048	protein_coding	DDX3Y	8653.0	InGen	3.7697967237084	9	ENST00000360160.8|ENST00000454054.5|ENST00000336079.7|ENST00000493363.1|ENST00000440554.1|ENST00000469101.1|ENST00000472510.5|ENST00000463199.1|ENST00000495478.1	8.5878027670119	3.35192960689965	86.7968562416083	1.07186388163459e-253	5.03518777036665e-250	565.203572738593	ENSG00000067048.16
ENSG00000067646.11	chrY	5527	ENSG00000067646.11	ENSG00000067646	protein_coding	ZFY	7544.0	InGen	1.55705906934279	7	ENST00000383052.5|ENST00000625061.3|ENST00000155093.7|ENST00000469869.1|ENST00000443793.1|ENST00000449237.4|ENST00000478783.1	8.53290109122035	2.02807374644943	81.8036428673704	2.3261289539670098e-244	9.10601947846286e-241	541.050871760176	ENSG00000067646.11
ENSG00000131002.11	chrY	11377	ENSG00000131002.11	ENSG00000131002	transcribed_unprocessed_pseudogene	TXLNGY	246126.0	InGen	1.25854203240957	14	ENST00000407724.7|ENST00000459719.6|ENST00000447520.5|ENST00000445715.5|ENST00000538014.2|ENST00000447202.2|ENST00000588613.5|ENST00000589075.5|ENST00000585549.5|ENST00000587095.1|ENST00000488280.1|ENST00000253320.8|ENST00000593000.1|ENST00000592697.1	8.60588721492224	2.75817727315299	81.181158104208	3.68247741777226e-243	1.2356289941233602e-239	540.254063466882	ENSG00000131002.11
ENSG00000129824.15	chrY	2275	ENSG00000129824.15	ENSG00000129824	protein_coding	RPS4Y1	6192.0	InGen	8.83793529951044	4	ENST00000250784.12|ENST00000430575.1|ENST00000477725.1|ENST00000515575.1	8.66926187946182	3.15502513646729	81.0561256050803	6.42778443456584e-243	1.88719750998853e-239	540.612900912106	ENSG00000129824.15
ENSG00000229236.1	chrY	1726	ENSG00000229236.1	ENSG00000229236	lincRNA	TTTY10	246119.0	InGen	0.559260072570929	2	ENST00000455084.1|ENST00000439472.1	7.19976604885422	-0.683999218431557	80.3108477604878	1.80717830093524e-241	4.7163337702629796e-238	533.849562241804	ENSG00000229236.1
ENSG00000233864.7	chrY	5284	ENSG00000233864.7	ENSG00000233864	lincRNA	TTTY15	64595.0	InGen	1.13209435950761	3	ENST00000457658.5|ENST00000440408.5|ENST00000417071.1	8.42871375542193	1.53629696583281	80.2335832761982	2.55798877008555e-241	6.0082040231769294e-238	533.941417384199	ENSG00000233864.7
