Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
chrY:12912883-12912962:+	chrY	12912883	12912962	80	ENSG00000223972.5	ENSG00000223972	DDX11L1	8.50571356712585	0.548475095188234	63.6512647098486	3.20719404226176e-206	5.3317355916772106e-201	439.568493975646	0.119847645244138	Junction	Caudate
chrY:2854772-2865087:+	chrY	2854772	2865087	10316	ENSG00000223972.5	ENSG00000223972	DDX11L1	9.70249312311403	1.42739601785303	60.6529713930239	6.78950354318061e-199	5.64353718764487e-194	424.83431962556	0.0955753916336644	Junction	Caudate
chrY:12911969-12912726:+	chrY	12911969	12912726	758	ENSG00000223972.5	ENSG00000223972	DDX11L1	8.73180227330459	0.698091896593269	59.7200708720012	1.48380453343377e-196	8.222403901721e-192	420.082093635587	0.119847645244138	Junction	Caudate
chrY:2845744-2854599:+	chrY	2845744	2854599	8856	ENSG00000129824.16,ENSG00000288686.2	ENSG00000129824	RPS4Y1,XGY2	9.71944287230155	1.44683979012963	58.3410111766963	4.83375110858246e-193	2.00894321386019e-188	412.937271670121	0.0955304441484388	Junction	Caudate
chrY:2865246-2866792:+	chrY	2865246	2866792	1547	ENSG00000223972.5	ENSG00000223972	DDX11L1	9.62528880713993	1.36087251108901	58.2410767665562	8.73820314909707e-193	2.9053302122306905e-188	412.411943600924	0.0586918333525181	Junction	Caudate
chrX:73829232-73831065:-	chrX	73829232	73831065	1834	ENSG00000223972.5	ENSG00000223972	DDX11L1	-8.71627467861872	-1.65112122639968	-58.1734777167477	1.30484357574065e-192	3.6153518426975506e-188	422.85105670747	0.0658075947454656	Junction	Caudate
chrX:73837504-73841381:-	chrX	73837504	73841381	3878	ENSG00000223972.5	ENSG00000223972	DDX11L1	-8.16863317865996	-2.32954905721795	-57.706924928135	2.0980582854464398e-191	4.98267862210674e-187	420.009285644423	0.0887805090932632	Junction	Caudate
chrX:73833375-73837439:-	chrX	73833375	73837439	4065	ENSG00000223972.5	ENSG00000223972	DDX11L1	-8.42584406757281	-2.22097121349443	-57.3258465590314	2.05514599585605e-190	4.27067044736372e-186	417.865287754195	0.117297865313469	Junction	Caudate
chrX:73827985-73829067:-	chrX	73827985	73829067	1083	ENSG00000223972.5	ENSG00000223972	DDX11L1	-8.05355684360646	-2.25336991973079	-54.6925056432336	2.02486757040726e-183	3.7402228834134896e-179	402.566332643774	0.12331327823934	Junction	Caudate
chrX:73827929-73829067:-	chrX	73827929	73829067	1139	ENSG00000223972.5	ENSG00000223972	DDX11L1	-5.50815966868892	-3.64765669584127	-53.9634730347278	1.94414073432156e-181	3.23199788095819e-177	397.482876812119	0.17251655523819	Junction	Caudate
chrY:2844258-2845645:+	chrY	2844258	2845645	1388	ENSG00000129824.16,ENSG00000288686.2	ENSG00000129824	RPS4Y1,XGY2	9.33392836971704	1.17973516531819	53.7719082334445	6.50174958856864e-181	9.41112170186929e-177	387.978032770642	0.0555924738079647	Junction	Caudate
chrX:73831275-73833237:-	chrX	73831275	73833237	1963	ENSG00000223972.5	ENSG00000223972	DDX11L1	-8.87116451572915	-1.56148174551802	-53.7649581031214	6.79327613327668e-181	9.41112170186929e-177	397.268522339838	0.06222101272629	Junction	Caudate
chrY:12909408-12911838:+	chrY	12909408	12911838	2431	ENSG00000223972.5	ENSG00000223972	DDX11L1	8.05573744833145	0.231934049670981	53.1073491462261	4.39581915055127e-179	5.6213397157315e-175	384.162109202246	0.112373991728152	Junction	Caudate
chrX:73822217-73826114:-	chrX	73822217	73826114	3898	ENSG00000223972.5	ENSG00000223972	DDX11L1	-6.45821170559818	-3.20555079074443	-51.2878704408111	5.54301219844677e-174	6.58204983504562e-170	381.63101935679	0.145444485435982	Junction	Caudate
chrY:12722188-12725112:+	chrY	12722188	12725112	2925	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.62210741829536	-0.0910842883759444	49.3904368227506	1.6171105797249099e-168	1.7922220940347198e-164	362.061074418296	0.0979707547536557	Junction	Caudate
chrY:12720738-12722107:+	chrY	12720738	12722107	1370	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.56308841488277	-0.123688275326837	49.052581767573	1.57730035254398e-167	1.6388446406748e-163	359.977950688242	0.124613686368269	Junction	Caudate
chrY:2842243-2844076:+	chrY	2842243	2844076	1834	ENSG00000129824.16,ENSG00000288686.2	ENSG00000129824	RPS4Y1,XGY2	9.80988417431415	1.51368883967023	49.0228917647964	1.9278680858482802e-167	1.88526220115104e-163	359.827320956966	0.10110928524552	Junction	Caudate
chrX:73831275-73837439:-	chrX	73831275	73837439	6165	ENSG00000223972.5	ENSG00000223972	DDX11L1	-6.17823950121089	-3.37316226775932	-47.9319462793926	3.27034294631946e-164	3.0203979023610296e-160	359.988279322871	0.110442179621222	Junction	Caudate
chrY:12739630-12757191:+	chrY	12739630	12757191	17562	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.39031474187238	-0.257861901972074	47.3970020132911	1.31052971568298e-162	1.14666521854887e-158	349.590429644911	0.0903735392885274	Junction	Caudate
chrY:12915228-12915629:+	chrY	12915228	12915629	402	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.63879259919582	-0.0650710044822946	46.3826301063575	1.55695676246448e-159	1.2941658153119201e-155	343.086972730344	0.0906919701950834	Junction	Caudate
chrY:12907595-12909359:+	chrY	12907595	12909359	1765	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.67050554531183	-0.043856733120783	46.341071112635	2.08571193847293e-159	1.6511190942264501e-155	342.818860013588	0.0828088737468292	Junction	Caudate
chrY:12913063-12913717:+	chrY	12913063	12913717	655	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.75118573896719	0.0342597307547739	45.224559382742	5.76177359662792e-156	4.3538842182918905e-152	335.507489155637	0.0682262460816568	Junction	Caudate
chrY:12786334-12786521:+	chrY	12786334	12786521	188	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.03435860644035	-0.495482521898128	45.1031718904838	1.37469752360991e-155	9.936253931194841e-152	334.671786301326	0.0643699335391751	Junction	Caudate
chrY:12914650-12914883:+	chrY	12914650	12914883	234	ENSG00000223972.5	ENSG00000223972	DDX11L1	7.30417859118114	-0.253818031298525	44.9637769059897	3.73885814437594e-155	2.5898291437312104e-151	333.760598275692	0.132707083404077	Junction	Caudate
