Feature,chr,Symbol,ensemblID,logFC,adj.P.Val,Type
ENSG00000205611.4,chr20,LINC01597,ENSG00000205611,1.30798970206019,6.87786731881921e-20,gene
ENSG00000283443.1,chr20,,ENSG00000283443,1.41625330370973,2.83870464792643e-18,gene
ENSG00000149531.15,chr20,FRG1BP,ENSG00000149531,0.671576206663325,1.19083625745127e-17,gene
ENSG00000095932.6,chr19,SMIM24,ENSG00000095932,-0.901329149108851,1.02267193498375e-15,gene
ENSG00000282826.1,chr20,FRG1CP,ENSG00000282826,0.555137774221809,1.4740141660630201e-15,gene
ENSG00000261600.1,chr2,,ENSG00000261600,-0.968186894099889,3.92191244942027e-13,gene
ENSG00000236698.1,chr1,EIF1AXP1,ENSG00000236698,-0.250958512522488,2.86315137695485e-12,gene
ENSG00000258484.3,chr15,SPESP1,ENSG00000258484,0.730498109279557,4.9744552228044695e-12,gene
ENSG00000080007.7,chr6,DDX43,ENSG00000080007,1.0256774637523,1.6902546641668397e-11,gene
ENSG00000238151.1,chr20,MLLT10P1,ENSG00000238151,1.27046365696087,6.0858347920953e-11,gene
ENSG00000241532.1,chr3,AGGF1P3,ENSG00000241532,-0.727790296794986,8.8861251230231e-11,gene
ENSG00000180574.3,chr12,,ENSG00000180574,-0.231831097697719,9.268578806916859e-11,gene
ENSG00000255346.9,chr15,NOX5,ENSG00000255346,0.803195284113072,6.89680119643619e-10,gene
ENSG00000172460.14,chr16,PRSS30P,ENSG00000172460,-0.730992795938693,6.490686898274171e-09,gene
ENSG00000273851.1,chr15,,ENSG00000273851,0.815241462287433,1.11778417466212e-07,gene
ENSG00000277112.3,chr20,,ENSG00000277112,0.894433487080644,2.88041563676529e-07,gene
ENSG00000124785.8,chr6,NRN1,ENSG00000124785,-0.2439495406144,5.63637104949413e-07,gene
ENSG00000226581.1,chr7,,ENSG00000226581,-0.480501042917557,9.06088091625868e-07,gene
ENSG00000189134.3,chr6,NKAPL,ENSG00000189134,0.219135320183541,9.06088091625868e-07,gene
ENSG00000146674.14,chr7,IGFBP3,ENSG00000146674,-0.785491549259696,1.20815654330873e-06,gene
ENSG00000124610.4,chr6,HIST1H1A,ENSG00000124610,-0.404028012734067,1.62784749439994e-06,gene
ENSG00000225683.5,chr6,PACRG-AS3,ENSG00000225683,0.513121888879818,1.62942570479312e-06,gene
ENSG00000170011.13,chr3,MYRIP,ENSG00000170011,-0.133007848306024,2.39554516335172e-06,gene
ENSG00000214652.5,chr7,ZNF727,ENSG00000214652,-0.322018991357635,3.44840360854756e-06,gene
ENSG00000163749.17,chr4,CCDC158,ENSG00000163749,0.296759868079869,3.86403583740572e-06,gene
ENSG00000003137.8,chr2,CYP26B1,ENSG00000003137,-0.272148267947835,4.84091236669536e-06,gene
ENSG00000233593.8,chr1,,ENSG00000233593,-0.239420589304094,5.85941810543012e-06,gene
ENSG00000273203.1,chr22,,ENSG00000273203,0.211770043097658,7.20444225653144e-06,gene
ENSG00000267265.5,chr19,,ENSG00000267265,-0.694572955216919,9.02581051750938e-06,gene
ENSG00000185860.13,chr1,CCDC190,ENSG00000185860,0.41372952118759,9.18034741439638e-06,gene
ENSG00000130707.17,chr9,ASS1,ENSG00000130707,-0.272702169002493,1.1048213585995e-05,gene
ENSG00000182912.6,chr21,TSPEAR-AS2,ENSG00000182912,-0.667568916556466,1.17988309423161e-05,gene
ENSG00000242516.1,chr3,LINC00960,ENSG00000242516,-1.05905610261229,2.04006383357842e-05,gene
ENSG00000212766.9,chr15,EWSAT1,ENSG00000212766,0.548648564939094,2.42274981363799e-05,gene
ENSG00000231934.1,chr20,LINC01598,ENSG00000231934,0.950802135100996,2.49066117090115e-05,gene
ENSG00000204767.3,chr5,FAM196B,ENSG00000204767,0.290624804777381,5.56916090672813e-05,gene
ENSG00000255642.1,chr12,PABPC1P4,ENSG00000255642,0.191450504310153,6.62867725563341e-05,gene
ENSG00000225489.6,chr9,,ENSG00000225489,0.343728633266161,7.10221752931654e-05,gene
ENSG00000182575.7,chr17,NXPH3,ENSG00000182575,0.265804800265135,8.50560206293242e-05,gene
