Feature	seqnames	start	end	width	gencodeID	ensemblID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE	Type	Region
XIST-204|ENST00000429829.6	chrX	73820656	73852723	32068	ENSG00000229807.13	ENSG00000229807	XIST	-9.47381700360836	2.4831157081784	-93.3951725965997	5.265458058296629e-265	5.25655943417811e-260	595.496697608931	0.057125210728044	Transcript	Caudate
USP9Y-204|ENST00000440408.5	chrY	12662334	12692233	29900	ENSG00000114374.13	ENSG00000114374	USP9Y	4.70106346092379	1.93530322978039	83.2619915341907	7.402115880965981e-247	3.69480315256357e-242	549.698235293226	0.143236038073494	Transcript	Caudate
XIST-208|ENST00000602495.1	chrX	73829138	73833761	4624	ENSG00000229807.13	ENSG00000229807	XIST	-7.66251440416401	-3.41460878380748	-81.7895877133502	4.68218659759753e-244	1.5580912340825301e-239	523.309950279361	0.0877702084823172	Transcript	Caudate
XIST-217|ENST00000648927.2	chrX	73825959	73841639	15681	ENSG00000229807.13	ENSG00000229807	XIST	-8.56228393365033	-3.30147669075991	-68.4637887206571	1.84908312340901e-216	4.6148954323261203e-212	468.042970199928	0.0777295732414781	Transcript	Caudate
XIST-213|ENST00000647913.2	chrX	73820672	73841474	20803	ENSG00000229807.13	ENSG00000229807	XIST	-9.66335129895576	-1.27662423645737	-66.3496409820068	1.1601116743753901e-211	2.3163021712914e-207	464.024007528473	0.075234179182903	Transcript	Caudate
USP9Y-209|ENST00000651177.1	chrY	12662368	12860802	198435	ENSG00000114374.13	ENSG00000114374	USP9Y	10.8970688430167	2.42773155028177	64.9415161223755	2.14684023960309e-208	3.5720201326636095e-204	435.45721653275	0.223528825550908	Transcript	Caudate
TTTY14-216|ENST00000652153.1	chrY	18802664	19077342	274679	ENSG00000176728.10	ENSG00000176728	TTTY14	5.1548613690181	1.06635688283907	64.224095493604	1.04535911651299e-206	1.49084637086584e-202	455.772940573958	0.0335137762211706	Transcript	Caudate
XIST-220|ENST00000649353.1	chrX	73827185	73832226	5042	ENSG00000229807.13	ENSG00000229807	XIST	-5.20077895245628	-2.49295179777253	-62.2721931521824	4.90692072647916e-202	6.12328503806427e-198	442.926515296329	0.0780257301449632	Transcript	Caudate
TXLNGY-219|ENST00000700762.1	chrY	19567376	19594166	26791	ENSG00000131002.14	ENSG00000131002	TXLNGY	8.05986242735484	-0.21060166857769	61.4489525803977	4.98086771234019e-200	5.52494449545148e-196	418.054057919428	0.0518128066072085	Transcript	Caudate
DDX3Y-201|ENST00000336079.8	chrY	12904868	12920478	15611	ENSG00000067048.17	ENSG00000067048	DDX3Y	9.34253025467099	2.47154765225645	60.9002030836768	1.11434250639503e-198	1.11245926755922e-194	427.309658778952	0.0618422880916917	Transcript	Caudate
RPS4Y1-201|ENST00000250784.13	chrY	2841602	2867268	25667	ENSG00000129824.16	ENSG00000129824	RPS4Y1	9.70793255968089	2.19908239289562	60.6161133582857	5.619087891325841e-198	5.0996287570813603e-194	420.860376243085	0.0474133803886793	Transcript	Caudate
KDM5D-201|ENST00000317961.9	chrY	19703865	19744726	40862	ENSG00000012817.16	ENSG00000012817	KDM5D	9.40572026101208	1.03913444090776	59.0946780378237	3.62012489213821e-194	3.01167240089208e-190	407.243257214393	0.274832504849063	Transcript	Caudate
XIST-221|ENST00000649757.1	chrX	73823337	73829691	6355	ENSG00000229807.13	ENSG00000229807	XIST	-4.93345565045016	-0.200699709888248	-58.4682807359561	1.4123665493229599e-192	1.0845997306573902e-188	429.208742413923	0.252110694251233	Transcript	Caudate
NLGN4Y-205|ENST00000413217.1	chrY	14622181	14733549	111369	ENSG00000165246.15	ENSG00000165246	NLGN4Y	7.71843214698614	-0.378213294764543	57.7338972047358	1.07878883133574e-190	7.692611987219879e-187	399.986885089494	0.0358630628598653	Transcript	Caudate
EIF1AY-201|ENST00000361365.7	chrY	20575776	20593154	17379	ENSG00000198692.10	ENSG00000198692	EIF1AY	8.66164826314457	0.708699227247123	57.5857998723184	2.5999961991489e-190	1.73040147038156e-186	399.863026865958	0.0534188360138406	Transcript	Caudate
NLGN4Y-201|ENST00000339174.9	chrY	14524574	14843647	319074	ENSG00000165246.15	ENSG00000165246	NLGN4Y	9.18332198215417	0.478533609966214	55.0134297600028	1.5055655851692702e-183	9.39388237081458e-180	386.131360036507	0.0665418828838419	Transcript	Caudate
USP9Y-206|ENST00000457658.6	chrY	12537650	12708869	171220	ENSG00000114374.13	ENSG00000114374	USP9Y	4.73256545032912	-0.161835232812802	54.2945012602879	1.29370241432299e-181	7.597153277898699e-178	395.538192514697	0.0438768033910537	Transcript	Caudate
TTTY14-219|ENST00000656768.1	chrY	18926528	19077365	150838	ENSG00000176728.10	ENSG00000176728	TTTY14	2.44128443499157	1.39889322709294	54.1356268049922	3.48274837789805e-181	1.9315902961885599e-177	403.237881464283	0.199945320327277	Transcript	Caudate
ANOS2P-204|ENST00000652544.1	chrY	13703902	13888980	185079	ENSG00000241859.7	ENSG00000241859	ANOS2P	4.30432810542311	0.509052814109191	53.4506748382288	2.55468802380056e-179	1.34230031633702e-175	395.394605876291	0.082221755731168	Transcript	Caudate
TTTY14-227|ENST00000667450.1	chrY	19040240	19044666	4427	ENSG00000176728.10	ENSG00000176728	TTTY14	2.53346054157979	1.24298986652827	53.2867958882268	7.18395332336016e-179	3.58590622112184e-175	397.884259005881	0.0927873056141395	Transcript	Caudate
ZFY-202|ENST00000383052.5	chrY	2935281	2982506	47226	ENSG00000067646.12	ENSG00000067646	ZFY	9.1810362380358	1.08611262051961	51.5104479792261	6.19609112457533e-174	2.94553320503562e-170	367.486706319113	0.191015366088022	Transcript	Caudate
