Power	SFT.R.sq	slope	truncated.R.sq	mean.k.	median.k.	max.k.
1	0.0435987263942068	-0.520153766899999	0.972575752034037	4518.6469881847	4443.12067009883	8041.31061962385
2	0.55824600137752	-1.41988230359442	0.978696293775781	1244.36731345696	1135.6380009805	3532.43582061608
3	0.749011892251815	-1.72918371092195	0.974662265542945	447.236836160743	359.661109667599	1893.13193175911
4	0.81219904012632	-1.87150708969586	0.973284387853757	192.069121498571	131.621025664023	1147.87188268537
5	0.840054553720609	-1.93003296633356	0.975302771513904	93.855984754019	53.1138232088527	756.28901949104
6	0.861204402408892	-1.93521396950063	0.978539722183736	50.5767910742833	23.1486509117462	528.953305680804
7	0.879565824660142	-1.91713458358819	0.986290264853989	29.4138516691663	10.7274855445501	386.817409999299
8	0.881494535415378	-1.89960960240813	0.983727841413611	18.1765906623683	5.21442529871815	292.751197420288
9	0.873170691244934	-1.88969254842803	0.977142688498592	11.7983889897015	2.618545288599	227.652039631838
10	0.861595454528549	-1.87844193382413	0.971505283959208	7.97407449939759	1.36899918799985	180.958816443151
11	0.872923499180241	-1.84136943270969	0.977159559212511	5.57373563552851	0.741903545466573	146.772851429081
12	0.881710912991136	-1.80417225569898	0.980445257565425	4.00787743311335	0.415599861725523	120.796636354709
13	0.887814225715906	-1.77699051979142	0.985696266696951	2.95222706587938	0.236042584552905	100.650791493889
14	0.894444152145813	-1.7437733391934	0.987413450061036	2.22011437341132	0.137872418472877	84.7533410137751
15	0.899821479398923	-1.72021078737502	0.989527055669586	1.69976659072297	0.0819433563204062	72.0203838169369
16	0.903747228638844	-1.6992240288895	0.990866308783899	1.32191592079109	0.0494500911236713	61.6897730638657
17	0.894129088848262	-1.69615681336042	0.988489352001164	1.04231711014719	0.0304278149034969	53.2133764758263
18	0.897264331503642	-1.67214365429494	0.989631924458198	0.831940786934985	0.0187914442242862	46.1890993535882
19	0.898754231857367	-1.65956184592376	0.990383283778294	0.671280795575718	0.0117618361507974	40.3167701059779
20	0.900328157239815	-1.6484450739375	0.991296518664016	0.546947040646136	0.00746248897243929	35.4150826632416
21	0.903840673214029	-1.62718262042066	0.992635126453193	0.449569478790845	0.00478577009615089	31.2855779933158
22	0.904879675972538	-1.61587445619353	0.993098141399944	0.372476359248466	0.00305136341339263	27.7608948862612
23	0.908136150947445	-1.60075920144859	0.994967045399734	0.310841787987918	0.00198840516600352	24.7339020342892
24	0.910355452279021	-1.58947193704721	0.995067028720452	0.261124624905945	0.00129968441336392	22.1196699361059
25	0.911092617687957	-1.58112816567746	0.993332493727873	0.220692191534213	0.000856900390466375	19.8502295768854
26	0.913474317662467	-1.57150527617042	0.994688378355044	0.187563566801775	0.000562792029594306	17.8707109688995
27	0.907470294544456	-1.57402835603505	0.989866216957648	0.160231690984731	0.000376796795783507	16.1364632116033
28	0.898573823773509	-1.57663439955291	0.97967988720736	0.137538284363254	0.000253718705210515	14.6108821674402
29	0.900451091002112	-1.56775085786477	0.97836378427006	0.11858471465042	0.000169481273158745	13.2637546559637
30	0.877181361599706	-1.58109932048216	0.954763140507962	0.102667687924427	0.000114259095545188	12.0699840383804
