"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEwhite","MEyellow"
"R11135",-0.108867247245965,0.0459471675468834,-0.0727872315245469,0.0169071297299835,-0.0401163180343619,-0.115867236438536,-0.0720382101036521,0.00665212804672266,0.107748495016379,-0.0409700548591185,0.00951935376976467,-0.0762253847142279,-0.0896643130863714,0.0600434098367565,0.0550531867662908,0.0738991346860276,0.00991177806634909,-0.0888584996911729,0.081085399459525,0.100957691856942,0.121615233800101,0.138099895551649,-0.110496366009589,0.0893212877251604,0.079267281547548,0.144911668762743,0.03975058636178,0.0623981882271283,-0.0622918568558674,-0.0414839782469588,0.0450641628245886,0.0762710291521879
"R11137",-0.0806487634763384,0.0564077502249337,-0.0258026453754711,0.0558269528386249,0.0349513452195849,-0.0915658357460036,-0.13077310051912,0.0524680978365514,0.0918817321405495,-0.138446981783575,0.109784050676828,-0.0532542601059877,-0.0873692422542457,0.0323474452831775,0.117877810452966,0.0512804682551862,-0.0349702823477481,0.0140443668305082,0.13562618258474,0.135010610427132,0.13223607178473,0.0574484048605025,-0.0648939939452844,0.0626664242417486,0.0130215520864491,0.141081396261343,0.0150383145601531,0.111181510873356,-0.0298140181811288,-0.126459562253064,0.0626216969948369,0.109426777148233
"R11138",-0.0323093955460511,0.00242123816788817,-0.0358595359355705,0.06037081490416,0.0177096345374032,-0.0289411480853234,0.0017512080161136,0.0149576652579152,-0.0175054098854512,0.0240120734414386,0.00749147487789636,-0.0193434602258652,0.0161423326632463,0.0137936153276133,-0.0241232508544941,0.0371331253371785,-0.0242890037365517,-0.0132988502202242,0.00168907050955144,0.101143397999628,0.00150114033457521,0.0145501743598548,-0.00860061032703409,-0.0162943301076226,0.0298085088755512,-0.0226236502488983,-0.0157765770971662,0.0209883034278868,-0.0236960969970985,-0.00728113315239381,-0.0363148636835742,-0.000826737536195582
"R11139",0.0173527931575195,-0.0410891522397205,0.0225744352081132,0.050817154362249,0.00941093509051558,0.00720707496512421,-0.029926160832117,-0.00409810347008746,-0.00221139943284062,-0.0579630803046317,0.0234684464891031,-0.0244108687040283,-0.0340621169016159,-0.0100355261265992,-0.0333923768144167,0.0376489924345496,-0.0065248289614219,0.0271853203350967,-0.00915760583152388,0.0632080266476451,-0.000773931863655371,0.010810158302384,0.000128880148431826,-0.00780897575105217,-0.0341240551208365,-0.0173704391129922,-0.0380570617779029,0.0520679769362114,-0.0625202028262267,-0.0160297935167576,-0.0353109105018941,-0.00422721445217615
"R11140",-0.104895363188259,-0.00666089884893677,-0.0562557501371745,0.0849801626368381,0.151412388816093,0.0105921384156887,-0.0318656549734916,0.176326534583458,-0.0573623964740714,-0.0121508126043951,0.0649477496807396,-0.0905846661815696,0.0953673271643048,0.156329529067594,-0.0172234002254194,0.0564476569750488,-0.135324904343037,0.0106476885318431,0.118466362301587,0.0784598818327468,0.0245536998424636,-0.0455632416871479,0.0935532539894609,-0.0497850025216344,0.0122800595510339,-0.00985547804940745,-0.0694001280229954,0.0972271206671952,0.0161906773439863,-0.0304291258811338,-0.0234119167431148,0.0023806519932072
"R11141",0.0157338481724272,-0.00392297521961918,4.70236717599798e-05,-0.0305964797429469,-0.031928806226526,0.00838409427326202,-0.0082084515947241,-0.0323601499694181,0.022617046319718,0.0267477731583514,-0.0442545831360123,-0.0666986927830276,0.000938475165325774,0.0112753068525102,-0.00527703627222327,0.00927769706214517,0.0366891999451978,-0.0455350993289345,-0.0375942687870634,0.0636565180724174,-0.016187714594034,0.0151141389396565,-0.0159878321085021,0.00275557705168728,0.0175128271774629,-0.00701754328772449,0.023726248678673,-0.0698077320652359,0.0410909004302598,0.0467824612806521,0.0117094350549814,-0.0225168965376802
"R11142",-0.00897718730270909,-0.0295051560774883,-0.0218800379331433,-0.0220740307927906,0.0218312625690756,-0.00119329708799645,0.0409928357461986,0.0238924759183689,0.0346088996196165,0.0479323163167116,-0.00763933443039044,0.0121010970816789,0.0359247192261411,0.0286539560531357,-0.00411112319098866,-0.00399873424938266,-0.0102973607085054,-0.0272447258114343,0.0287892726417299,0.0496690756900305,0.0071905041885717,0.0503482364504078,-0.0026038232821233,-0.00281477628055718,0.0678858798611764,0.0442208859155177,-0.0288609732233924,-0.0169373966004301,0.00148019119104121,0.0175923906122109,-0.0175331215460756,-0.0177953699401448
"R11143",-0.0851549672192917,0.070138209938527,-0.097911339252979,0.04929515687102,0.00610552715618921,-0.0683874704007921,-0.167104221901517,-0.0175935175897825,0.00962765739628863,-0.0877510258195009,0.0764795963999188,-0.03682963251285,-0.0872236478984214,-0.0136888064886063,0.0368330834725649,0.0902812098101701,-0.0306207889327643,-0.00277472197600062,0.0446305404057839,0.0658704514041093,0.0912021713932527,0.0665798598119741,-0.089847272726954,0.0669542840438924,0.000818938406123048,0.0802730446232821,0.0305559653277955,0.0559534552212045,0.0394722438982787,-0.0944224193538993,0.0468995547769528,0.097297837191475
"R11144",-0.0134660664132778,0.0386460676109625,0.00747998940194365,0.0291232514521041,0.00442510232880671,-0.0308689578222217,-0.0186783382523901,-0.000231104667292783,-0.0202462746544064,-0.0205686029290802,0.00830731599516909,0.0222823346619161,-0.0100564818311343,-0.00251866863608187,-0.000105624716983477,0.0125898528976781,0.0158859778332076,-0.00864280772923322,-0.00410116805648065,0.0525984308072495,0.00599240699575831,-0.0268983120275939,-0.012452677163568,0.0307379524372373,-0.0188114642648747,-0.01800586906601,0.0338780538148191,0.0160623403400168,-0.010209101177191,-0.0112751572673141,0.0111341527394749,0.0238969285706719
"R11145",-0.0399164408364413,-0.00179689183580869,-0.000544261804153375,0.0690275510738729,-0.0536602130854352,-0.094400665600513,-0.0496943026976485,-0.0116871736857773,0.077983571366968,-0.0495934173361011,0.0164448517903575,0.0837231552834755,-0.100785925597233,-8.55039685401989e-05,0.0968387581858679,-0.00261571249675107,0.0321431023605927,-0.0522727258951274,0.0605160287047307,0.0884085593573405,0.0998641898822575,0.0601269296966521,-0.0840147203244623,0.0703106927231725,0.0357268745825515,0.114271262107974,-0.00137050862307593,0.0437034695527082,-0.0406514864351874,-0.0496822215348651,0.0619439653672667,0.0534801792076678
"R11146",-0.0801012958319935,-0.00177562470075221,-0.126310556604712,0.0253861453438009,-0.0447929412810217,-0.0537581022757982,-0.173576740120482,0.0206859134615532,0.178430667981892,-0.0664449024288971,0.0290367576473288,0.0427594966115871,-0.0740297035952814,0.0597222959235522,0.0552239644375113,-0.0179691477395159,0.0194023976000766,-0.0741428579062497,0.135462761393954,0.0824090221325393,0.137890202917549,0.116343180501368,-0.109978074556681,0.110858523231921,0.0893008430261968,0.184274696057621,0.00106470620603845,0.0433669522571713,0.0485136022786593,-0.0580299076998684,0.104644799164558,0.0714244646772394
"R11147",0.107562151673511,-0.116336420056724,0.118960546039602,-0.0270482895287063,-0.0266840076313472,0.0535941309445886,0.0375785526403671,0.0455301224747909,0.100934836005161,-0.0529783493835004,-0.0669101899627716,-0.0176072193346414,-0.0268225212049297,0.075194235917489,-0.0596986352487957,-0.0983649259727335,0.0782480393251077,0.00186616410163595,-0.0191410412327768,0.0857687823584989,-0.0605145638689556,-0.0410403014012614,0.0615678246957138,-0.0180169571413566,-0.0750033208385801,-0.00109145019777268,-0.00681591891321234,0.014274800272348,-0.0786116472508995,0.0800311687936889,0.00376167712653122,-0.101912280837807
"R11148",0.00529938454196935,0.0775143067970649,0.0515992786391414,0.100045511117396,0.0277269591738246,-0.0537994476210006,-0.0616550158224109,-0.0112294802370918,-0.0607001092059694,-0.153890606796308,0.108714401724327,-0.00110987566108499,-0.0935694524265944,-0.0799996314812104,-0.000451606524612135,0.0677300148109378,-0.0361556530405231,0.0929786682076777,0.00353647939282106,0.0307045588198629,0.0337922938397135,-0.053887445478636,-0.0316910724300148,0.00926262871560633,-0.110772900668496,-0.00953299526629698,0.0108749057262837,0.075763326737315,-0.0992176524639634,-0.135009540598246,0.00651441074985265,0.0935017670421148
"R11149",-0.0172435726205694,-0.0103018535127156,0.0249108595275742,-0.00598355113239622,-0.0176326586262021,-0.0306683103945781,0.0401324075324676,-0.02416809654192,-0.0190873635460065,0.0296238972504359,-0.0361584471034209,0.144496494533362,0.00157360020208026,0.0293395640240005,0.0716570018209605,-0.00754689763494111,0.0527433977212092,-0.070576981044871,-0.00691036053034535,0.0790756271491441,0.0123258255465407,-0.0546661396702037,-0.0114494997327512,0.0421872857679896,0.00980132333384365,-0.0143760405069079,0.0221173808882912,-0.00528749655343627,-0.0465928161068333,0.0657644059193281,0.0363216393174143,-0.0266830051050451
"R11152",-0.0223724660485537,0.000905671525530279,-0.0231383558503381,0.0316644905775577,0.0235347419706996,0.00459092469044104,0.071600510125638,-0.0046909372705299,-0.0345870460684195,0.0686389969638741,-0.00219949535705868,-0.0812355818147471,0.0346306334532975,-0.000191861930759268,-0.0275241567128618,0.0434646260524954,-0.0453512341177696,-0.00179492935230891,-0.0161953489095757,0.0719230121232501,-0.0215408676830891,0.0463918737641712,-0.0041380422705745,-0.0662749386842206,0.044160666326202,-0.0279779043772098,-0.0294426079696842,0.00561677751767771,-0.01438012930615,0.018921242188267,-0.0454866216820004,-0.011315212599529
"R11153",0.0568840312101226,-0.0336893094660071,0.0766890880340844,0.0361708376733449,0.0824067826871083,0.0876319533014044,0.0452180743067849,0.109746307060945,-0.0331985424932286,-0.0447464077776278,0.00685319707902678,-0.0445447218307914,0.0569795183886025,0.0647834561421064,-0.0882717514377732,-0.104951775551103,-0.0117159474267078,0.0868460203689147,-0.0157852993451739,0.14791989187302,-0.0899118539022229,-0.0538317573001287,0.128387078792149,-0.0741709535724744,-0.114512358979404,-0.0560293666149699,-0.0154464422133698,0.0965029948157669,-0.0621880944180971,0.0318486710086121,-0.0747093754681838,-0.0788281405024249
"R11154",0.0424616523073265,-0.0542346350003442,-0.0475812854350028,0.0794702466077696,0.00491335971484099,0.0747666755808901,0.00683233187536823,0.00740413908752148,-0.0217594742230434,0.063005086241085,-0.01473473438357,0.0637358489121401,0.038654275670015,0.0245276549360661,0.0745123643022074,-0.0120254661482709,0.0210296405903573,-0.0154092466967707,0.000213980274892107,0.102702811783787,0.00699583477997377,-0.0701071539725024,0.00283236795051842,0.0247271903400729,0.0237364914155454,-0.0631720175889465,-0.0293091701041608,0.0267518266627601,0.102161092821159,0.0330287266608019,-0.0745398623669585,-0.0331316883064386
"R11155",-0.0259337601022471,-0.0161926727767553,-0.0306169893244435,-0.0126585772613478,0.0571366879755547,0.0103853162074264,0.0595124155140939,0.0600314777227359,-0.036208737405998,0.0778819680032762,-0.0132749349531974,-0.0210774717811301,0.0874287100043964,0.0456146104880847,-0.0226401297931243,-0.0241924938337756,-0.0185072990998926,-0.0132444656713896,0.012785176696451,0.0577601636590861,-0.0407376253909933,-0.0169814909885484,0.0418005353103092,-0.0280184028841079,0.0410363756320903,-0.0453824811250621,-0.019812853688563,-0.0068715434565891,-0.00158725987474757,0.0338020191620232,-0.0254637210277581,-0.0404566766645184
"R11156",-0.0966328272689361,0.0237861058440624,-0.0804389457717829,0.0280232817878878,0.0262857524120887,-0.0364033303916792,-0.0699494836123353,0.0210809185472484,-0.0358959927352367,-0.0239640084290642,0.0249006740806631,0.00443609057246614,0.012605042844902,0.0260844123284008,0.00106302032864329,0.0719309827696238,-0.0555069872364487,-0.0275133405079567,0.031553258682213,0.0321632239868455,0.04076739431195,0.0398650018807745,-0.0152485835092385,0.0210314561579792,0.0203374103816887,0.0103977708935039,-0.00911213958912851,0.0379439547832835,0.003170218556997,-0.0369274331703524,0.0155148408288609,0.0340680210121646
"R11157",-0.00868446497639225,-0.0329753024266786,-0.00417722189811162,0.00757609191819789,-0.00837721815322593,-0.0359116351202226,-0.0441495891458167,-0.0137152588833736,0.0275153901030046,-0.0419740826420592,0.0216944263735307,0.00799644792310971,-0.0573521683393311,-0.00972085126854161,-0.00570916167688916,0.0645006209923422,-0.0080620685824389,-0.00279619842364366,0.0204989512123575,0.0225973724656396,0.040929754807171,0.0507651906410236,-0.0337243660311477,0.011199265478666,0.0114674721399915,0.0270326927673565,-0.0458613341978887,0.024956591274955,-0.0481189794673716,-0.0321543032604072,0.0132893303107834,0.0153427444737638
"R11158",0.0241686934207229,-0.0263826593970235,-0.0354618120305111,-0.0236311616420648,-0.0379168751312918,0.0274744170212689,-0.0271827733742489,-0.0320912341742475,0.0658867432876101,0.0217473837679132,-0.0423817938149777,-0.0453050254958043,-0.0099320077337521,-0.000728676472109914,0.0140171210290286,-0.0192023645315599,0.0380784811396831,-0.0435727021461031,-0.000252752482080971,0.0415486284789123,0.012526682935009,0.0607563848823398,-0.0375301651404702,0.00815139730118847,0.0418337965087436,0.0425536643449013,-0.00379671437513932,-0.0746557144382556,0.0542298818817519,0.0287070137535411,0.035464236550782,-0.0179377419891867
"R11183",-0.0612678356899684,0.020493898783513,-0.0566180449667996,0.000842170178754832,0.0132279084891333,-0.0074061715598424,0.0531402354756934,0.00525958684673752,-0.00992335656430563,0.0674801446490967,-0.0123067268615409,-0.0508759204107017,0.0359222221428976,0.0528686543915636,0.00110995872394815,0.0465061947705544,-0.0290729738494622,-0.04146868686865,0.013737146702886,0.0538443190955062,0.00204394406731646,0.0658300716688535,-0.0163258538892331,-4.25743276980468e-05,0.0778553801676489,-0.0127920528658751,0.00338966400766535,-0.0011593987854876,0.0187483033646523,0.017780973416894,-0.0355763600063409,-0.00170975071949961
