ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0097014	ciliary plasm	150	-0.725378859355405	-2.75181516957813	2.13738097257593e-24	1.63082168207543e-21	1.41742106602404e-21	2945	tags=57%, list=16%, signal=48%	CFAP161/DNAL1/BBS7/SEPTIN7/ARL6/RIBC2/DYNC2LI1/TEKT3/CCDC113/RPGRIP1L/ODAD3/KIFAP3/BBS5/NME7/HYDIN/CCDC40/SPAG16/CCDC96/DNAH7/CFAP70/DNAH6/CFAP74/CFAP221/TTC30A/AK8/CFAP46/CFAP251/DNAI4/CFAP61/SPATA4/MNS1/EFHC1/TTC30B/PIERCE1/SPEF1/RPGRIP1/ENKUR/DNAI7/LCA5L/CFAP53/TEKT2/DNAH2/DCDC2/CFAP276/CCDC65/DNAH17/CFAP206/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/CFAP95/CFAP54/DRC1/CFAP210/DNAH10/CCDC39/DRC3/DNAAF1/ODAD2/EFHC2/DNAH9/SPAG8/DYNLT4/RSPH4A/DNAJB13/DNAH12/CFAP100/CFAP126/DNAH11/EFHB/SPAG17/FAM166B/ODAD1/CFAP52/TEKT4/SPAG6/MAK/CFAP45/TEKT1/CFAP107/DNAH3/CFAP73/DNAI2
GO:0005930	axoneme	149	-0.727879920971044	-2.75863275135632	4.52807446474338e-24	1.7274604082996e-21	1.50141416462544e-21	2945	tags=57%, list=16%, signal=48%	CFAP161/DNAL1/BBS7/SEPTIN7/ARL6/RIBC2/DYNC2LI1/TEKT3/CCDC113/RPGRIP1L/ODAD3/KIFAP3/BBS5/NME7/HYDIN/CCDC40/SPAG16/CCDC96/DNAH7/CFAP70/DNAH6/CFAP74/CFAP221/TTC30A/AK8/CFAP46/CFAP251/DNAI4/CFAP61/SPATA4/MNS1/EFHC1/TTC30B/PIERCE1/SPEF1/RPGRIP1/ENKUR/DNAI7/LCA5L/CFAP53/TEKT2/DNAH2/DCDC2/CFAP276/CCDC65/DNAH17/CFAP206/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/CFAP95/CFAP54/DRC1/CFAP210/DNAH10/CCDC39/DRC3/DNAAF1/ODAD2/EFHC2/DNAH9/SPAG8/DYNLT4/RSPH4A/DNAJB13/DNAH12/CFAP100/CFAP126/DNAH11/EFHB/SPAG17/FAM166B/ODAD1/CFAP52/TEKT4/SPAG6/MAK/CFAP45/TEKT1/CFAP107/DNAH3/CFAP73/DNAI2
GO:0032838	plasma membrane bounded cell projection cytoplasm	239	-0.605726984605834	-2.42887474391365	5.29579064781194e-19	1.3468960880935e-16	1.17064845899001e-16	2945	tags=41%, list=16%, signal=35%	CFAP161/SOD1/DNAL1/BBS7/AP3S1/SEPTIN7/ARL6/RIBC2/DYNC2LI1/TEKT3/CCDC113/RPGRIP1L/ODAD3/ARMCX3/AGTPBP1/KIFAP3/BBS5/NME7/KIF3A/HYDIN/WASF1/CCDC40/ACTR10/SPAG16/CCDC96/DNAH7/UHMK1/CFAP70/DNAH6/NEFL/CFAP74/CFAP221/TTC30A/AK8/CFAP46/CFAP251/DNAI4/CFAP61/SPATA4/MNS1/EFHC1/TTC30B/PIERCE1/SPEF1/RPGRIP1/UCHL1/ENKUR/DNAI7/HPCA/LCA5L/CFAP53/TEKT2/DNAH2/DCDC2/CFAP276/CCDC65/DNAH17/CFAP206/KIF4A/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/CFAP95/CFAP54/ARC/DRC1/CFAP210/DNAH10/CCDC39/DRC3/DNAAF1/ODAD2/EFHC2/DNAH9/SPAG8/DYNLT4/RSPH4A/DNAJB13/DNAH12/CFAP100/CFAP126/DNAH11/EFHB/SPAG17/FAM166B/ODAD1/CFAP52/TEKT4/SPAG6/MAK/CFAP45/TEKT1/CFAP107/DNAH3/CFAP73/DNAI2
GO:0099568	cytoplasmic region	274	-0.57510591690564	-2.34965845138241	4.83104058807249e-17	9.21520992174827e-15	8.00935676443597e-15	2945	tags=37%, list=16%, signal=32%	CFAP161/SOD1/DNAL1/BBS7/AP3S1/SEPTIN7/ARL6/RIBC2/DYNC2LI1/GPSM2/TEKT3/CCDC113/RPGRIP1L/ODAD3/ARMCX3/AGTPBP1/KIFAP3/BBS5/NME7/KIF3A/HYDIN/WASF1/CCDC40/ACTR10/SPAG16/CCDC96/DNAH7/UHMK1/CFAP70/DNAH6/GNAI1/NEFL/CFAP74/CFAP221/TTC30A/AK8/CFAP46/CFAP251/DNAI4/CFAP61/SPATA4/MNS1/EFHC1/TTC30B/PIERCE1/SPEF1/RPGRIP1/UCHL1/ENKUR/DNAI7/HPCA/LCA5L/CFAP53/TEKT2/MYO5B/DNAH2/DCDC2/CFAP276/CCDC65/DNAH17/CFAP206/KIF4A/INSC/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/CFAP95/CFAP54/ARC/DRC1/CFAP210/DNAH10/CCDC39/DRC3/DNAAF1/ODAD2/EFHC2/DNAH9/SPAG8/DYNLT4/RSPH4A/DNAJB13/DNAH12/CFAP100/CFAP126/DNAH11/EFHB/SPAG17/FAM166B/ODAD1/CFAP52/TEKT4/SPAG6/MAK/CFAP45/TEKT1/CFAP107/DNAH3/CFAP73/DNAI2
GO:0031514	motile cilium	205	-0.596802252897599	-2.35789900506263	5.15947671345661e-15	7.87336146473479e-13	6.8430954304793e-13	3286	tags=45%, list=18%, signal=38%	ODAD4/ATP1A1/TSGA10/CALM1/AK1/IFT88/NPHP1/CFAP161/IFT81/CROCC/SEPTIN7/DYNC2LI1/TEKT3/BBS4/CFAP69/FBXL13/FSIP2/SLC9B1/PMFBP1/CALM2/SPEF2/DCDC2C/NME5/SPAG16/IQUB/CFAP44/SEPTIN4/CFAP70/CFAP119/PGAM4/CETN2/CFAP221/DLD/AK8/CFAP251/DNAI4/CFAP61/ANXA1/MNS1/KIF9/ATP1B1/SPA17/CATSPERZ/SPEF1/SEPTIN12/TTLL9/ENKUR/CABCOCO1/EFCAB2/SCNN1A/TEKT2/DNAH2/IQCG/IQCD/RSPH1/CCDC65/DNAH17/CFAP206/CFAP43/SAXO1/DNAI1/DNAH5/ENO4/CFAP99/ZBBX/DRC1/DNAH10/DRC3/TAS2R43/CFAP300/DNAH9/CFAP47/AK7/ROPN1L/DRC7/DYNLT4/RSPH4A/DNAJB13/CFAP100/CFAP65/CFAP58/DNAH11/SPAG17/TTC29/CFAP52/TEKT4/SPAG6/MAK/CFAP45/TEKT1/DNAH3/CFAP73/DNAI2
GO:0030312	external encapsulating structure	467	0.447484778730645	2.00564638270061	4.85297326883748e-14	6.17136434020499e-12	5.36381256029405e-12	3169	tags=36%, list=18%, signal=31%	S100A9/S100A8/SERPINH1/FCN1/PKHD1L1/CCN5/POSTN/FREM3/THBS1/TGM2/SERPINC1/MMP25/FGF10/SERPINE1/FCN3/SERPINA3/HPX/PODN/LRRC32/ADAMTS15/ICAM1/TGFB1I1/TNXB/TIMP1/MDK/CFP/ANGPTL7/NID1/SERPINA1/CHI3L1/ADAMTS2/SLPI/SERPING1/VASN/ADAMTS9/HAPLN3/WNT11/C1QB/LAMC2/ALPL/MMRN1/VIT/COL13A1/EGFL6/OMD/SHH/MMRN2/MEPE/FCGBP/COL14A1/PRG4/AZGP1/F13A1/VWF/MGP/FBLN5/CCN4/LOXL1/TIMP2/COL4A1/WNT4/LAMA5/HMCN2/CRISPLD2/TINAGL1/PAPLN/COL23A1/COL1A1/LTBP2/ANG/ADAMTS10/HSPG2/NPNT/MFAP4/EGFLAM/MMP11/PLSCR1/MATN3/OLFML2A/ADAMTS20/BCAM/LOXL2/ADAMTSL5/F7/ANGPTL1/EFNA5/ITIH4/C1QA/FMOD/EGFL7/ADAMTS17/PRELP/ASPN/COL7A1/ADAMTSL2/COCH/LTBP4/COL6A1/COL4A2/SCARA3/HAPLN4/ACTA2/VWC2/PLOD3/LINGO2/ADAMTSL4/AEBP1/TNFRSF11B/ANGPTL4/LGALS3/CSPG4/EYS/MMP19/RTN4RL2/GREM1/COL11A1/SERPINB9/CRELD1/BGN/LAMA3/NPPA/COL1A2/THSD4/L1CAM/ELFN2/GPC3/FBN3/COL18A1/ECM1/TGFB3/TIMP3/LAMB4/SNED1/FBN1/SDC2/LAMC1/HMCN1/C1QC/FRAS1/ADAMTS1/FBN2/WNT2B/ADAMTS12/WNT5B/LAMA2/NTN4/DCN/S100A6/LGALS4/CDH13/CD151/F3/FN1/LRRTM3/PCOLCE/LRRTM4/PXDN/COL3A1/COL15A1/PDGFB/EMILIN1/ZP3/ANXA11/COL5A1/ADAMTS3/POMZP3/CSTB/EMILIN3/COL8A1
GO:0031012	extracellular matrix	466	0.444112198822119	1.99423786278816	4.22903403534987e-13	4.60964709853136e-11	4.00645329664725e-11	3169	tags=36%, list=18%, signal=31%	S100A9/S100A8/SERPINH1/FCN1/CCN5/POSTN/FREM3/THBS1/TGM2/SERPINC1/MMP25/FGF10/SERPINE1/FCN3/SERPINA3/HPX/PODN/LRRC32/ADAMTS15/ICAM1/TGFB1I1/TNXB/TIMP1/MDK/CFP/ANGPTL7/NID1/SERPINA1/CHI3L1/ADAMTS2/SLPI/SERPING1/VASN/ADAMTS9/HAPLN3/WNT11/C1QB/LAMC2/ALPL/MMRN1/VIT/COL13A1/EGFL6/OMD/SHH/MMRN2/MEPE/FCGBP/COL14A1/PRG4/AZGP1/F13A1/VWF/MGP/FBLN5/CCN4/LOXL1/TIMP2/COL4A1/WNT4/LAMA5/HMCN2/CRISPLD2/TINAGL1/PAPLN/COL23A1/COL1A1/LTBP2/ANG/ADAMTS10/HSPG2/NPNT/MFAP4/EGFLAM/MMP11/PLSCR1/MATN3/OLFML2A/ADAMTS20/BCAM/LOXL2/ADAMTSL5/F7/ANGPTL1/EFNA5/ITIH4/C1QA/FMOD/EGFL7/ADAMTS17/PRELP/ASPN/COL7A1/ADAMTSL2/COCH/LTBP4/COL6A1/COL4A2/SCARA3/HAPLN4/ACTA2/VWC2/PLOD3/LINGO2/ADAMTSL4/AEBP1/TNFRSF11B/ANGPTL4/LGALS3/CSPG4/EYS/MMP19/RTN4RL2/GREM1/COL11A1/SERPINB9/CRELD1/BGN/LAMA3/NPPA/COL1A2/THSD4/L1CAM/ELFN2/GPC3/FBN3/COL18A1/ECM1/TGFB3/TIMP3/LAMB4/SNED1/FBN1/SDC2/LAMC1/HMCN1/C1QC/FRAS1/ADAMTS1/FBN2/WNT2B/ADAMTS12/WNT5B/LAMA2/NTN4/DCN/S100A6/LGALS4/CDH13/CD151/F3/FN1/LRRTM3/PCOLCE/LRRTM4/PXDN/COL3A1/COL15A1/PDGFB/EMILIN1/ZP3/ANXA11/COL5A1/ADAMTS3/POMZP3/CSTB/EMILIN3/COL8A1
GO:0062023	collagen-containing extracellular matrix	362	0.464139925029372	2.0424384829953	2.23261390624968e-12	2.12935551308563e-10	1.85071942228592e-10	3169	tags=38%, list=18%, signal=32%	S100A9/S100A8/SERPINH1/FCN1/POSTN/FREM3/THBS1/TGM2/SERPINC1/FGF10/SERPINE1/FCN3/SERPINA3/HPX/PODN/ADAMTS15/ICAM1/TGFB1I1/TNXB/TIMP1/MDK/CFP/ANGPTL7/NID1/SERPINA1/ADAMTS2/SLPI/SERPING1/ADAMTS9/C1QB/LAMC2/MMRN1/VIT/COL13A1/EGFL6/OMD/SHH/MMRN2/COL14A1/PRG4/AZGP1/F13A1/VWF/MGP/FBLN5/LOXL1/TIMP2/COL4A1/LAMA5/HMCN2/TINAGL1/COL23A1/COL1A1/LTBP2/ANG/ADAMTS10/HSPG2/NPNT/MFAP4/EGFLAM/PLSCR1/MATN3/ADAMTS20/BCAM/LOXL2/F7/ANGPTL1/EFNA5/ITIH4/C1QA/FMOD/EGFL7/PRELP/ASPN/COL7A1/COCH/LTBP4/COL6A1/COL4A2/SCARA3/HAPLN4/ACTA2/VWC2/PLOD3/ADAMTSL4/AEBP1/ANGPTL4/LGALS3/CSPG4/EYS/GREM1/COL11A1/SERPINB9/CRELD1/BGN/LAMA3/NPPA/COL1A2/THSD4/L1CAM/GPC3/FBN3/COL18A1/ECM1/TGFB3/TIMP3/LAMB4/FBN1/SDC2/LAMC1/HMCN1/C1QC/FRAS1/ADAMTS1/FBN2/WNT2B/WNT5B/LAMA2/NTN4/DCN/S100A6/LGALS4/CDH13/CD151/F3/FN1/PCOLCE/PXDN/COL3A1/COL15A1/PDGFB/EMILIN1/ZP3/ANXA11/COL5A1/ADAMTS3/CSTB/EMILIN3/COL8A1
GO:0005879	axonemal microtubule	36	-0.818121617572261	-2.41819188531129	9.22138359469753e-11	7.03591568275421e-09	6.11523333122046e-09	1268	tags=61%, list=7%, signal=57%	MNS1/EFHC1/TTC30B/PIERCE1/ENKUR/CFAP53/TEKT2/CFAP276/CFAP206/SAXO1/CFAP95/CFAP210/EFHC2/SPAG8/CFAP126/EFHB/FAM166B/CFAP52/TEKT4/CFAP45/TEKT1/CFAP107
GO:0098798	mitochondrial protein-containing complex	285	-0.497379023833716	-2.04032554331291	8.92074677037173e-11	7.03591568275421e-09	6.11523333122046e-09	5850	tags=58%, list=32%, signal=40%	MRPL46/NDUFA13/NDUFA6/MRPL32/NDUFV1/NDUFS1/ATP5MF/COX2/NDUFA10/NDUFB7/MTX3/MRPL11/ND1/SLC25A4/MRPL20/MTX1/HADHB/IMMP1L/UQCRHL/PNPT1/SDHB/MRPS14/MRPL36/HSPA9/DNAJC11/NDUFC1/MRPL48/MRPL2/MRPS36/DLAT/NDUFC2/MRPL13/IDH3A/MRPL16/MRPS12/NDUFS7/MRPL52/NDUFB8/TOMM70/ND3/AURKAIP1/NDUFA9/UQCR10/ATP5MJ/MRPS18C/MRPS11/NDUFA1/MRPL23/COX7B/SMDT1/CLPX/ND6/MRPS18B/ND4L/ATP5MG/SUCLG1/CHCHD10/ATP5MK/COX4I1/MRPL24/MRPS35/GRPEL1/MRPS23/UQCRB/VDAC1/ATP5F1D/COX5B/ATP5PD/MICOS10/TIMM10/PDHX/MRPL3/SAMM50/MRPS9/ND5/COX1/DAP3/NDUFB11/AFG3L2/IMMT/PDHA1/NDUFA2/TOMM7/TOMM20/NDUFB9/MRPL28/MRPL47/MICU2/MICOS13/MRPL27/TOMM22/TIMM8B/MRPL1/NDUFB10/ATP5MC1/CYC1/BCKDHB/MRPL14/NDUFA5/SUCLG2/COX8A/NDUFB5/COX4I2/ROMO1/MRPS22/UQCRC1/NDUFS2/MRPL51/SDHC/UQCR11/TOMM40L/TIMM13/ATP5F1E/MRPL54/MRPS17/NDUFAF1/IDH3B/NDUFS5/MICU3/MFN1/NDUFB1/UQCRH/COX5A/MRPS33/ATP5ME/NDUFS3/PPIF/NDUFS4/NSUN3/ATP5PF/ATP5PO/COX7A2/COX7C/UQCRC2/NDUFA8/NDUFA4/MRPL15/NDUFB2/MRPS7/MRPL12/NDUFB6/MTX2/TRMT10C/ATP5MC3/UQCRQ/ATP5F1A/COX6C/ATP5PB/MPC1/APOO/CHCHD6/PDHB/DLD/MRPL34/NDUFS6/MRPS28/ATP5F1C/NDUFB3/SLC25A5/ATP5F1B/TIMM17A/NDUFAB1/UQCRFS1/WDR93
