ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0044782	cilium organization	371	-0.581811291679413	-2.43683989740059	2.4548526466657e-24	1.49426880602541e-20	1.34241678941351e-20	3590	tags=40%, list=20%, signal=32%	CFAP91/ACTR3/B9D2/TBC1D30/EHD3/GALNT11/IFT27/WDR90/CCDC88A/BBS12/BBS2/CEP83/ODAD4/DNAAF2/TTC26/ACTR2/CEP97/IFT88/RTTN/CFAP161/ATP6V1D/IFT81/PLK4/DNAL1/KCTD17/CROCC/BBS7/SEPTIN7/SNX10/ARL6/HYLS1/DYNC2LI1/TEKT3/PTPDC1/ATXN10/BBS4/CCDC113/CCDC28B/RPGRIP1L/CFAP69/ODAD3/FSIP2/CC2D2A/KIFAP3/SSX2IP/ATP6V0D1/BBS5/IFT80/KIF3A/HYDIN/DNAAF10/SPEF2/VDAC3/NME5/CCDC40/CCDC13/SPAG16/CCDC96/IQUB/DNAH7/CFAP44/RP2/TTC39C/KIF27/CFAP70/TMEM231/MAPK15/BBOF1/CFAP74/CFAP221/TTC30A/KIF24/CFAP46/ONECUT1/DNAI4/TMEM67/KCNQ1/ALPK1/CFAP61/DAW1/UBXN10/MNS1/SPAG1/PKHD1/TMEM17/MEIG1/TTC30B/PIERCE1/SPEF1/RAB17/RPGRIP1/TTC12/LRGUK/LCA5L/CFAP53/TEKT2/DNAH2/IQCG/KCNJ10/DCDC2/RSPH1/CCDC65/DNAH17/CFAP206/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/ENO4/CFAP54/ONECUT2/DRC1/FOXJ1/CCDC39/ZMYND10/DNAAF1/PIFO/ODAD2/CFAP47/CLXN/DRC7/CATIP/RSPH4A/DNAJB13/CFAP100/DNAAF8/CFAP126/CFAP65/PLA2G3/CFAP58/SPAG17/ODAD1/TTC29/CFAP52/TEKT4/SPAG6/MAK/DNAAF3/HOATZ/TEKT1/GMNC/CFAP157/CIBAR2/CFAP73/DNAI2/DNAAF6
GO:0060271	cilium assembly	344	-0.583766745981946	-2.4211532067018	4.75700451717578e-23	1.44779432480245e-19	1.30066518245938e-19	3848	tags=42%, list=21%, signal=34%	MKKS/GSN/RSPH9/ARMC2/ATG3/CC2D2B/IFT43/DYNC2I1/CFAP91/ACTR3/B9D2/TBC1D30/EHD3/GALNT11/IFT27/WDR90/CCDC88A/BBS2/CEP83/ODAD4/DNAAF2/TTC26/ACTR2/CEP97/IFT88/CFAP161/ATP6V1D/IFT81/PLK4/DNAL1/KCTD17/CROCC/BBS7/SEPTIN7/SNX10/ARL6/HYLS1/DYNC2LI1/TEKT3/PTPDC1/ATXN10/BBS4/CCDC113/CCDC28B/RPGRIP1L/CFAP69/ODAD3/FSIP2/CC2D2A/SSX2IP/ATP6V0D1/BBS5/IFT80/KIF3A/HYDIN/DNAAF10/SPEF2/VDAC3/NME5/CCDC40/CCDC13/SPAG16/CCDC96/IQUB/DNAH7/CFAP44/RP2/TTC39C/KIF27/CFAP70/TMEM231/MAPK15/BBOF1/CFAP74/CFAP221/KIF24/CFAP46/ONECUT1/DNAI4/TMEM67/KCNQ1/ALPK1/DAW1/UBXN10/MNS1/SPAG1/PKHD1/TMEM17/MEIG1/TTC30B/PIERCE1/SPEF1/RAB17/RPGRIP1/TTC12/LRGUK/CFAP53/TEKT2/DNAH2/IQCG/KCNJ10/DCDC2/RSPH1/CCDC65/DNAH17/CFAP206/CFAP43/SAXO1/DNAI1/DNAI3/DNAH5/CFAP54/ONECUT2/DRC1/FOXJ1/CCDC39/ZMYND10/DNAAF1/ODAD2/CFAP47/CLXN/DRC7/RSPH4A/DNAJB13/CFAP100/DNAAF8/CFAP65/PLA2G3/CFAP58/SPAG17/ODAD1/CFAP52/TEKT4/SPAG6/MAK/DNAAF3/HOATZ/TEKT1/GMNC/CFAP157/CIBAR2/CFAP73/DNAI2/DNAAF6
GO:0035082	axoneme assembly	87	-0.776150286141715	-2.7325057347089	1.12358700183269e-18	1.7098185200389e-15	1.53606170382127e-15	2607	tags=67%, list=14%, signal=57%	CFAP69/ODAD3/FSIP2/CC2D2A/HYDIN/DNAAF10/SPEF2/CCDC40/SPAG16/DNAH7/CFAP44/CFAP74/CFAP46/DNAI4/DAW1/MNS1/SPAG1/MEIG1/PIERCE1/SPEF1/TTC12/LRGUK/TEKT2/DNAH2/IQCG/RSPH1/CCDC65/DNAH17/CFAP206/CFAP43/DNAI1/DNAI3/DNAH5/DRC1/FOXJ1/CCDC39/ZMYND10/DNAAF1/ODAD2/CFAP47/CLXN/DRC7/RSPH4A/DNAJB13/CFAP100/DNAAF8/CFAP65/PLA2G3/CFAP58/SPAG17/ODAD1/SPAG6/DNAAF3/HOATZ/CFAP157/CFAP73/DNAI2/DNAAF6
GO:0003341	cilium movement	159	-0.670158232184127	-2.58081027268152	1.0626381442595e-18	1.7098185200389e-15	1.53606170382127e-15	2242	tags=46%, list=12%, signal=41%	HYDIN/SPEF2/NME5/CCDC40/SPAG16/DNAH7/CFAP44/SEPTIN4/KIF27/INTS13/GAS2L2/CFAP70/PGAM4/NEK10/CFAP221/CFAP46/CFAP251/DNAI4/CFAP61/DAW1/MNS1/KIF9/MEIG1/SPA17/CATSPERZ/PIERCE1/SPEF1/TTLL9/TTC12/ENKUR/CFAP53/TEKT2/IQCG/CCDC65/DNAH17/CFAP206/CFAP43/DNAI1/DNAI3/DNAH5/ENO4/CFAP54/DDX4/ZBBX/DRC1/CCDC39/ZMYND10/DNAAF1/ODAD2/DNAH9/CFAP47/CLXN/ROPN1L/DRC7/RSPH4A/CFAP100/CFAP65/PLA2G3/CFAP58/DNAH11/SPAG17/ODAD1/TTC29/CFAP52/TEKT4/SPAG6/HOATZ/CFAP45/TEKT1/CFAP157/CFAP73/DNAI2/DNAAF6
GO:0001578	microtubule bundle formation	116	-0.72092553198004	-2.64906028002874	3.15507196426666e-18	3.84098460929823e-15	3.4506523903927e-15	2242	tags=48%, list=12%, signal=43%	HYDIN/DNAAF10/SPEF2/CCDC40/SPAG16/DNAH7/CFAP44/GAS2L2/CFAP74/CFAP46/DNAI4/TPPP3/DAW1/MNS1/SPAG1/MEIG1/PIERCE1/SPEF1/TTC12/LRGUK/TEKT2/DNAH2/IQCG/RSPH1/CCDC65/DNAH17/CFAP206/CFAP43/DNAI1/DNAI3/DNAH5/DRC1/FOXJ1/CCDC39/ZMYND10/DNAAF1/ODAD2/CFAP47/CLXN/DRC7/RSPH4A/DNAJB13/CFAP100/DNAAF8/CFAP65/PLA2G3/CFAP58/SPAG17/ODAD1/SPAG6/DNAAF3/HOATZ/CFAP157/CFAP73/DNAI2/DNAAF6
GO:0007018	microtubule-based movement	375	-0.524529097177926	-2.20675554876495	1.96617779796168e-16	1.99468737603212e-13	1.79198134393174e-13	2939	tags=33%, list=16%, signal=28%	KIF13B/IFT81/SOD1/KIF25/AP3S1/CNIH2/DYNC1I1/DYNC2LI1/TEKT3/BBS4/CFAP69/ODAD3/ARMCX3/FSIP2/DYNC1LI2/SLC9B1/DYNC1I2/AGTPBP1/KIFAP3/SSX2IP/IFT80/KIF3A/HYDIN/SPEF2/FEZ1/NME5/WASF1/CCDC40/ACTR10/SPAG16/DNAH7/CFAP44/MREG/SEPTIN4/KIF21A/KIF27/INTS13/GAS2L2/CFAP70/DNAH6/BORCS7/PGAM4/NDE1/DYNLT3/NEK10/NEFL/CFAP221/TTC30A/KIF24/CFAP46/CFAP251/DNAI4/KIF6/CFAP61/DAW1/MNS1/KIF9/MEIG1/SPA17/NEFH/TTC30B/CATSPERZ/PIERCE1/SPEF1/UCHL1/TTLL9/TTC12/ENKUR/LCA5L/CFAP53/TEKT2/DNAH2/IQCG/CCDC65/DNAH17/CFAP206/KIF4A/CFAP43/DNAI1/DNAI3/DNAH5/ENO4/CFAP54/DDX4/ZBBX/DRC1/DNAH10/CCDC39/ZMYND10/DNAAF1/ODAD2/DNAH9/CFAP47/CLXN/BICDL2/ROPN1L/DRC7/DYNLT4/RSPH4A/DNAH12/CFAP100/CFAP65/PLA2G3/CFAP58/DNAH11/DYNLRB2/DYNLT5/SPAG17/ODAD1/TTC29/CFAP52/TEKT4/SPAG6/MAK/HOATZ/CFAP45/TEKT1/DNAH3/CFAP157/CFAP73/DNAI2/DNAAF6
GO:0001539	cilium or flagellum-dependent cell motility	125	-0.649523551121408	-2.4188143963141	7.63414841337645e-13	5.80863267402781e-10	5.21834223782772e-10	2232	tags=44%, list=12%, signal=39%	SPEF2/CCDC40/SPAG16/DNAH7/CFAP44/SEPTIN4/INTS13/GAS2L2/DNAH6/PGAM4/CFAP221/CFAP46/CFAP251/MNS1/EFHC1/KIF9/MEIG1/CATSPERZ/TTLL9/TTC12/ENKUR/TEKT2/DNAH2/IQCG/CCDC65/DNAH17/CFAP206/CFAP43/DNAI1/DNAI3/DNAH5/ENO4/CFAP54/DDX4/DRC1/CCDC39/EFHC2/CFAP47/CLXN/ROPN1L/DRC7/RSPH4A/CFAP65/PLA2G3/CFAP58/DNAH11/CFAP52/TEKT4/SPAG6/HOATZ/CFAP45/TEKT1/DNAH3/CFAP157/DNAAF6
GO:0060285	cilium-dependent cell motility	125	-0.649523551121408	-2.4188143963141	7.63414841337645e-13	5.80863267402781e-10	5.21834223782772e-10	2232	tags=44%, list=12%, signal=39%	SPEF2/CCDC40/SPAG16/DNAH7/CFAP44/SEPTIN4/INTS13/GAS2L2/DNAH6/PGAM4/CFAP221/CFAP46/CFAP251/MNS1/EFHC1/KIF9/MEIG1/CATSPERZ/TTLL9/TTC12/ENKUR/TEKT2/DNAH2/IQCG/CCDC65/DNAH17/CFAP206/CFAP43/DNAI1/DNAI3/DNAH5/ENO4/CFAP54/DDX4/DRC1/CCDC39/EFHC2/CFAP47/CLXN/ROPN1L/DRC7/RSPH4A/CFAP65/PLA2G3/CFAP58/DNAH11/CFAP52/TEKT4/SPAG6/HOATZ/CFAP45/TEKT1/DNAH3/CFAP157/DNAAF6
GO:0009617	response to bacterium	480	0.42999066636449	1.9295125742428	2.48071242747529e-12	1.67778850511579e-09	1.50728667377007e-09	2359	tags=28%, list=13%, signal=25%	S100A12/LRG1/S100A9/S100A8/SELE/SELP/CSF3/DEFB134/HP/TLR9/BCL3/NR1D1/FPR2/FGR/FGF10/SERPINE1/PTGIR/LYZ/CFD/TBXA2R/GFI1/CFP/PLAC8/OPRM1/TNIP3/SLPI/CD96/SLC11A1/ADAMTS9/LILRB2/CD1D/GJB2/NOD2/TENT5A/KLK7/HLA-DRB1/NOS3/ALPL/CFB/FKBP5/CASP4/CXCL1/MMRN2/FAM20A/CSF2RB/TREM1/SMAD6/SLAMF8/ZC3H12A/CXCL3/CLEC4E/IL7R/MICA/OPRK1/LOXL1/EPHA2/THBD/IL18BP/TNFAIP3/IRAK3/PTGER4/ANG/XBP1/TNFRSF1A/STAB1/CASP1/PTPN22/SBNO2/SHC1/THPO/CA3/PLSCR3/PYGL/MEF2C/IL6/APOB/LY96/HMGB2/GJB6/ADM/AKAP12/CEBPB/CXCL5/SLC7A5/WFDC2/COCH/SPI1/NOS1/MAP2K3/CD6/CAV1/SIGLEC16/ASS1/ARID5A/CSF1/AZU1/FER1L6/NFKBIA/TICAM1/VEGFD/TNIP2/FCGR2B/C2/HSF1/GBP6/IL10RA/CARD16/HAMP/F2R/VIM/MIAT/RELA/PLSCR4/CXCL8/KLK5/BAIAP2L1/TAB2/H2BC7/SCN7A/NOS2/ARG1/EDN1/TICAM2/MRC1/CYP27B1/MAPK3/TLR4/GPC3/JUND/GCH1/ANXA3/SRC/LILRB1/TRAF6/GBP2
GO:0070286	axonemal dynein complex assembly	37	-0.815198092021431	-2.45406750177029	1.91222349982504e-10	1.09083446605871e-07	9.79980640567043e-08	1594	tags=73%, list=9%, signal=67%	DNAAF10/CCDC40/DNAH7/DNAI4/DAW1/SPAG1/TTC12/TEKT2/DNAH2/CCDC65/DNAH17/DNAI1/DNAI3/DNAH5/DRC1/CCDC39/ZMYND10/DNAAF1/ODAD2/CLXN/CFAP100/DNAAF8/ODAD1/DNAAF3/CFAP73/DNAI2/DNAAF6
