query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	Log10	Tissue	Direction
query_1	True	0.0002480273466306	139	1262	44	0.03486529318542	0.316546762589928	KEGG:04120	KEGG	Ubiquitin mediated proteolysis	8000	251	KEGG:00000	3.6055004327382436	caudate	All
query_1	True	0.0005024460396768	625	1760	149	0.0846590909090909	0.2384	REAC:R-HSA-199991	REAC	Membrane Trafficking	10622	1290	REAC:R-HSA-5653656	3.2989105725720482	caudate	All
query_1	True	0.0012376978536822	246	1262	65	0.0515055467511886	0.264227642276423	KEGG:05131	KEGG	Shigellosis	8000	406	KEGG:00000	2.9073853621769596	caudate	All
query_1	True	0.0022227605819103	41	1262	18	0.0142630744849445	0.439024390243902	KEGG:04216	KEGG	Ferroptosis	8000	273	KEGG:00000	2.6531073135290177	caudate	All
query_1	True	0.0041177725430834	308	1760	81	0.0460227272727273	0.262987012987013	REAC:R-HSA-983168	REAC	Antigen processing: Ubiquitination & Proteasome degradation	10622	145	REAC:R-HSA-983169	2.3853376465504277	caudate	All
query_1	True	0.004410583251106	58	1262	22	0.01743264659271	0.379310344827586	KEGG:05213	KEGG	Endometrial cancer	8000	440	KEGG:00000	2.3555039760677823	caudate	All
query_1	True	0.0065757533814303	83	1760	30	0.0170454545454545	0.36144578313253	REAC:R-HSA-1483255	REAC	PI Metabolism	10622	1520	REAC:R-HSA-1483257	2.1820544830428807	caudate	All
query_1	True	0.0167712334727754	97	1262	30	0.0237717908082409	0.309278350515464	KEGG:04070	KEGG	Phosphatidylinositol signaling system	8000	240	KEGG:00000	1.7754349951923485	caudate	All
query_1	True	0.0181054240816489	1415	1760	288	0.163636363636364	0.203533568904594	REAC:R-HSA-597592	REAC	Post-translational protein modification	10622	1628	REAC:R-HSA-392499	1.7421912982889465	caudate	All
query_1	True	0.0189704092480737	71	1760	26	0.0147727272727273	0.366197183098592	REAC:R-HSA-170834	REAC	Signaling by TGF-beta Receptor Complex	10622	2097	REAC:R-HSA-9006936	1.721923299988354	caudate	All
query_1	True	2.23526468392759e-05	139	692	32	0.046242774566474	0.23021582733813	KEGG:04120	KEGG	Ubiquitin mediated proteolysis	8000	251	KEGG:00000	4.650671043465776	caudate	Up
query_1	True	3.52485205645556e-05	1415	980	187	0.190816326530612	0.132155477031802	REAC:R-HSA-597592	REAC	Post-translational protein modification	10622	1628	REAC:R-HSA-392499	4.452859106307568	caudate	Up
query_1	True	0.0005442970854287	83	980	23	0.023469387755102	0.27710843373494	REAC:R-HSA-1483255	REAC	PI Metabolism	10622	1520	REAC:R-HSA-1483257	3.2641639912122695	caudate	Up
query_1	True	0.0011611376389151	52	980	17	0.0173469387755102	0.326923076923077	REAC:R-HSA-1660499	REAC	Synthesis of PIPs at the plasma membrane	10622	2179	REAC:R-HSA-1483255	2.9351162968175584	caudate	Up
query_1	True	0.0026373880556529	156	692	30	0.0433526011560694	0.192307692307692	KEGG:04218	KEGG	Cellular senescence	8000	275	KEGG:00000	2.578825965000027	caudate	Up
query_1	True	0.0032897886757959	92	692	21	0.0303468208092486	0.228260869565217	KEGG:05222	KEGG	Small cell lung cancer	8000	449	KEGG:00000	2.482831998671114	caudate	Up
query_1	True	0.0056954659444802	170	692	31	0.0447976878612717	0.182352941176471	KEGG:04141	KEGG	Protein processing in endoplasmic reticulum	8000	259	KEGG:00000	2.2444707406210513	caudate	Up
query_1	True	0.0134301976214264	308	980	51	0.0520408163265306	0.165584415584416	REAC:R-HSA-983168	REAC	Antigen processing: Ubiquitination & Proteasome degradation	10622	145	REAC:R-HSA-983169	1.8719175967681025	caudate	Up
query_1	True	0.0162687787945826	246	692	39	0.0563583815028902	0.158536585365854	KEGG:05131	KEGG	Shigellosis	8000	406	KEGG:00000	1.7886450458756316	caudate	Up
query_1	True	0.0228793937495525	97	692	20	0.0289017341040462	0.206185567010309	KEGG:04070	KEGG	Phosphatidylinositol signaling system	8000	240	KEGG:00000	1.6405554875150392	caudate	Up
query_1	True	5.98294095137508e-06	1491	576	158	0.274305555555556	0.105969148222669	KEGG:01100	KEGG	Metabolic pathways	8000	181	KEGG:00000	5.223085283405407	caudate	Down
query_1	True	0.0003819995776897	81	576	19	0.0329861111111111	0.234567901234568	KEGG:04146	KEGG	Peroxisome	8000	263	KEGG:00000	3.4179371172116797	caudate	Down
query_1	True	0.0083692996202574	33	576	10	0.0173611111111111	0.303030303030303	KEGG:03410	KEGG	Base excision repair	8000	218	KEGG:00000	2.0773108841553993	caudate	Down
query_1	True	0.0168311867975048	158	787	27	0.0343074968233799	0.170886075949367	REAC:R-HSA-9609507	REAC	Protein localization	10622	1663	REAC:0000000	1.7738852600529667	caudate	Down
query_1	True	0.0210860147074865	30	576	9	0.015625	0.3	KEGG:00630	KEGG	Glyoxylate and dicarboxylate metabolism	8000	109	KEGG:00000	1.6760054948976997	caudate	Down
